 -2.5000   0.1137  -0.0142 
 -2.4500  -0.4548  -0.0657 
 -2.4000  -0.7391  -0.3234 
 -2.3500  -0.0284  -0.4265 
 -2.3000   0.1137  -0.1688 
 -2.2500  -0.5969  -0.1688 
 -2.2000  -0.1706  -0.0142 
 -2.1500  -0.1706  -0.2719 
 -2.1000  -0.3127  -0.1688 
 -2.0500   0.1137  -0.1688 
 -2.0000  -0.1706  -0.1173 
 -1.9500  -0.0284  -0.0657 
 -1.9000  -0.1706   0.0889 
 -1.8500  -0.1706  -0.1173 
 -1.8000  -0.3127   0.0889 
 -1.7500  -0.1706   0.0889 
 -1.7000   0.2558  -0.0142 
 -1.6500   0.1137  -0.0142 
 -1.6000   0.2558   0.2435 
 -1.5500  -0.0284  -0.0657 
 -1.5000  -0.4548   0.1404 
 -1.4500   0.2558  -0.0142 
 -1.4000   0.3980   0.1920 
 -1.3500   0.1137   0.1404 
 -1.3000   0.2558   0.1404 
 -1.2500   0.1137   0.1404 
 -1.2000   0.1137   0.0889 
 -1.1500  -0.0284   0.0374 
 -1.1000  -0.3127   0.0374 
 -1.0500   0.1137  -0.0657 
 -1.0000   0.5401  -0.0657 
 -0.9500   0.3980   0.2435 
 -0.9000   0.2558  -0.0657 
 -0.8500   0.2558   0.1920 
 -0.8000   0.5401  -0.0142 
 -0.7500   0.1137   0.3466 
 -0.7000  -0.0284  -0.1173 
 -0.6500   0.2558   0.0889 
 -0.6000  -0.3127   0.0889 
 -0.5500  -0.0284   0.1404 
 -0.5000   0.3980   0.0889 
 -0.4500  -0.0284   0.0374 
 -0.4000   0.2558  -0.0657 
 -0.3500  -0.1706  -0.1173 
 -0.3000  -0.1706  -0.0142 
 -0.2500  -0.0284  -0.2203 
 -0.2000  -0.5969  -0.0657 
 -0.1500  -0.0284  -0.2719 
 -0.1000  -0.4548  -0.2719 
 -0.0500  -0.5969  -0.0657 
  0.0000  -0.0284  -0.4265 
  0.0500  -0.4548  -0.2719 
  0.1000  -0.0284  -0.4265 
  0.1500  -0.0284  -0.4265 
  0.2000  -0.3127  -0.5296 
  0.2500   0.2558  -0.5296 
  0.3000  -0.0284  -0.2719 
  0.3500   0.1137  -0.2203 
  0.4000  -0.1706  -0.1688 
  0.4500  -0.4548  -0.2719 
  0.5000  -0.3127  -0.1688 
  0.5500  -1.0233   0.0889 
  0.6000  -2.3025   0.2435 
  0.6500  -4.2923   0.2951 
  0.7000  -5.4294   0.8620 
  0.7500  -4.4345   1.2228 
  0.8000  -2.3025   2.9237 
  0.8500  -0.4548   5.3976 
  0.9000   0.1137   7.4593 
  0.9500  -0.0284   7.7685 
  1.0000  -0.7391   6.2738 
  1.0500  -0.4548   2.4083 
  1.1000  -0.7391  -1.9727 
  1.1500  -0.5969  -6.2506 
  1.2000   0.3980  -9.4977 
  1.2500   1.2507 -10.8378 
  1.3000   1.9614 -11.2501 
  1.3500   2.1035 -10.4255 
  1.4000   2.2457  -8.3638 
  1.4500   2.3878  -4.4467 
  1.5000   1.3929   0.1404 
  1.5500   1.2507   4.5214 
  1.6000   0.5401   7.2016 
  1.6500   0.1137   7.7170 
  1.7000  -0.1706   5.7069 
  1.7500  -0.3127   1.6867 
  1.8000  -0.8812  -2.9520 
  1.8500  -0.3127  -5.0137 
  1.9000  -0.5969  -5.7868 
  1.9500  -0.3127  -4.8075 
  2.0000  -0.4548  -2.7974 
  2.0500   0.5401  -0.4265 
  2.1000   0.9665   1.8413 
  2.1500   0.6822   2.8721 
  2.2000   1.1086   2.0990 
  2.2500   0.5401   0.2951 
  2.3000   0.2558  -1.7150 
  2.3500   0.1137  -2.9005 
  2.4000   0.3980  -2.2304 
  2.4500   0.5401  -0.1688 
  2.5000   0.6822   1.4805 
  2.5500   0.8244   2.0475 
  2.6000   0.3980   1.7382 
  2.6500   0.6822   1.4805 
  2.7000   0.5401   0.7074 
  2.7500  -0.7391   0.5012 
  2.8000  -0.1706   0.6559 
  2.8500  -0.1706   0.9651 
  2.9000  -0.1706   1.1713 
  2.9500  -0.5969   0.9136 
  3.0000  -0.8812   0.3466 
  3.0500  -0.3127   0.2435 
  3.1000   0.3980  -0.1688 
  3.1500   0.1137  -0.2203 
  3.2000   0.1137  -0.2719 
  3.2500  -0.0284   0.1920 
  3.3000   0.9665   0.6043 
  3.3500   0.8244   0.3982 
  3.4000   0.3980  -0.1173 
  3.4500   0.3980  -0.7873 
  3.5000   0.5401  -0.7357 
  3.5500   0.9665  -0.2719 
  3.6000   0.5401  -0.0142 
  3.6500   0.5401   0.2435 
  3.7000  -0.0284   0.3982 
  3.7500   0.3980   0.4497 
  3.8000   0.6822   0.9136 
  3.8500   0.2558   1.0682 
  3.9000   0.1137   1.2744 
  3.9500   0.5401   1.6867 
  4.0000   0.5401   1.3259 
  4.0500   0.5401   1.0166 
  4.1000   0.5401   1.1713 
  4.1500   0.1137   0.8105 
  4.2000  -0.1706   0.9651 
  4.2500   0.5401   1.1197 
  4.3000   0.3980   0.7589 
  4.3500   0.5401   0.2951 
  4.4000   0.6822   0.1920 
  4.4500   0.9665   0.2951 
  4.5000   1.1086  -0.1173 
  4.5500   0.8244  -0.1173 
  4.6000   0.3980  -0.4265 
  4.6500   0.6822  -0.9419 
  4.7000   0.6822  -1.5089 
  4.7500   0.9665  -1.7666 
  4.8000   0.3980  -2.1274 
  4.8500   0.1137  -2.4881 
  4.9000   0.9665  -2.5397 
  4.9500   0.6822  -2.7458 
  5.0000   0.1137  -2.8489 
  5.0500  -0.1706  -2.5912 
  5.1000  -0.3127  -2.4881 
  5.1500  -0.8812  -2.3335 
  5.2000  -0.3127  -2.2304 
  5.2500  -1.0233  -1.8696 
  5.3000  -1.4497  -1.3542 
  5.3500  -1.5919  -0.9935 
  5.4000  -1.3076  -0.3750 
  5.4500  -2.3025   0.3982 
  5.5000  -1.7340   0.8105 
  5.5500  -1.8761   1.2744 
  5.6000  -2.1604   1.8928 
  5.6500  -2.1604   2.0990 
  5.7000  -1.7340   2.3052 
  5.7500  -1.3076   2.5113 
  5.8000  -1.3076   2.3567 
  5.8500  -0.5969   1.9959 
  5.9000   0.2558   1.8413 
  5.9500   0.3980   1.4805 
  6.0000   0.6822   0.5528 
  6.0500   1.1086   0.0889 
  6.1000   1.2507  -0.6842 
  6.1500   1.2507  -1.4573 
  6.2000   1.2507  -1.9727 
  6.2500   1.2507  -2.3851 
  6.3000   1.3929  -2.1789 
  6.3500   1.1086  -2.1274 
  6.4000   0.6822  -1.9212 
  6.4500  -0.1706  -1.8696 
  6.5000  -0.4548  -1.3027 
  6.5500  -1.0233  -0.8388 
  6.6000  -1.1655  -0.5296 
  6.6500  -1.5919   0.0889 
  6.7000  -1.4497   0.5012 
  6.7500  -1.4497   0.3982 
  6.8000  -1.1655   0.8620 
  6.8500  -1.4497   0.6559 
  6.9000  -0.8812   0.6043 
  6.9500  -0.4548   0.0374 
  7.0000   0.3980  -0.4780 
  7.0500   1.2507  -0.6842 
  7.1000   2.1035  -1.7150 
  7.1500   2.3878  -2.1789 
  7.2000   2.5299  -2.3335 
  7.2500   3.2406  -2.3851 
  7.3000   2.6720  -1.9727 
  7.3500   2.2457  -1.9212 
  7.4000   1.9614  -1.1481 
  7.4500   0.6822  -0.5296 
