  -1.758621E+000  -1.490000E-004  -1.945000E-003   3.220000E-004   1.374000E-003   1.614000E-003   5.150000E-004  -8.690000E-004  -1.396000E-003   2.170000E-004  -2.870000E-004
  -1.724138E+000   6.500000E-005  -6.720000E-004   7.620000E-004   7.820000E-004   1.507000E-003   1.100000E-004  -9.750000E-004  -2.213000E-003  -1.690000E-004  -1.242000E-003
  -1.689655E+000   1.800000E-005  -1.000000E-005   5.980000E-004   1.308000E-003   1.976000E-003   7.470000E-004   4.540000E-004  -1.999000E-003   4.650000E-004  -2.990000E-004
  -1.655172E+000  -3.860000E-004  -1.180000E-004   4.760000E-004   1.708000E-003   1.850000E-003   8.000000E-006  -5.660000E-004  -3.113000E-003   4.500000E-005  -1.322000E-003
  -1.620690E+000  -3.630000E-004  -7.080000E-004   2.980000E-004   2.292000E-003   1.403000E-003   5.190000E-004  -1.147000E-003  -2.026000E-003  -3.720000E-004  -6.570000E-004
  -1.586207E+000  -4.500000E-005  -7.690000E-004   4.900000E-005   1.563000E-003   2.373000E-003  -1.630000E-004  -9.640000E-004  -2.185000E-003   4.380000E-004  -1.400000E-003
  -1.551724E+000  -3.490000E-004  -1.305000E-003  -1.610000E-004   8.860000E-004   6.340000E-004   7.250000E-004  -9.920000E-004  -1.822000E-003   2.570000E-004  -1.265000E-003
  -1.517241E+000  -4.630000E-004  -1.256000E-003   1.017000E-003   1.682000E-003   2.076000E-003  -3.030000E-004  -1.581000E-003  -1.925000E-003  -3.700000E-005  -1.760000E-004
  -1.482759E+000  -6.970000E-004  -1.516000E-003  -3.700000E-004   1.860000E-003   1.917000E-003   1.820000E-004  -8.470000E-004  -1.981000E-003  -4.160000E-004  -2.123000E-003
  -1.448276E+000  -2.850000E-004  -9.510000E-004  -3.010000E-004   9.400000E-004   7.490000E-004   5.010000E-004  -9.860000E-004  -2.128000E-003   3.000000E-005  -1.328000E-003
  -1.413793E+000  -1.620000E-004   4.470000E-004  -2.030000E-004   5.910000E-004   1.971000E-003  -1.380000E-004  -6.650000E-004  -3.016000E-003  -3.900000E-004  -1.483000E-003
  -1.379310E+000   1.110000E-004  -1.113000E-003   4.390000E-004   5.480000E-004   1.466000E-003   1.111000E-003  -1.064000E-003  -1.647000E-003   2.890000E-004  -1.381000E-003
  -1.344828E+000   5.400000E-005  -1.224000E-003  -2.270000E-004   5.230000E-004   2.246000E-003   5.000000E-006  -6.450000E-004  -2.724000E-003   6.390000E-004  -1.053000E-003
  -1.310345E+000   8.200000E-005  -2.490000E-004   4.730000E-004   1.077000E-003   1.503000E-003  -4.270000E-004  -8.130000E-004  -1.701000E-003   9.870000E-004  -5.830000E-004
  -1.275862E+000  -1.160000E-004  -4.160000E-004   1.970000E-004   1.522000E-003   1.071000E-003   1.100000E-003  -8.980000E-004  -2.380000E-003   1.292000E-003  -1.577000E-003
  -1.241379E+000  -2.210000E-004  -1.237000E-003  -1.160000E-004   5.660000E-004   1.057000E-003   6.270000E-004  -9.120000E-004  -8.690000E-004   7.940000E-004  -9.710000E-004
  -1.206897E+000  -3.300000E-004  -2.608000E-003   7.660000E-004   1.333000E-003   8.090000E-004   5.890000E-004  -3.920000E-004  -4.050000E-004   6.730000E-004  -4.490000E-004
  -1.172414E+000  -1.000000E-005  -9.000000E-006   9.980000E-004   2.080000E-003   2.230000E-003   1.541000E-003  -6.420000E-004  -1.448000E-003   6.330000E-004  -1.840000E-003
  -1.137931E+000  -4.700000E-005  -4.620000E-004   4.360000E-004   1.368000E-003   1.162000E-003   1.093000E-003  -4.230000E-004  -9.600000E-004   1.020000E-003  -1.435000E-003
  -1.103448E+000  -2.340000E-004  -2.659000E-003   1.162000E-003   1.705000E-003   2.142000E-003   1.289000E-003  -6.000000E-004  -8.530000E-004   8.200000E-004  -4.830000E-004
  -1.068966E+000  -2.930000E-004  -1.691000E-003   2.310000E-004   1.772000E-003   8.740000E-004   9.790000E-004   6.400000E-005  -1.102000E-003   8.180000E-004  -1.196000E-003
  -1.034483E+000  -2.100000E-005  -1.388000E-003  -3.600000E-004   1.461000E-003   1.173000E-003   7.000000E-004  -4.530000E-004  -1.917000E-003   6.060000E-004  -1.027000E-003
  -1.000000E+000  -7.020000E-004  -1.182000E-003  -1.100000E-003   8.740000E-004   1.590000E-003   9.810000E-004  -1.250000E-004  -1.760000E-004   5.280000E-004  -6.040000E-004
  -9.655172E-001  -3.440000E-004  -1.164000E-003  -3.190000E-004   9.810000E-004   2.163000E-003   1.054000E-003  -3.670000E-004  -1.271000E-003   1.126000E-003  -9.700000E-004
  -9.310345E-001  -4.950000E-004  -2.611000E-003   1.940000E-004   1.331000E-003   1.654000E-003   1.035000E-003  -3.100000E-005  -1.069000E-003   1.017000E-003  -6.000000E-004
  -8.965517E-001  -9.720000E-004  -7.310000E-004  -2.100000E-004   6.880000E-004   8.940000E-004   1.424000E-003  -9.870000E-004  -3.160000E-004   1.097000E-003  -4.610000E-004
  -8.620690E-001  -7.660000E-004  -1.006000E-003   1.000000E-004   1.191000E-003   1.211000E-003   1.315000E-003   5.380000E-004  -8.710000E-004   2.830000E-004  -5.960000E-004
  -8.275862E-001  -5.700000E-004  -1.006000E-003  -3.570000E-004   1.085000E-003   2.234000E-003   1.546000E-003  -8.600000E-005  -1.810000E-003   4.890000E-004  -8.380000E-004
  -7.931034E-001  -8.520000E-004  -3.005000E-003  -1.960000E-004   1.046000E-003   7.780000E-004   1.476000E-003   4.410000E-004  -2.880000E-004   6.340000E-004  -1.840000E-004
  -7.586207E-001  -1.464000E-003  -1.429000E-003  -4.070000E-004   1.408000E-003   1.332000E-003   1.268000E-003  -5.400000E-005  -1.086000E-003   7.500000E-004  -9.220000E-004
  -7.241379E-001  -5.970000E-004  -1.175000E-003  -4.880000E-004   1.627000E-003   2.522000E-003   1.473000E-003  -3.820000E-004  -5.690000E-004   4.930000E-004  -7.930000E-004
  -6.896552E-001  -7.790000E-004  -1.546000E-003   2.590000E-004   1.343000E-003   1.748000E-003   9.830000E-004   3.590000E-004  -1.008000E-003   5.910000E-004  -1.291000E-003
  -6.551724E-001  -3.420000E-004  -2.839000E-003   3.770000E-004   8.300000E-005   9.730000E-004   8.790000E-004   2.640000E-004  -7.700000E-004  -4.880000E-004  -1.573000E-003
  -6.206897E-001  -6.900000E-005  -1.649000E-003   6.660000E-004   1.333000E-003   1.440000E-003   1.775000E-003   4.980000E-004  -1.690000E-004   6.010000E-004  -8.430000E-004
  -5.862069E-001  -8.590000E-004  -1.785000E-003   4.020000E-004   1.026000E-003   2.840000E-004   6.720000E-004   1.960000E-004  -2.340000E-004   1.920000E-004  -4.430000E-004
  -5.517241E-001  -1.486000E-003  -7.410000E-004  -5.430000E-004   1.260000E-003   1.121000E-003   1.021000E-003  -2.820000E-004  -5.260000E-004   1.075000E-003  -9.670000E-004
  -5.172414E-001  -5.990000E-004  -1.652000E-003  -7.200000E-005   7.600000E-004   9.110000E-004   1.249000E-003  -1.910000E-004  -6.880000E-004   4.110000E-004  -2.000000E-004
  -4.827586E-001  -7.820000E-004  -1.751000E-003  -3.500000E-004   9.990000E-004   2.085000E-003   8.790000E-004  -4.500000E-004  -7.100000E-004   9.210000E-004  -2.550000E-003
  -4.482759E-001  -4.540000E-004  -1.399000E-003  -1.240000E-004   9.160000E-004   6.460000E-004   3.560000E-004  -8.480000E-004  -1.377000E-003   2.190000E-004  -1.424000E-003
  -4.137931E-001  -4.850000E-004  -1.321000E-003  -9.900000E-005   8.220000E-004   6.720000E-004   1.230000E-004  -1.225000E-003  -1.252000E-003   6.320000E-004  -4.000000E-004
  -3.793103E-001  -1.450000E-004  -2.862000E-003  -1.920000E-004   5.580000E-004   9.410000E-004   2.600000E-004  -3.140000E-004  -1.591000E-003   3.100000E-005  -1.015000E-003
  -3.448276E-001  -5.420000E-004  -1.528000E-003   3.210000E-004   1.191000E-003   1.858000E-003   2.700000E-005  -7.310000E-004  -1.144000E-003   4.990000E-004  -2.223000E-003
  -3.103448E-001  -1.060000E-004  -9.960000E-004   5.600000E-005   8.710000E-004   6.000000E-004   3.910000E-004  -1.160000E-003  -1.070000E-003  -7.770000E-004  -1.147000E-003
  -2.758621E-001  -1.340000E-004  -2.399000E-003  -9.700000E-005   7.520000E-004   2.388000E-003   3.240000E-004  -8.100000E-005  -9.990000E-004   6.790000E-004  -8.210000E-004
  -2.413793E-001  -3.810000E-004  -2.097000E-003   5.000000E-005   1.501000E-003   1.558000E-003   8.110000E-004  -8.200000E-004  -8.590000E-004  -1.270000E-004  -2.227000E-003
  -2.068966E-001  -1.590000E-004  -8.400000E-004   4.400000E-004   7.460000E-004   2.439000E-003   5.810000E-004  -9.590000E-004  -1.539000E-003  -6.400000E-005  -1.850000E-003
  -1.724138E-001  -9.300000E-005  -9.050000E-004   3.270000E-004   8.500000E-004   5.370000E-004  -4.400000E-004  -1.202000E-003  -8.250000E-004  -1.730000E-004  -1.036000E-003
  -1.379310E-001  -7.400000E-005  -2.218000E-003   4.430000E-004   9.380000E-004   1.103000E-003  -2.660000E-004  -8.540000E-004  -2.720000E-004  -5.090000E-004  -1.286000E-003
  -1.034483E-001  -3.810000E-004  -2.135000E-003   8.820000E-004   7.520000E-004   1.250000E-003  -7.910000E-004  -1.393000E-003  -9.940000E-004  -4.420000E-004  -9.980000E-004
  -6.896552E-002  -3.250000E-004  -1.332000E-003   2.390000E-004   9.880000E-004   2.224000E-003  -7.110000E-004  -6.550000E-004  -1.537000E-003  -7.050000E-004  -7.200000E-004
  -3.448276E-002  -4.530000E-004  -1.467000E-003  -5.700000E-005   8.090000E-004   6.010000E-004   1.250000E-004  -1.540000E-004  -1.484000E-003   5.400000E-005  -8.220000E-004
