0.00	0.00
0.03	1.58
0.07	6.30
0.10	14.40
0.14	24.75
0.17	38.70
0.21	57.15
0.24	78.75
0.28	104.40
0.31	133.66
0.34	167.18
0.38	204.53
0.41	245.71
0.45	290.94
0.48	338.19
0.52	385.67
0.55	429.54
