t	g1r1	g1r2	g1ave	g2r1	g2r2	g2ave	g3r1	g3r2	g3ave	g4r1	g4r2	g4ave
0.044000	-0.11780	0.044312	-0.036744	0.070888	0.10155	0.086218	0.14958	0.084249	0.11692	-0.11825	0.097068	-0.010591
0.046000	-0.27711	-0.22594	-0.25152	-0.049190	-0.090889	-0.070039	-0.14896	-0.040008	-0.094486	-0.23118	-0.27930	-0.25524
0.048000	-0.15763	-0.30542	-0.23152	-0.049190	-0.13098	-0.090085	-0.14896	-0.15184	-0.15040	-0.055508	-0.27930	-0.16740
0.050000	0.26455	0.24302	0.25379	0.19097	0.029384	0.11018	0.21178	0.27063	0.24121	0.32094	0.27271	0.29682
0.052000	-0.046110	-0.027224	-0.036667	-0.0091640	-0.13098	-0.070072	0.025187	-0.040008	-0.0074105	-0.055508	-0.091115	-0.073312
0.054000	0.15303	0.12380	0.13841	0.030862	0.029384	0.030123	0.21178	0.022121	0.11695	0.069975	0.15980	0.11489
0.056000	0.38403	0.35430	0.36917	0.070888	0.22182	0.14635	0.21178	0.27063	0.24121	0.25820	0.39816	0.32818
0.058000	-0.0062820	-0.066967	-0.036625	-0.16126	-0.050798	-0.10603	-0.27336	-0.10214	-0.18775	-0.18099	-0.15384	-0.16742
0.060000	0.11320	0.16354	0.13837	0.030862	0.069475	0.050168	-0.14896	-0.040008	-0.094486	0.069975	0.097068	0.083522
0.062000	-0.0062820	0.044312	0.019015	-0.0091640	-0.090889	-0.050026	-0.21116	0.022121	-0.094520	0.0072340	-0.028387	-0.010577
0.064000	-0.23728	-0.30542	-0.27135	-0.12124	-0.24323	-0.18224	-0.33555	-0.40035	-0.36795	-0.29392	-0.27930	-0.28661
0.066000	0.15303	0.12380	0.13841	0.23099	0.10155	0.16627	0.14958	0.022121	0.085851	0.0072340	0.034340	0.020787
0.068000	-0.046110	-0.027224	-0.036667	0.11091	0.14164	0.12628	-0.024570	0.022121	-0.0012245	-0.055508	-0.15384	-0.10468
0.070000	-0.19746	-0.22594	-0.21170	-0.049190	0.029384	-0.0099030	-0.21116	-0.21397	-0.21256	-0.18099	-0.15384	-0.16742
0.072000	0.19286	0.084054	0.13846	0.19097	0.22182	0.20639	0.21178	0.20851	0.21014	0.0072340	0.27271	0.13997
0.074000	-0.23728	-0.14645	-0.19187	-0.081212	0.029384	-0.025914	-0.024570	-0.10214	-0.063353	-0.23118	-0.028387	-0.12979
0.076000	-0.11780	-0.18619	-0.15200	-0.049190	-0.010707	-0.029948	0.14958	-0.040008	0.054786	-0.18099	-0.028387	-0.10469
0.078000	0.23269	0.16354	0.19811	0.15094	0.22182	0.18638	0.33617	0.38247	0.35932	0.13272	0.27271	0.20271
0.080000	-0.077972	-0.22594	-0.15195	-0.081212	-0.010707	-0.045959	-0.086767	-0.10214	-0.094452	-0.055508	-0.21657	-0.13604
0.082000	0.15303	-0.066967	0.043031	0.030862	0.069475	0.050168	0.087384	-0.040008	0.023688	0.32094	0.034340	0.17764
0.084000	0.23269	0.084054	0.15837	0.11091	0.18173	0.14632	0.087384	0.14638	0.11688	0.32094	0.20998	0.26546
0.086000	-0.11780	-0.18619	-0.15200	-0.081212	-0.050798	-0.066005	-0.14896	-0.21397	-0.18147	-0.055508	-0.091115	-0.073312
0.088000	0.15303	0.16354	0.15828	0.070888	0.14164	0.10626	0.14958	0.084249	0.11692	0.069975	0.20998	0.13998
0.090000	-0.077972	0.0045690	-0.036702	-0.081212	0.10155	0.010168	-0.086767	0.084249	-0.0012590	-0.18099	-0.028387	-0.10469
0.092000	-0.42846	-0.30542	-0.36694	-0.24132	-0.050798	-0.14606	-0.52214	-0.27610	-0.39912	-0.35667	-0.39221	-0.37444
0.094000	-0.046110	0.0045690	-0.020770	0.030862	0.029384	0.030123	-0.086767	0.084249	-0.0012590	-0.055508	-0.091115	-0.073312
0.096000	-0.27711	-0.22594	-0.25152	-0.12124	-0.090889	-0.10606	-0.14896	-0.15184	-0.15040	-0.18099	-0.27930	-0.23014
0.098000	-0.19746	-0.22594	-0.21170	-0.049190	-0.13098	-0.090085	-0.024570	-0.21397	-0.11927	-0.11825	-0.21657	-0.16741
0.10000	0.23269	0.20328	0.21798	0.19097	0.22182	0.20639	0.33617	0.33276	0.33447	0.19546	0.15980	0.17763
0.10200	-0.046110	0.0045690	-0.020770	0.030862	0.069475	0.050168	-0.024570	-0.040008	-0.032289	-0.055508	-0.028387	-0.041947
0.10400	0.073374	0.084054	0.078714	0.030862	0.10155	0.066205	0.087384	0.084249	0.085817	0.13272	0.20998	0.17135
0.10600	0.30438	0.28277	0.29357	0.11091	0.18173	0.14632	0.21178	0.38247	0.29712	0.25820	0.39816	0.32818
0.10800	-0.11780	-0.14645	-0.13213	-0.049190	-0.090889	-0.070039	-0.086767	-0.040008	-0.063387	-0.23118	-0.091115	-0.16115
0.11000	0.033546	0.044312	0.038929	0.070888	0.069475	0.070182	0.14958	0.14638	0.14798	-0.055508	0.097068	0.020780
0.11200	-0.046110	0.084054	0.018972	-0.081212	0.069475	-0.0058685	-0.086767	0.084249	-0.0012590	-0.18099	0.034340	-0.073325
0.11400	-0.27711	-0.26568	-0.27139	-0.20129	-0.17107	-0.18618	-0.45995	-0.46248	-0.46121	-0.29392	-0.39221	-0.34307
0.11600	0.033546	0.0045690	0.019058	0.15094	0.029384	0.090163	-0.086767	-0.15184	-0.11930	0.19546	-0.091115	0.052171
0.11800	-0.11780	-0.14645	-0.13213	-0.0091640	-0.010707	-0.0099355	-0.21116	-0.21397	-0.21256	0.069975	0.034340	0.052158
0.12000	-0.23728	-0.26568	-0.25148	-0.081212	-0.090889	-0.086050	-0.21116	-0.21397	-0.21256	-0.18099	-0.091115	-0.13605
0.12200	0.19286	0.20328	0.19807	0.11091	0.26191	0.18641	0.21178	0.27063	0.24121	0.19546	0.20998	0.20272
0.12400	-0.11780	-0.066967	-0.092384	-0.0091640	0.18173	0.086283	-0.086767	0.022121	-0.032323	-0.23118	-0.091115	-0.16115
0.12600	-0.077972	-0.14645	-0.11221	0.030862	0.14164	0.086250	-0.024570	-0.040008	-0.032289	-0.11825	-0.091115	-0.10468
0.12800	0.26455	0.084054	0.17430	0.19097	0.30200	0.24648	0.21178	0.33276	0.27227	0.19546	0.20998	0.20272
0.13000	-0.046110	-0.33721	-0.19166	0.030862	-0.010707	0.010077	-0.024570	-0.15184	-0.088204	-0.11825	-0.091115	-0.10468
0.13200	0.19286	-0.18619	0.0033325	0.27102	0.069475	0.17025	0.33617	-0.040008	0.14808	0.069975	-0.028387	0.020794
0.13400	0.19286	0.12380	0.15833	0.19097	0.30200	0.24648	0.33617	0.27063	0.30340	0.13272	0.20998	0.17135
0.13600	-0.19746	-0.18619	-0.19182	-0.049190	-0.010707	-0.029948	-0.21116	-0.10214	-0.15665	-0.055508	-0.15384	-0.10468
0.13800	0.073374	0.044312	0.058843	0.15094	0.18173	0.16634	0.025187	0.20851	0.11685	0.13272	0.15980	0.14626
0.14000	-0.19746	-0.14645	-0.17195	0.030862	0.069475	0.050168	-0.14896	0.022121	-0.063422	-0.055508	0.034340	-0.010584
0.14200	-0.50811	-0.45644	-0.48228	-0.16126	-0.21116	-0.18621	-0.27336	-0.21397	-0.24366	-0.35667	-0.27930	-0.31798
0.14400	-0.077972	-0.027224	-0.052598	0.030862	0.069475	0.050168	0.087384	0.084249	0.085817	0.0072340	-0.028387	-0.010577
0.14600	-0.19746	-0.22594	-0.21170	-0.081212	-0.050798	-0.066005	0.025187	-0.27610	-0.12545	-0.11825	-0.15384	-0.13605
0.14800	-0.23728	-0.33721	-0.28725	-0.049190	-0.090889	-0.070039	-0.024570	-0.33822	-0.18140	0.0072340	-0.34203	-0.16740
0.15000	0.23269	0.12380	0.17824	0.19097	0.18173	0.18635	0.33617	0.20851	0.27234	0.37113	0.097068	0.23410
0.15200	0.033546	-0.14645	-0.056452	-0.0091640	0.029384	0.010110	0.087384	0.022121	0.054752	0.0072340	-0.091115	-0.041940
0.15400	0.15303	-0.027224	0.062903	0.11091	0.14164	0.12628	0.33617	0.20851	0.27234	0.13272	0.034340	0.083529
0.15600	0.23269	0.35430	0.29349	0.15094	0.38218	0.26656	0.27398	0.38247	0.32822	0.19546	0.20998	0.20272
0.15800	-0.19746	-0.10671	-0.15208	-0.12124	0.069475	-0.025881	-0.27336	-0.10214	-0.18775	-0.11825	-0.091115	-0.10468
0.16000	-0.0062820	-0.066967	-0.036625	0.030862	0.14164	0.086250	-0.086767	0.14638	0.029805	0.069975	0.15980	0.11489
0.16200	-0.19746	-0.14645	-0.17195	-0.0091640	0.069475	0.030156	-0.21116	-0.040008	-0.12558	-0.11825	0.20998	0.045865
0.16400	-0.46829	-0.53592	-0.50211	-0.16126	-0.17107	-0.16617	-0.39775	-0.33822	-0.36799	-0.35667	-0.21657	-0.28662
0.16600	-0.0062820	-0.14645	-0.076366	0.070888	0.14164	0.10626	0.087384	0.022121	0.054752	0.0072340	0.097068	0.052151
0.16800	-0.15763	-0.18619	-0.17191	-0.049190	0.10155	0.026179	-0.024570	-0.10214	-0.063353	-0.11825	-0.091115	-0.10468
0.17000	-0.35677	-0.41670	-0.38673	-0.081212	-0.050798	-0.066005	-0.21116	-0.27610	-0.24363	-0.18099	-0.27930	-0.23014
0.17200	0.073374	-0.027224	0.023075	0.15094	0.22182	0.18638	0.087384	0.14638	0.11688	0.25820	0.15980	0.20900
0.17400	-0.15763	-0.26568	-0.21165	-0.049190	0.069475	0.010143	-0.21116	-0.15184	-0.18150	-0.18099	0.097068	-0.041961
0.17600	-0.077972	-0.41670	-0.24734	-0.0091640	0.069475	0.030156	0.025187	-0.15184	-0.063326	-0.18099	0.034340	-0.073325
0.17800	0.23269	0.0045690	0.11863	0.070888	0.34209	0.20649	0.27398	0.14638	0.21018	0.19546	0.33543	0.26545
0.18000	-0.046110	-0.37696	-0.21153	-0.081212	0.069475	-0.0058685	-0.14896	-0.21397	-0.18147	-0.23118	-0.15384	-0.19251
0.18200	0.23269	-0.33721	-0.052264	0.11091	0.14164	0.12628	0.14958	0.14638	0.14798	0.13272	-0.091115	0.020801
0.18400	0.15303	-0.14645	0.0032895	0.19097	0.30200	0.24648	0.087384	0.38247	0.23492	0.13272	0.15980	0.14626
0.18600	-0.27711	-0.53592	-0.40652	-0.0091640	0.10155	0.046192	-0.27336	0.022121	-0.12562	-0.11825	-0.028387	-0.073318
0.18800	-0.0062820	-0.18619	-0.096238	0.23099	0.34209	0.28654	0.087384	0.20851	0.14794	0.0072340	0.27271	0.13997
0.19000	-0.15763	-0.26568	-0.21165	0.11091	0.18173	0.14632	-0.14896	-0.10214	-0.12555	-0.055508	0.097068	0.020780
0.19200	-0.62760	-0.68695	-0.65727	-0.12124	-0.090889	-0.10606	-0.39775	-0.33822	-0.36799	-0.29392	-0.34203	-0.31798
0.19400	-0.11780	-0.37696	-0.24738	0.15094	0.14164	0.14629	-0.024570	0.084249	0.029839	0.0072340	0.15980	0.083515
0.19600	-0.27711	-0.65515	-0.46613	0.11091	-0.010707	0.050104	-0.21116	-0.10214	-0.15665	-0.11825	-0.15384	-0.13605
0.19800	-0.19746	-0.72669	-0.46207	0.11091	-0.010707	0.050104	0.025187	-0.10214	-0.038475	-0.23118	-0.39221	-0.31170
0.20000	0.15303	-0.22594	-0.036453	0.27102	0.26191	0.26647	0.39837	0.20851	0.30344	0.19546	0.15980	0.17763
0.20200	-0.11780	-0.41670	-0.26725	0.030862	0.029384	0.030123	0.14958	-0.15184	-0.0011285	-0.055508	-0.028387	-0.041947
0.20400	0.033546	-0.30542	-0.13594	0.15094	0.18173	0.16634	0.21178	0.022121	0.11695	0.069975	0.097068	0.083522
0.20600	0.11320	-0.14645	-0.016624	0.23099	0.34209	0.28654	0.27398	0.27063	0.27230	0.19546	0.33543	0.26545
0.20800	-0.35677	-0.57567	-0.46622	-0.081212	0.18173	0.050259	-0.14896	0.022121	-0.063422	-0.055508	-0.15384	-0.10468
0.21000	-0.11780	-0.37696	-0.24738	0.070888	0.26191	0.16640	0.087384	0.20851	0.14794	0.069975	-0.028387	0.020794
0.21200	-0.23728	-0.33721	-0.28725	0.070888	0.14164	0.10626	0.025187	0.14638	0.085782	-0.055508	-0.028387	-0.041947
0.21400	-0.54794	-0.84591	-0.69693	-0.12124	-0.050798	-0.086018	-0.33555	-0.21397	-0.27476	-0.23118	-0.45494	-0.34306
0.21600	-0.077972	-0.57567	-0.32682	0.15094	0.18173	0.16634	0.14958	0.022121	0.085851	0.19546	0.15980	0.17763
0.21800	-0.23728	-0.68695	-0.46211	0.15094	0.18173	0.16634	-0.086767	-0.040008	-0.063387	0.069975	0.097068	0.083522
0.22000	-0.42846	-0.92540	-0.67693	0.11091	0.069475	0.090195	-0.14896	-0.21397	-0.18147	-0.11825	-0.15384	-0.13605
0.22200	-0.077972	-0.41670	-0.24734	0.27102	0.30200	0.28651	0.27398	0.14638	0.21018	0.25820	0.33543	0.29682
0.22400	-0.35677	-0.68695	-0.52186	-0.0091640	0.10155	0.046192	-0.086767	-0.040008	-0.063387	-0.11825	-0.028387	-0.073318
0.22600	-0.31694	-0.76643	-0.54168	0.070888	0.069475	0.070182	-0.086767	-0.10214	-0.094452	0.0072340	-0.15384	-0.073304
0.22800	-0.077972	-0.45644	-0.26721	0.23099	0.34209	0.28654	0.087384	0.27063	0.17901	0.19546	0.27271	0.23408
0.23000	-0.39660	-0.99694	-0.69677	-0.081212	0.10155	0.010168	-0.21116	-0.15184	-0.18150	-0.11825	-0.15384	-0.13605
0.23200	-0.077972	-0.80617	-0.44207	0.11091	0.26191	0.18641	0.27398	-0.10214	0.085920	0.13272	0.034340	0.083529
0.23400	-0.077972	-0.49618	-0.28708	0.15094	0.34209	0.24652	0.27398	0.14638	0.21018	0.0072340	0.33543	0.17133
0.23600	-0.54794	-0.96514	-0.75654	-0.081212	0.10155	0.010168	-0.14896	-0.15184	-0.15040	-0.29392	-0.091115	-0.19252
0.23800	-0.27711	-0.68695	-0.48203	0.15094	0.38218	0.26656	0.087384	0.27063	0.17901	0.0072340	0.15980	0.083515
0.24000	-0.46829	-0.84591	-0.65710	0.11091	0.34209	0.22650	-0.086767	0.33276	0.12300	-0.055508	-0.15384	-0.10468
0.24200	-0.89843	-1.2354	-1.0669	-0.081212	0.14164	0.030213	-0.33555	-0.040008	-0.18778	-0.29392	-0.34203	-0.31798
0.24400	-0.39660	-0.84591	-0.62126	0.19097	0.26191	0.22644	0.025187	0.14638	0.085782	0.069975	0.15980	0.11489
0.24600	-0.58777	-1.1559	-0.87184	0.11091	0.069475	0.090195	-0.14896	-0.15184	-0.15040	-0.11825	-0.15384	-0.13605
0.24800	-0.54794	-1.2751	-0.91154	0.070888	0.10155	0.086218	-0.086767	-0.33822	-0.21249	-0.055508	-0.21657	-0.13604
0.25000	-0.23728	-0.76643	-0.50186	0.30304	0.30200	0.30252	0.21178	0.20851	0.21014	0.43388	0.33543	0.38465
0.25200	-0.46829	-1.0367	-0.75248	0.19097	0.18173	0.18635	-0.086767	0.084249	-0.0012590	0.0072340	-0.15384	-0.073304
0.25400	-0.35677	-0.88566	-0.62121	0.23099	0.30200	0.26650	0.087384	0.20851	0.14794	0.0072340	-0.028387	-0.010577
0.25600	-0.23728	-0.65515	-0.44622	0.27102	0.34209	0.30656	0.27398	0.44459	0.35928	0.13272	0.33543	0.23408
0.25800	-0.73912	-1.0764	-0.90777	-0.0091640	0.10155	0.046192	-0.21116	-0.10214	-0.15665	-0.23118	-0.091115	-0.16115
0.26000	-0.54794	-0.92540	-0.73667	0.19097	0.30200	0.24648	0.025187	0.084249	0.054718	0.0072340	0.097068	0.052151
0.26200	-0.70725	-0.96514	-0.83620	0.15094	0.30200	0.22647	-0.086767	0.084249	-0.0012590	-0.055508	-0.091115	-0.073312
0.26400	-1.0179	-1.3467	-1.1823	0.030862	0.10155	0.066205	-0.21116	-0.33822	-0.27469	-0.29392	-0.34203	-0.31798
0.26600	-0.62760	-0.96514	-0.79637	0.27102	0.26191	0.26647	0.14958	0.022121	0.085851	0.069975	-0.028387	0.020794
0.26800	-0.77895	-1.1162	-0.94755	0.19097	0.26191	0.22644	0.087384	0.084249	0.085817	-0.11825	-0.15384	-0.13605
0.27000	-1.0179	-1.3467	-1.1823	0.15094	0.14164	0.14629	-0.024570	-0.15184	-0.088204	-0.23118	-0.15384	-0.19251
0.27200	-0.66743	-0.88566	-0.77654	0.34307	0.49444	0.41875	0.27398	0.33276	0.30337	0.19546	0.33543	0.26545
0.27400	-0.97808	-1.1956	-1.0869	0.11091	0.38218	0.24655	-0.14896	0.14638	-0.0012935	0.0072340	-0.028387	-0.010577
0.27600	-0.89843	-1.2751	-1.0868	0.15094	0.34209	0.24652	-0.024570	-0.15184	-0.088204	-0.055508	0.034340	-0.010584
0.27800	-0.66743	-0.99694	-0.83218	0.27102	0.49444	0.38273	0.33617	0.084249	0.21021	0.19546	0.33543	0.26545
0.28000	-1.0179	-1.4262	-1.2220	0.030862	0.22182	0.12634	-0.024570	-0.33822	-0.18140	0.0072340	-0.091115	-0.041940
0.28200	-0.70725	-1.2354	-0.97132	0.23099	0.30200	0.26650	0.14958	-0.040008	0.054786	0.25820	0.034340	0.14627
0.28400	-0.66743	-1.0367	-0.85205	0.30304	0.53453	0.41879	0.14958	0.33276	0.24117	0.19546	0.20998	0.20272
0.28600	-1.0896	-1.4262	-1.2579	0.030862	0.34209	0.18648	-0.21116	-0.15184	-0.18150	-0.11825	-0.15384	-0.13605
0.28800	-0.85860	-1.1559	-1.0073	0.19097	0.49444	0.34270	0.14958	0.084249	0.11692	0.13272	0.20998	0.17135
0.29000	-1.0577	-1.3864	-1.2221	0.11091	0.42228	0.26660	-0.086767	0.022121	-0.032323	-0.18099	-0.028387	-0.10469
0.29200	-1.4799	-1.7361	-1.6080	-0.0091640	0.22182	0.10633	-0.33555	-0.33822	-0.33689	-0.41941	-0.15384	-0.28663
0.29400	-1.1294	-1.3864	-1.2579	0.23099	0.49444	0.36272	0.025187	0.084249	0.054718	0.0072340	0.15980	0.083515
0.29600	-1.2887	-1.5851	-1.4369	0.15094	0.42228	0.28661	-0.14896	-0.040008	-0.094486	-0.11825	-0.21657	-0.16741
0.29800	-1.2887	-1.7361	-1.5124	0.23099	0.34209	0.28654	-0.14896	-0.10214	-0.12555	-0.11825	-0.27930	-0.19877
0.30000	-0.89843	-1.3864	-1.1424	0.46315	0.53453	0.49884	0.33617	0.38247	0.35932	0.32094	0.15980	0.24037
0.30200	-1.2887	-1.6567	-1.4727	0.23099	0.42228	0.32663	0.087384	0.022121	0.054752	-0.055508	-0.028387	-0.041947
0.30400	-1.0577	-1.5056	-1.2817	0.34307	0.42228	0.38267	0.14958	0.14638	0.14798	0.13272	0.20998	0.17135
0.30600	-0.85860	-1.2354	-1.0470	0.46315	0.61471	0.53893	0.27398	0.38247	0.32822	0.32094	0.39816	0.35955
0.30800	-1.2489	-1.5851	-1.4170	0.19097	0.45435	0.32266	-0.14896	-0.10214	-0.12555	-0.23118	-0.091115	-0.16115
0.31000	-1.0577	-1.4659	-1.2618	0.27102	0.45435	0.36268	0.025187	0.084249	0.054718	0.0072340	0.034340	0.020787
0.31200	-1.1693	-1.5851	-1.3772	0.23099	0.42228	0.32663	-0.086767	0.084249	-0.0012590	-0.055508	0.034340	-0.010584
0.31400	-1.5197	-2.0461	-1.7829	0.19097	0.18173	0.18635	-0.27336	-0.21397	-0.24366	-0.35667	-0.27930	-0.31798
0.31600	-1.2489	-1.6567	-1.4528	0.46315	0.42228	0.44271	0.025187	0.20851	0.11685	0.13272	-0.028387	0.052165
0.31800	-1.4003	-1.6964	-1.5483	0.38309	0.45435	0.41872	-0.086767	0.022121	-0.032323	0.069975	-0.091115	-0.010570
0.32000	-1.5197	-1.8951	-1.7074	0.34307	0.34209	0.34258	-0.21116	-0.27610	-0.24363	-0.11825	-0.27930	-0.19877
0.32200	-1.2091	-1.5454	-1.3772	0.61525	0.61471	0.61498	0.27398	0.20851	0.24124	0.19546	0.097068	0.14626
0.32400	-1.6392	-1.8156	-1.7274	0.34307	0.45435	0.39871	0.087384	0.022121	0.054752	-0.18099	-0.028387	-0.10469
0.32600	-1.5197	-1.9349	-1.7273	0.42312	0.42228	0.42270	0.21178	0.022121	0.11695	-0.11825	0.034340	-0.041954
0.32800	-1.2091	-1.5851	-1.3971	0.61525	0.73498	0.67512	0.46057	0.38247	0.42151	0.19546	0.33543	0.26545
0.33000	-1.5596	-1.9349	-1.7472	0.42312	0.49444	0.45878	0.025187	-0.10214	-0.038475	-0.11825	-0.091115	-0.10468
0.33200	-1.2887	-1.8951	-1.5919	0.54320	0.53453	0.53886	0.21178	0.022121	0.11695	0.25820	0.034340	0.14627
0.33400	-1.2091	-1.7361	-1.4726	0.46315	0.69489	0.57902	0.21178	0.20851	0.21014	0.19546	0.39816	0.29681
0.33600	-1.6791	-2.0461	-1.8626	0.30304	0.42228	0.36266	-0.086767	-0.15184	-0.11930	-0.055508	0.034340	-0.010584
0.33800	-1.4401	-1.8554	-1.6477	0.50317	0.65480	0.57899	0.087384	0.14638	0.11688	0.19546	0.20998	0.20272
0.34000	-1.5994	-1.9349	-1.7671	0.34307	0.65480	0.49893	-0.086767	-0.040008	-0.063387	0.0072340	0.15980	0.083515
0.34200	-1.9101	-2.3164	-2.1132	0.19097	0.42228	0.30662	-0.45995	-0.33822	-0.39909	-0.23118	-0.27930	-0.25524
0.34400	-1.5197	-2.0859	-1.8028	0.42312	0.61471	0.51892	0.025187	0.14638	0.085782	0.069975	-0.028387	0.020794
0.34600	-1.8702	-2.3561	-2.1132	0.30304	0.49444	0.39874	-0.086767	-0.10214	-0.094452	-0.055508	-0.15384	-0.10468
0.34800	-1.7906	-2.5151	-2.1528	0.46315	0.45435	0.45875	0.087384	-0.10214	-0.0073760	0.0072340	-0.091115	-0.041940
0.35000	-1.4401	-1.9349	-1.6875	0.73532	0.84724	0.79128	0.46057	0.27063	0.36560	0.32094	0.27271	0.29682
0.35200	-1.7507	-2.1256	-1.9382	0.58323	0.65480	0.61901	0.087384	-0.10214	-0.0073760	0.0072340	0.034340	0.020787
0.35400	-1.6791	-2.1256	-1.9023	0.65527	0.73498	0.69513	0.025187	0.14638	0.085782	0.13272	0.034340	0.083529
0.35600	-1.4799	-1.8554	-1.6676	0.69530	0.88733	0.79131	0.21178	0.56885	0.39031	0.25820	0.33543	0.29682
0.35800	-1.9499	-2.3164	-2.1331	0.38309	0.61471	0.49890	-0.086767	0.20851	0.060869	-0.23118	-0.028387	-0.12979
0.36000	-1.7906	-2.1654	-1.9780	0.46315	0.76706	0.61510	0.087384	0.33276	0.21007	0.069975	0.15980	0.11489
0.36200	-1.8304	-2.1256	-1.9780	0.42312	0.69489	0.55901	-0.086767	0.14638	0.029805	-0.11825	0.15980	0.020774
0.36400	-2.1012	-2.5946	-2.3479	0.30304	0.42228	0.36266	-0.39775	-0.27610	-0.33692	-0.41941	-0.27930	-0.34935
0.36600	-1.7507	-2.2846	-2.0177	0.58323	0.69489	0.63906	0.025187	0.022121	0.023654	0.069975	0.097068	0.083522
0.36800	-1.9897	-2.3561	-2.1729	0.42312	0.57462	0.49887	-0.024570	0.022121	-0.0012245	-0.055508	0.097068	0.020780
0.37000	-2.1012	-2.6661	-2.3837	0.46315	0.53453	0.49884	-0.024570	0.022121	-0.0012245	-0.11825	-0.34203	-0.23014
0.37200	-1.7906	-2.1256	-1.9581	0.77535	0.84724	0.81130	0.21178	0.38247	0.29712	0.37113	0.097068	0.23410
0.37400	-2.1012	-2.3561	-2.2287	0.58323	0.61471	0.59897	-0.024570	0.022121	-0.0012245	0.0072340	-0.028387	-0.010577
0.37600	-1.9897	-2.4356	-2.2127	0.58323	0.61471	0.59897	-0.086767	0.022121	-0.032323	0.069975	-0.091115	-0.010570
0.37800	-1.7189	-2.1256	-1.9222	0.81538	0.88733	0.85135	0.27398	0.33276	0.30337	0.25820	0.27271	0.26545
0.38000	-2.1012	-2.6343	-2.3678	0.61525	0.69489	0.65507	0.025187	-0.040008	-0.0074105	-0.18099	-0.15384	-0.16742
0.38200	-1.9101	-2.4753	-2.1927	0.65527	0.80715	0.73121	0.33617	0.084249	0.21021	0.13272	0.097068	0.11489
0.38400	-1.8304	-2.1256	-1.9780	0.73532	0.88733	0.81133	0.21178	0.38247	0.29712	0.19546	0.27271	0.23408
0.38600	-2.2605	-2.5548	-2.4077	0.58323	0.65480	0.61901	-0.21116	0.14638	-0.032392	-0.18099	-0.21657	-0.19878
