t	g1r1	g1r2	g1ave	g2r1	g2r2	g2ave	g3r1	g3r2	g3ave	g4r1	g4r2	g4ave
0.13000	-0.091534	-0.016695	-0.054115	-0.034245	0.023360	-0.0054425	-0.31916	0.095592	-0.11179	-0.16110	-0.0087290	-0.084915
0.13200	0.028957	-0.28981	-0.13043	0.086078	-0.20926	-0.061592	0.29328	-0.079392	0.10694	-0.11087	-0.071521	-0.091194
0.13400	-0.24416	0.10380	-0.070180	0.0058630	0.10357	0.054719	-0.13168	-0.029396	-0.080539	-0.11087	0.24244	0.065785
0.13600	0.14945	-0.056859	0.046295	0.045970	0.14368	0.094827	0.055801	0.095592	0.075696	0.077507	-0.0087290	0.034389
0.13800	0.18158	-0.13719	0.022196	0.086078	-0.056855	0.014612	0.35577	0.033098	0.19444	0.077507	0.11686	0.097181
0.14000	-0.13170	0.14396	0.0061310	-0.11446	0.10357	-0.0054425	-0.19418	0.34557	0.075697	0.014715	0.35546	0.18509
0.14200	0.069121	-0.097022	-0.013950	0.16629	-0.016747	0.074773	0.11830	-0.14189	-0.011795	0.077507	-0.24734	-0.084916
0.14400	-0.091534	-0.097022	-0.094278	-0.074353	-0.056855	-0.065604	-0.069187	0.095592	0.013202	-0.16110	-0.0087290	-0.084915
0.14600	-0.32448	0.023469	-0.15051	-0.18665	-0.12905	-0.15785	-0.069187	0.095592	0.013202	-0.16110	0.054063	-0.053519
0.14800	-0.011207	-0.28981	-0.15051	0.086078	-0.12905	-0.021485	0.11830	-0.26687	-0.074290	0.14030	-0.19710	-0.028402
0.15000	-0.091534	0.023469	-0.034033	0.0058630	0.063468	0.034666	-0.0066930	0.22058	0.10694	-0.048076	0.17965	0.065785
0.15200	-0.011207	-0.016695	-0.013951	0.045970	-0.056855	-0.0054425	0.16829	0.095592	0.13194	-0.048076	0.17965	0.065785
0.15400	0.34223	-0.17735	0.082442	0.35881	0.063468	0.21114	0.23078	-0.32937	-0.049292	0.37891	-0.0087290	0.18509
0.15600	-0.011207	0.10380	0.046294	0.086078	0.22390	0.15499	0.16829	0.34557	0.25693	0.077507	0.11686	0.097181
0.15800	-0.17186	-0.056859	-0.11436	0.045970	-0.056855	-0.0054425	-0.0066930	0.095592	0.044450	0.014715	-0.071521	-0.028403
0.16000	-0.13170	-0.32997	-0.23083	-0.074353	-0.12905	-0.10170	0.11830	-0.26687	-0.074290	0.014715	-0.19710	-0.091195
0.16200	-0.40481	0.14396	-0.13043	-0.18665	0.18379	-0.0014320	-0.38166	0.22058	-0.080539	-0.41227	0.054063	-0.17910
0.16400	-0.20399	-0.28981	-0.24690	-0.074353	-0.12905	-0.10170	-0.13168	-0.14189	-0.13678	0.014715	-0.19710	-0.091195
0.16600	-0.091534	-0.28981	-0.19067	0.0058630	-0.016747	-0.0054420	-0.0066930	0.15809	0.075696	0.077507	0.054063	0.065785
0.16800	-0.17186	0.023469	-0.074196	-0.074353	0.18379	0.054718	-0.25667	0.22058	-0.018045	-0.11087	0.17965	0.034389
0.17000	0.26191	-0.24964	0.0061310	0.19838	0.023360	0.11087	0.41827	-0.20438	0.10694	0.32867	-0.071521	0.12858
0.17200	-0.011207	-0.13719	-0.074197	0.086078	-0.016747	0.034666	0.11830	0.22058	0.16944	0.26588	0.11686	0.19137
0.17400	-0.24416	-0.056859	-0.15051	-0.034245	0.14368	0.054719	0.055801	0.095592	0.075696	-0.048076	0.17965	0.065785
0.17600	0.028957	-0.37014	-0.17059	0.086078	-0.16916	-0.041539	0.11830	-0.26687	-0.074290	0.14030	-0.24734	-0.053519
0.17800	-0.40481	-0.13719	-0.27100	-0.074353	-0.088941	-0.081647	-0.13168	0.28308	0.075697	-0.16110	0.11686	-0.022123
0.18000	-0.44497	-0.17735	-0.31116	-0.034245	-0.056855	-0.045550	-0.0066930	-0.20438	-0.10554	-0.16110	-0.0087290	-0.084915
0.18200	-0.17186	-0.41030	-0.29108	0.16629	0.023360	0.094826	0.11830	-0.14189	-0.011795	0.077507	-0.31013	-0.11631
0.18400	-0.28432	-0.097022	-0.19067	-0.074353	0.10357	0.014611	-0.069187	0.15809	0.044450	-0.22389	0.24244	0.0092725
0.18600	-0.091534	-0.28981	-0.19067	0.16629	-0.056855	0.054719	0.11830	-0.029396	0.044450	0.20309	0.11686	0.15997
0.18800	-0.17186	-0.24964	-0.21075	0.19838	0.18379	0.19108	0.23078	-0.079392	0.075696	0.32867	-0.071521	0.12858
0.19000	-0.24416	-0.016695	-0.13043	-0.034245	0.10357	0.034665	-0.13168	0.15809	0.013202	-0.11087	0.17965	0.034389
0.19200	-0.17186	-0.32997	-0.25092	0.12618	-0.12905	-0.0014315	0.11830	-0.029396	0.044450	0.014715	-0.24734	-0.11631
0.19400	-0.44497	-0.37014	-0.40755	0.0058630	0.063468	0.034666	0.055801	-0.029396	0.013203	-0.11087	0.054063	-0.028402
0.19600	-0.67792	-0.20948	-0.44370	-0.11446	0.023360	-0.045550	-0.31916	0.033098	-0.14303	-0.28668	-0.13431	-0.21050
0.19800	-0.24416	-0.60308	-0.42362	-0.074353	-0.24937	-0.16186	0.055801	-0.26687	-0.10554	-0.048076	-0.37292	-0.21050
0.20000	-0.40481	-0.28981	-0.34731	-0.074353	0.22390	0.074772	0.055801	0.033098	0.044450	-0.16110	0.24244	0.040668
0.20200	-0.44497	-0.37014	-0.40755	0.045970	0.023360	0.034665	0.11830	0.15809	0.13819	0.14030	-0.0087290	0.065785
0.20400	0.028957	-0.49063	-0.23083	0.19838	-0.088941	0.054719	0.35577	-0.20438	0.075697	0.26588	-0.071521	0.097181
0.20600	-0.40481	-0.13719	-0.27100	0.0058630	0.10357	0.054719	0.11830	0.22058	0.16944	-0.048076	0.29267	0.12230
0.20800	-0.51727	-0.45046	-0.48387	0.045970	0.023360	0.034665	0.055801	0.095592	0.075696	0.077507	-0.13431	-0.028403
0.21000	-0.48514	-0.60308	-0.54411	0.12618	-0.088941	0.018622	-0.13168	-0.32937	-0.23053	0.077507	-0.24734	-0.084916
0.21200	-0.91087	-0.37014	-0.64050	-0.18665	0.10357	-0.041540	-0.19418	0.28308	0.044450	-0.34948	0.24244	-0.053519
0.21400	-0.63776	-0.68341	-0.66059	-0.034245	-0.016747	-0.025496	-0.13168	-0.14189	-0.13678	-0.16110	-0.071521	-0.11631
0.21600	-0.59760	-0.60308	-0.60034	0.086078	0.063468	0.074773	-0.0066930	-0.079392	-0.043042	-0.048076	-0.13431	-0.091194
0.21800	-0.83858	-0.32997	-0.58428	0.0058630	0.14368	0.074773	-0.19418	0.22058	0.013202	-0.22389	0.29267	0.034390
0.22000	-0.48514	-0.68341	-0.58428	0.16629	-0.016747	0.074773	0.35577	-0.079392	0.13819	0.20309	-0.13431	0.034389
0.22200	-0.71809	-0.45046	-0.58428	0.0058630	0.10357	0.054719	0.11830	0.15809	0.13819	0.14030	0.054063	0.097181
0.22400	-0.95104	-0.52276	-0.73690	0.0058630	-0.088941	-0.041539	-0.13168	0.095592	-0.018045	0.014715	-0.0087290	0.0029930
0.22600	-0.83858	-0.84407	-0.84132	0.086078	-0.16916	-0.041539	0.29328	-0.32937	-0.018045	0.20309	-0.24734	-0.022124
0.22800	-1.1519	-0.64325	-0.89755	-0.22676	0.063468	-0.081647	-0.19418	0.22058	0.013202	-0.048076	0.054063	0.0029935
0.23000	-1.0715	-0.72357	-0.89755	0.0058630	-0.088941	-0.041539	-0.069187	-0.079392	-0.074290	-0.22389	-0.071521	-0.14771
0.23200	-0.99120	-0.91636	-0.95378	0.16629	-0.088941	0.038676	0.11830	-0.20438	-0.043042	0.26588	-0.0087290	0.12858
0.23400	-1.3446	-0.60308	-0.97386	-0.034245	0.25598	0.11087	-0.13168	0.28308	0.075697	-0.048076	0.11686	0.034390
0.23600	-1.1117	-0.80390	-0.95780	0.12618	-0.056855	0.034665	0.23078	-0.079392	0.075696	0.077507	-0.0087290	0.034389
0.23800	-0.99120	-0.72357	-0.85739	0.16629	0.023360	0.094826	0.11830	0.033098	0.075697	0.26588	-0.0087290	0.12858
0.24000	-1.5374	-0.68341	-1.1104	-0.034245	0.18379	0.074772	0.055801	0.22058	0.13819	-0.22389	0.29267	0.034390
0.24200	-1.4651	-1.0369	-1.2510	0.086078	-0.12905	-0.021485	-0.0066930	-0.029396	-0.018044	0.077507	-0.31013	-0.11631
0.24400	-1.5776	-0.99669	-1.2871	-0.074353	-0.056855	-0.065604	-0.069187	-0.14189	-0.10554	-0.22389	-0.13431	-0.17910
0.24600	-1.9712	-0.95653	-1.4639	-0.18665	0.10357	-0.041540	-0.31916	0.033098	-0.14303	-0.34948	0.17965	-0.084915
0.24800	-1.8186	-1.2698	-1.5442	0.0058630	-0.12905	-0.061593	-0.0066930	-0.029396	-0.018044	0.14030	-0.37292	-0.11631
0.25000	-1.9712	-0.87620	-1.4237	-0.034245	0.14368	0.054719	0.055801	0.095592	0.075696	-0.11087	0.11686	0.0029935
0.25200	-1.8186	-1.0369	-1.4277	0.0058630	0.063468	0.034666	-0.0066930	0.033098	0.013203	0.14030	0.11686	0.12858
0.25400	-1.6579	-1.2698	-1.4639	0.27859	-0.088941	0.094826	0.48076	0.095592	0.28818	0.32867	-0.13431	0.097181
0.25600	-2.2845	-0.80390	-1.5442	0.12618	0.063468	0.094827	0.11830	0.095592	0.10694	0.14030	0.11686	0.12858
0.25800	-2.2443	-1.2296	-1.7370	0.045970	-0.088941	-0.021486	0.11830	0.033098	0.075697	0.077507	-0.071521	0.0029930
0.26000	-2.3246	-1.3501	-1.8374	0.045970	-0.12905	-0.041539	0.16829	-0.20438	-0.018045	-0.11087	-0.13431	-0.12259
0.26200	-2.9110	-1.1172	-2.0141	-0.15457	0.063468	-0.045550	-0.38166	0.22058	-0.080539	-0.22389	0.17965	-0.022123
0.26400	-2.7182	-1.5108	-2.1145	0.045970	-0.088941	-0.021486	0.055801	-0.079392	-0.011796	-0.11087	-0.071521	-0.091194
0.26600	-2.6379	-1.4305	-2.0342	-0.034245	0.063468	0.014612	-0.13168	-0.20438	-0.16803	-0.11087	0.11686	0.0029935
0.26800	-3.0717	-1.1975	-2.1346	-0.034245	0.25598	0.11087	-0.0066930	0.34557	0.16944	-0.11087	0.24244	0.065785
0.27000	-2.7986	-1.7437	-2.2711	0.27859	-0.088941	0.094826	0.16829	-0.14189	0.013203	0.26588	-0.24734	0.0092725
0.27200	-2.9913	-1.5429	-2.2671	0.086078	0.10357	0.094827	-0.0066930	0.033098	0.013203	0.077507	0.054063	0.065785
0.27400	-3.2243	-1.7036	-2.4639	-0.074353	0.023360	-0.025497	-0.0066930	0.22058	0.10694	-0.22389	0.054063	-0.084915
0.27600	-3.0315	-2.1373	-2.5844	0.045970	-0.28948	-0.12175	0.055801	-0.20438	-0.074290	0.14030	-0.43571	-0.14771
0.27800	-3.4653	-2.0972	-2.7812	-0.074353	0.10357	0.014611	-0.25667	0.033098	-0.11179	-0.28668	-0.0087290	-0.14771
0.28000	-3.5777	-2.4506	-3.0142	-0.074353	0.023360	-0.025497	-0.19418	0.033098	-0.080539	-0.16110	0.11686	-0.022123
0.28200	-3.3448	-2.6836	-3.0142	-0.074353	-0.16916	-0.12175	0.29328	-0.079392	0.10694	0.14030	-0.19710	-0.028402
0.28400	-3.6179	-2.4104	-3.0142	-0.074353	0.25598	0.090815	-0.069187	0.28308	0.10694	-0.048076	0.17965	0.065785
0.28600	-3.5054	-2.6836	-3.0945	0.12618	-0.016747	0.054719	0.11830	-0.079392	0.019452	0.20309	-0.0087290	0.097181
0.28800	-3.3850	-2.7639	-3.0744	0.086078	-0.016747	0.034666	0.35577	0.22058	0.28818	0.26588	-0.0087290	0.12858
0.29000	-3.8187	-2.5309	-3.1748	-0.034245	0.10357	0.034665	-0.25667	0.34557	0.044450	-0.048076	0.17965	0.065785
0.29200	-3.6982	-3.0772	-3.3877	0.19838	-0.12905	0.034665	0.11830	-0.32937	-0.10554	0.14030	-0.0087290	0.065785
0.29400	-4.0517	-3.0370	-3.5443	0.0058630	-0.088941	-0.041539	-0.19418	0.095592	-0.049292	0.014715	-0.071521	-0.028403
0.29600	-4.2846	-2.9968	-3.6407	-0.18665	0.063468	-0.061593	-0.19418	0.095592	-0.049292	-0.28668	-0.0087290	-0.14771
0.29800	-3.9312	-3.4708	-3.7010	0.086078	-0.056855	0.014612	-0.069187	-0.32937	-0.19928	-0.048076	-0.13431	-0.091194
0.30000	-4.1722	-3.1575	-3.6648	0.045970	0.063468	0.054719	-0.19418	0.033098	-0.080539	-0.048076	0.24244	0.097181
0.30200	-4.1320	-3.2298	-3.6809	0.0058630	0.023360	0.014612	0.055801	0.095592	0.075696	0.014715	0.11686	0.065785
0.30400	-3.8589	-3.6234	-3.7411	0.27859	-0.056855	0.11087	0.29328	-0.029396	0.13194	0.37891	-0.19710	0.090902
0.30600	-4.2445	-3.1977	-3.7211	0.045970	0.14368	0.094827	0.16829	0.033098	0.10069	0.077507	0.24244	0.15997
0.30800	-4.3649	-3.6636	-4.0143	0.0058630	-0.12905	-0.061593	0.055801	-0.029396	0.013203	0.014715	-0.0087290	0.0029930
0.31000	-4.4453	-3.8242	-4.1347	-0.034245	-0.088941	-0.061593	0.11830	0.095592	0.10694	0.077507	-0.37292	-0.14771
0.31200	-4.7586	-3.5431	-4.1508	-0.22676	0.10357	-0.061593	-0.25667	0.033098	-0.11179	-0.28668	0.17965	-0.053519
0.31400	-4.6381	-4.0973	-4.3677	-0.034245	-0.088941	-0.061593	-0.13168	-0.079392	-0.10554	0.077507	-0.0087290	0.034389
0.31600	-4.6782	-4.1375	-4.4079	0.086078	-0.016747	0.034666	0.11830	0.095592	0.10694	0.014715	-0.0087290	0.0029930
0.31800	-4.9915	-3.8242	-4.4079	0.0058630	0.29609	0.15098	-0.19418	0.22058	0.013202	-0.11087	0.35546	0.12230
0.32000	-4.5979	-4.4508	-4.5243	0.19838	-0.12905	0.034665	0.41827	-0.14189	0.13819	0.37891	-0.0087290	0.18509
0.32200	-4.9112	-4.4106	-4.6609	0.086078	0.063468	0.074773	0.055801	0.22058	0.13819	0.014715	-0.0087290	0.0029930
0.32400	-5.3048	-4.5311	-4.9179	0.086078	0.18379	0.13493	-0.069187	0.22058	0.075697	0.014715	-0.0087290	0.0029930
0.32600	-4.9513	-5.3504	-5.1509	0.086078	-0.20926	-0.061592	0.11830	-0.26687	-0.074290	0.14030	-0.13431	0.0029935
0.32800	-5.4654	-5.2701	-5.3678	-0.074353	-0.056855	-0.065604	-0.19418	-0.029396	-0.11179	-0.28668	0.054063	-0.11631
0.33000	-5.5779	-5.5432	-5.5606	-0.074353	0.063468	-0.0054425	-0.13168	0.15809	0.013202	-0.048076	-0.071521	-0.059799
0.33200	-5.2646	-5.7440	-5.5043	0.16629	-0.088941	0.038676	0.055801	-0.20438	-0.074290	0.14030	-0.0087290	0.065785
0.33400	-5.5779	-5.5432	-5.5606	-0.074353	0.063468	-0.0054425	-0.13168	0.095592	-0.018045	-0.11087	0.29267	0.090902
0.33600	-5.3851	-5.7440	-5.5646	0.16629	0.14368	0.15499	0.23078	0.095592	0.16319	0.20309	-0.071521	0.065785
0.33800	-5.4253	-5.8645	-5.6449	0.23849	0.023360	0.13092	0.29328	0.033098	0.16319	0.26588	-0.0087290	0.12858
0.34000	-5.7385	-5.6235	-5.6810	0.0058630	0.063468	0.034666	-0.13168	0.28308	0.075697	-0.048076	0.24244	0.097181
0.34200	-5.7385	-6.2099	-5.9742	0.086078	-0.12905	-0.021485	0.23078	-0.20438	0.013202	-0.048076	-0.19710	-0.12259
0.34400	-6.0518	-6.1376	-6.0947	-0.034245	0.023360	-0.0054425	0.055801	0.095592	0.075696	-0.048076	-0.071521	-0.059799
0.34600	-6.3651	-6.1778	-6.2714	-0.11446	-0.016747	-0.065604	-0.43165	0.033098	-0.19928	-0.34948	0.11686	-0.11631
0.34800	-6.1723	-6.7240	-6.4482	-0.034245	-0.12905	-0.081647	0.055801	-0.32937	-0.13678	-0.11087	-0.19710	-0.15399
0.35000	-6.2848	-6.4107	-6.3478	-0.15457	0.18379	0.014611	-0.069187	0.34557	0.13819	-0.048076	-0.0087290	-0.028402
0.35200	-6.2848	-6.4107	-6.3478	0.16629	0.10357	0.13493	-0.0066930	0.033098	0.013203	0.077507	0.24244	0.15997
0.35400	-5.9313	-6.8847	-6.4080	0.23849	-0.056855	0.090815	0.23078	-0.26687	-0.018045	0.32867	-0.13431	0.097181
0.35600	-6.3651	-6.5634	-6.4642	0.045970	0.25598	0.15098	0.055801	0.34557	0.20069	-0.048076	0.11686	0.034390
0.35800	-6.5258	-6.7642	-6.6450	0.045970	-0.016747	0.014612	0.055801	-0.029396	0.013203	0.077507	0.054063	0.065785
0.36000	-6.4856	-7.1578	-6.8217	0.12618	-0.20926	-0.041539	-0.0066930	-0.029396	-0.018044	0.14030	-0.13431	0.0029935
0.36200	-7.0720	-6.7642	-6.9181	-0.18665	0.18379	-0.0014320	-0.19418	0.15809	-0.018045	-0.28668	0.11686	-0.084915
0.36400	-6.7989	-7.1980	-6.9984	-0.074353	-0.056855	-0.065604	-0.0066930	0.033098	0.013203	0.014715	-0.19710	-0.091195
0.36600	-6.7989	-7.1980	-6.9984	0.045970	-0.088941	-0.021486	0.11830	0.095592	0.10694	0.014715	0.11686	0.065785
0.36800	-7.0720	-6.9570	-7.0145	-0.034245	0.18379	0.074772	-0.069187	0.033098	-0.018044	-0.11087	0.35546	0.12230
0.37000	-6.7587	-7.3907	-7.0747	0.16629	-0.016747	0.074773	0.23078	-0.029396	0.10069	0.37891	-0.13431	0.12230
0.37200	-6.9916	-7.2703	-7.1309	0.12618	-0.016747	0.054719	0.16829	0.22058	0.19444	0.077507	0.17965	0.12858
0.37400	-7.1523	-7.1578	-7.1550	0.0058630	0.063468	0.034666	-0.13168	-0.029396	-0.080539	0.077507	0.11686	0.097181
0.37600	-7.0720	-7.7442	-7.4081	0.16629	-0.088941	0.038676	0.23078	-0.20438	0.013202	0.20309	-0.19710	0.0029935
0.37800	-7.5459	-7.4711	-7.5085	-0.074353	-0.056855	-0.065604	-0.38166	0.15809	-0.11179	-0.28668	-0.071521	-0.17910
0.38000	-7.5459	-7.6639	-7.6049	0.0058630	-0.056855	-0.025496	-0.13168	-0.079392	-0.10554	-0.16110	-0.071521	-0.11631
0.38200	-7.4254	-7.9771	-7.7013	0.045970	0.063468	0.054719	0.11830	-0.26687	-0.074290	0.14030	-0.13431	0.0029935
0.38400	-7.7387	-7.7040	-7.7214	-0.034245	0.18379	0.074772	-0.19418	0.22058	0.013202	-0.048076	0.11686	0.034390
