t	g1r1	g1r2	g1ave	g2r1	g2r2	g2ave	g3r1	g3r2	g3ave	g4r1	g4r2	g4ave
0.030000	0.024138	0.38754	0.20584	0.019336	0.045888	0.032612	-0.0020130	0.13450	0.066245	0.075876	0.18981	0.13284
0.032000	-0.047707	0.057555	0.0049240	0.019336	-0.11486	-0.047763	0.060280	-0.23807	-0.088897	-0.049984	-0.11175	-0.080866
0.034000	0.10397	0.10608	0.10502	-0.020936	-0.034487	-0.027711	-0.0020130	-0.11388	-0.057947	0.075876	0.064161	0.070019
0.036000	0.064052	0.057555	0.060804	-0.053153	-0.11486	-0.084008	-0.12660	0.072407	-0.027096	0.012946	0.064161	0.038554
0.038000	0.10397	-0.22390	-0.059968	-0.053153	-0.14701	-0.10008	-0.064306	-0.11388	-0.089093	-0.049984	-0.11175	-0.080866
0.040000	0.024138	0.0090280	0.016583	-0.020936	0.0057010	-0.0076175	-0.0020130	0.010311	0.0041490	0.012946	-0.061487	-0.024271
0.042000	-0.047707	-0.12685	-0.087278	-0.093426	-0.074674	-0.084050	0.060280	0.010311	0.035296	0.012946	-0.11175	-0.049400
0.044000	-0.0077930	-0.36948	-0.18864	0.099881	-0.18720	-0.043659	0.060280	-0.17598	-0.057849	0.012946	-0.23740	-0.11222
0.046000	0.024138	-0.029794	-0.0028280	0.099881	0.086076	0.092978	-0.064306	0.13450	0.035099	0.20174	0.0013370	0.10154
0.048000	-0.087620	-0.17537	-0.13150	-0.020936	0.045888	0.012476	-0.23873	-0.11388	-0.17630	-0.049984	-0.23740	-0.14369
0.050000	-0.047707	-0.12685	-0.087278	-0.020936	0.0057010	-0.0076175	-0.0020130	-0.051785	-0.026899	0.13881	-0.17457	-0.017882
0.052000	-0.0077930	0.10608	0.049144	0.059609	0.045888	0.052749	0.12257	0.24628	0.18442	-0.049984	0.12698	0.038500
0.054000	0.024138	-0.22390	-0.099882	-0.13370	-0.074674	-0.10419	-0.064306	-0.051785	-0.058045	-0.11291	-0.061487	-0.087201
0.056000	-0.047707	-0.029794	-0.038750	-0.053153	0.045888	-0.0036325	-0.12660	-0.051785	-0.089192	0.075876	-0.061487	0.0071945
0.058000	-0.047707	0.057555	0.0049240	-0.020936	0.086076	0.032570	-0.0020130	0.010311	0.0041490	0.012946	0.0013370	0.0071415
0.060000	-0.047707	-0.22390	-0.13580	0.059609	-0.074674	-0.0075325	0.12257	-0.11388	0.0043460	0.012946	-0.11175	-0.049400
0.062000	0.064052	0.057555	0.060804	0.019336	0.0057010	0.012518	-0.0020130	-0.051785	-0.026899	0.13881	0.12698	0.13290
0.064000	-0.047707	-0.029794	-0.038750	-0.020936	0.0057010	-0.0076175	-0.064306	-0.17598	-0.12014	0.012946	0.0013370	0.0071415
0.066000	0.064052	-0.22390	-0.079925	0.019336	-0.074674	-0.027669	0.060280	-0.23807	-0.088897	0.075876	-0.17457	-0.049347
0.068000	0.14388	0.10608	0.12498	0.019336	0.086076	0.052706	-0.064306	0.19660	0.066147	0.012946	0.12698	0.069965
0.070000	0.064052	-0.078321	-0.0071345	-0.13370	-0.074674	-0.10419	-0.12660	-0.051785	-0.089192	-0.11291	-0.11175	-0.11233
0.072000	-0.047707	-0.17537	-0.11154	-0.053153	-0.11486	-0.084008	-0.064306	-0.23807	-0.15119	-0.049984	-0.23740	-0.14369
0.074000	-0.0077930	0.057555	0.024881	0.059609	0.045888	0.052749	0.12257	0.010311	0.066442	0.075876	0.0013370	0.038606
0.076000	-0.0077930	-0.22390	-0.11585	0.059609	-0.074674	-0.0075325	-0.17643	-0.051785	-0.11411	0.012946	-0.061487	-0.024271
0.078000	0.024138	0.0090280	0.016583	0.019336	-0.074674	-0.027669	-0.12660	0.010311	-0.058144	0.13881	0.064161	0.10148
0.080000	0.024138	0.25166	0.13790	0.059609	0.045888	0.052749	-0.0020130	0.072407	0.035197	-0.049984	0.12698	0.038500
0.082000	-0.0077930	-0.029794	-0.018794	-0.020936	-0.074674	-0.047805	0.060280	-0.11388	-0.026801	-0.11291	-0.11175	-0.11233
0.084000	0.064052	0.057555	0.060804	-0.020936	-0.034487	-0.027711	0.060280	0.13450	0.097392	0.075876	0.064161	0.070019
0.086000	0.064052	0.0090280	0.036540	-0.093426	-0.074674	-0.084050	-0.064306	-0.051785	-0.058045	-0.049984	0.18981	0.069912
0.088000	-0.0077930	-0.27243	-0.14011	0.059609	-0.18720	-0.063795	-0.064306	-0.30017	-0.18224	0.012946	-0.11175	-0.049400
0.090000	0.064052	0.0090280	0.036540	0.019336	0.0057010	0.012518	0.060280	0.010311	0.035296	-0.049984	0.0013370	-0.024324
0.092000	-0.0077930	-0.078321	-0.043057	0.019336	-0.074674	-0.027669	-0.0020130	-0.051785	-0.026899	0.012946	0.0013370	0.0071415
0.094000	0.14388	-0.32096	-0.088538	0.019336	-0.14701	-0.063838	0.12257	-0.23807	-0.057750	-0.11291	-0.061487	-0.087201
0.096000	0.024138	0.0090280	0.016583	-0.020936	-0.034487	-0.027711	-0.12660	0.010311	-0.058144	0.075876	0.18981	0.13284
0.098000	-0.047707	-0.22390	-0.13580	-0.093426	-0.034487	-0.063956	-0.12660	0.010311	-0.058144	0.012946	-0.11175	-0.049400
0.10000	0.064052	-0.12685	-0.031398	0.019336	0.045888	0.032612	-0.064306	0.13450	0.035099	-0.049984	-0.061487	-0.055735
0.10200	0.024138	0.10608	0.065110	-0.020936	0.12626	0.052663	0.060280	0.24628	0.15328	-0.049984	0.25263	0.10132
0.10400	-0.12753	-0.27243	-0.19998	-0.053153	-0.11486	-0.084008	-0.12660	-0.051785	-0.089192	-0.11291	-0.061487	-0.087201
0.10600	-0.087620	-0.17537	-0.13150	0.019336	0.0057010	0.012518	-0.0020130	0.19660	0.097293	0.012946	-0.061487	-0.024271
0.10800	0.024138	-0.029794	-0.0028280	0.18043	0.086076	0.13325	-0.064306	0.30837	0.12203	0.012946	-0.061487	-0.024271
0.11000	0.024138	-0.27243	-0.12415	-0.020936	-0.074674	-0.047805	-0.064306	0.010311	-0.026997	0.012946	-0.061487	-0.024271
0.11200	-0.0077930	-0.029794	-0.018794	-0.020936	0.086076	0.032570	0.060280	0.13450	0.097392	0.13881	0.064161	0.10148
0.11400	-0.0077930	-0.12685	-0.067320	-0.020936	0.0057010	-0.0076175	0.12257	0.13450	0.12854	-0.049984	0.12698	0.038500
0.11600	0.14388	-0.36948	-0.11280	0.059609	-0.034487	0.012561	0.12257	0.010311	0.066442	-0.049984	-0.11175	-0.080866
0.11800	0.064052	0.0090280	0.036540	-0.053153	0.12626	0.036555	-0.064306	0.19660	0.066147	0.012946	0.18981	0.10138
0.12000	-0.16745	-0.12685	-0.14715	-0.020936	0.045888	0.012476	-0.12660	-0.17598	-0.15129	-0.049984	0.0013370	-0.024324
0.12200	-0.0077930	-0.17537	-0.091584	0.099881	-0.074674	0.012603	0.12257	-0.17598	-0.026702	-0.17584	-0.11175	-0.14380
0.12400	0.024138	0.0090280	0.016583	0.019336	0.086076	0.052706	-0.0020130	0.072407	0.035197	0.075876	0.12698	0.10143
0.12600	-0.0077930	-0.27243	-0.14011	-0.093426	-0.034487	-0.063956	-0.064306	-0.17598	-0.12014	-0.11291	0.0013370	-0.055789
0.12800	0.024138	-0.078321	-0.027092	0.019336	0.086076	0.052706	-0.12660	0.010311	-0.058144	0.075876	0.18981	0.13284
0.13000	-0.0077930	0.10608	0.049144	0.019336	0.12626	0.072799	0.060280	0.13450	0.097392	0.012946	0.12698	0.069965
0.13200	-0.0077930	-0.12685	-0.067320	-0.053153	-0.034487	-0.043820	-0.0020130	0.13450	0.066245	-0.17584	-0.17457	-0.17521
0.13400	-0.087620	-0.029794	-0.058707	-0.053153	0.045888	-0.0036325	0.060280	0.072407	0.066344	0.075876	0.0013370	0.038606
0.13600	-0.087620	-0.078321	-0.082970	0.099881	0.0057010	0.052791	0.12257	0.010311	0.066442	-0.049984	0.064161	0.0070885
0.13800	-0.0077930	-0.36948	-0.18864	0.059609	-0.14701	-0.043701	0.060280	-0.051785	0.0042475	0.012946	-0.17457	-0.080812
0.14000	0.024138	-0.078321	-0.027092	0.059609	0.0057010	0.032655	-0.0020130	0.19660	0.097293	0.13881	-0.11175	0.013530
0.14200	0.024138	-0.12685	-0.051355	-0.020936	0.0057010	-0.0076175	0.060280	-0.051785	0.0042475	-0.11291	-0.11175	-0.11233
0.14400	0.024138	-0.36948	-0.17267	0.019336	-0.11486	-0.047763	0.18487	-0.17598	0.0044445	0.012946	-0.061487	-0.024271
0.14600	-0.0077930	-0.029794	-0.018794	-0.053153	0.045888	-0.0036325	0.12257	0.13450	0.12854	0.012946	0.12698	0.069965
0.14800	-0.047707	-0.27243	-0.16007	-0.020936	-0.11486	-0.067899	-0.064306	0.010311	-0.026997	-0.11291	-0.11175	-0.11233
0.15000	-0.047707	-0.27243	-0.16007	0.019336	0.0057010	0.012518	-0.0020130	-0.051785	-0.026899	-0.11291	-0.11175	-0.11233
0.15200	-0.16745	-0.078321	-0.12288	-0.020936	0.12626	0.052663	-0.0020130	0.010311	0.0041490	-0.049984	0.18981	0.069912
0.15400	-0.20736	-0.45683	-0.33210	-0.053153	-0.034487	-0.043820	0.060280	-0.11388	-0.026801	-0.049984	-0.061487	-0.055735
0.15600	-0.047707	-0.41801	-0.23286	0.099881	0.0057010	0.052791	-0.0020130	0.010311	0.0041490	0.012946	0.0013370	0.0071415
0.15800	-0.087620	-0.36948	-0.22855	-0.020936	0.086076	0.032570	-0.0020130	-0.051785	-0.026899	-0.049984	0.0013370	-0.024324
0.16000	-0.12753	-0.65094	-0.38924	-0.053153	0.0057010	-0.023726	-0.12660	-0.30017	-0.21338	0.075876	-0.061487	0.0071945
0.16200	-0.20736	-0.45683	-0.33210	-0.020936	0.086076	0.032570	0.18487	0.072407	0.12864	0.075876	0.12698	0.10143
0.16400	-0.16745	-0.60241	-0.38493	0.019336	0.0057010	0.012518	0.24716	0.072407	0.15978	-0.11291	0.0013370	-0.055789
0.16600	-0.28719	-0.88387	-0.58553	0.019336	-0.11486	-0.047763	0.12257	-0.17598	-0.026702	0.012946	-0.17457	-0.080812
0.16800	-0.28719	-0.60241	-0.44480	0.019336	0.12626	0.072799	0.060280	0.072407	0.066344	0.075876	0.18981	0.13284
0.17000	-0.32710	-0.74799	-0.53755	0.099881	0.045888	0.072885	-0.0020130	0.072407	0.035197	-0.049984	0.064161	0.0070885
0.17200	-0.24728	-0.88387	-0.56557	0.059609	-0.074674	-0.0075325	0.060280	0.010311	0.035296	0.012946	-0.061487	-0.024271
0.17400	-0.32710	-0.65094	-0.48902	-0.13370	0.0057010	-0.063998	0.12257	0.072407	0.097490	-0.049984	0.12698	0.038500
0.17600	-0.43886	-1.0295	-0.73416	-0.093426	-0.11486	-0.10414	-0.064306	-0.17598	-0.12014	-0.049984	0.0013370	-0.024324
0.17800	-0.35903	-0.98092	-0.66998	0.019336	-0.034487	-0.0075755	0.18487	0.072407	0.12864	-0.11291	0.25263	0.069860
0.18000	-0.39895	-0.79652	-0.59773	-0.053153	0.086076	0.016461	-0.064306	0.19660	0.066147	-0.049984	0.18981	0.069912
0.18200	-0.63843	-1.0295	-0.83394	-0.093426	-0.11486	-0.10414	-0.064306	-0.17598	-0.12014	-0.11291	-0.17457	-0.14374
0.18400	-0.59852	-0.93240	-0.76546	0.019336	-0.034487	-0.0075755	0.060280	-0.17598	-0.057849	0.075876	-0.061487	0.0071945
0.18600	-0.59852	-1.1265	-0.86251	0.099881	-0.074674	0.012603	0.12257	-0.051785	0.035394	0.012946	0.0013370	0.0071415
0.18800	-0.55860	-1.5050	-1.0318	0.019336	-0.18720	-0.083931	-0.064306	-0.17598	-0.12014	0.012946	-0.17457	-0.080812
0.19000	-0.55860	-1.2624	-0.91049	-0.020936	0.0057010	-0.0076175	-0.0020130	0.010311	0.0041490	0.075876	-0.061487	0.0071945
0.19200	-0.59852	-1.3594	-0.97898	0.019336	-0.074674	-0.027669	-0.0020130	-0.051785	-0.026899	-0.049984	-0.17457	-0.11228
0.19400	-0.67036	-1.5535	-1.1120	-0.020936	-0.14701	-0.083974	0.30945	-0.051785	0.12883	-0.049984	-0.23740	-0.14369
0.19600	-0.67036	-1.2624	-0.96637	-0.093426	0.0057010	-0.043862	0.18487	0.30837	0.24662	0.012946	0.12698	0.069965
0.19800	-0.79010	-1.5050	-1.1476	0.019336	-0.18720	-0.083931	-0.0020130	0.072407	0.035197	-0.11291	-0.061487	-0.087201
0.20000	-0.79010	-1.5535	-1.1718	0.059609	-0.14701	-0.043701	0.060280	0.010311	0.035296	0.075876	-0.061487	0.0071945
0.20200	-0.86993	-1.4080	-1.1389	0.019336	0.045888	0.032612	-0.064306	0.30837	0.12203	-0.049984	0.18981	0.069912
0.20400	-0.90984	-1.8350	-1.3724	-0.053153	-0.074674	-0.063914	-0.064306	0.010311	-0.026997	-0.11291	0.0013370	-0.055789
0.20600	-0.90984	-1.8350	-1.3724	-0.053153	-0.034487	-0.043820	0.18487	-0.051785	0.066540	-0.17584	0.064161	-0.055841
0.20800	-0.98967	-1.8350	-1.4123	-0.093426	0.0057010	-0.043862	-0.064306	-0.051785	-0.058045	0.012946	0.064161	0.038554
0.21000	-1.1413	-2.1650	-1.6532	-0.020936	-0.074674	-0.047805	0.060280	-0.23807	-0.088897	-0.049984	-0.17457	-0.11228
0.21200	-1.1413	-1.9321	-1.5367	0.019336	0.086076	0.052706	-0.064306	0.072407	0.0040505	0.075876	0.064161	0.070019
0.21400	-1.4128	-2.0679	-1.7403	0.019336	0.0057010	0.012518	0.060280	-0.17598	-0.057849	0.012946	0.0013370	0.0071415
0.21600	-1.4527	-2.3591	-1.9059	0.019336	-0.14701	-0.063838	-0.0020130	-0.30017	-0.15109	0.012946	-0.11175	-0.049400
0.21800	-1.4926	-2.1165	-1.8045	0.059609	0.086076	0.072843	0.12257	0.13450	0.12854	0.13881	0.25263	0.19572
0.22000	-1.4527	-2.2620	-1.8574	0.099881	0.045888	0.072885	-0.0020130	0.010311	0.0041490	-0.049984	0.0013370	-0.024324
0.22200	-1.5325	-2.3106	-1.9215	-0.020936	0.0057010	-0.0076175	-0.0020130	-0.11388	-0.057947	-0.049984	-0.11175	-0.080866
0.22400	-1.6842	-2.1165	-1.9003	-0.053153	0.045888	-0.0036325	0.060280	0.072407	0.066344	0.075876	0.12698	0.10143
0.22600	-1.8039	-2.4950	-2.1494	-0.093426	-0.18720	-0.14031	0.18487	0.072407	0.12864	-0.17584	0.12698	-0.024430
0.22800	-1.7640	-2.4464	-2.1052	-0.053153	0.0057010	-0.023726	0.18487	0.19660	0.19073	-0.049984	0.25263	0.10132
0.23000	-1.9237	-2.3591	-2.1414	-0.020936	0.12626	0.052663	-0.064306	0.19660	0.066147	-0.049984	0.31546	0.13274
0.23200	-2.0753	-2.7376	-2.4065	-0.020936	-0.074674	-0.047805	-0.17643	-0.051785	-0.11411	0.012946	0.0013370	0.0071415
0.23400	-2.0354	-2.6891	-2.3622	0.14015	-0.034487	0.052833	0.18487	0.13450	0.15968	0.012946	0.12698	0.069965
0.23600	-2.0753	-2.8347	-2.4550	0.019336	-0.034487	-0.0075755	-0.0020130	0.072407	0.035197	0.012946	0.12698	0.069965
0.23800	-2.1152	-3.2132	-2.6642	-0.13370	-0.14701	-0.14035	-0.0020130	-0.23807	-0.12004	-0.049984	-0.11175	-0.080866
0.24000	-2.1951	-3.0191	-2.6071	-0.020936	0.0057010	-0.0076175	-0.0020130	-0.051785	-0.026899	0.075876	0.064161	0.070019
0.24200	-2.3148	-3.1161	-2.7155	0.059609	-0.074674	-0.0075325	0.12257	0.072407	0.097490	-0.049984	0.0013370	-0.024324
0.24400	-2.2749	-3.3490	-2.8120	-0.020936	-0.034487	-0.027711	0.060280	-0.051785	0.0042475	-0.049984	-0.17457	-0.11228
0.24600	-2.5862	-3.1161	-2.8512	-0.020936	0.12626	0.052663	0.12257	0.072407	0.097490	0.13881	0.12698	0.13290
0.24800	-2.6661	-3.3976	-3.0318	0.059609	0.0057010	0.032655	0.12257	0.010311	0.066442	0.012946	-0.11175	-0.049400
0.25000	-2.6261	-3.3976	-3.0119	0.099881	0.0057010	0.052791	0.12257	0.19660	0.15959	0.012946	0.0013370	0.0071415
0.25200	-2.6261	-3.2617	-2.9439	-0.020936	0.12626	0.052663	-0.12660	0.37047	0.12193	0.075876	0.18981	0.13284
0.25400	-2.7778	-3.6790	-3.2284	-0.093426	0.0057010	-0.043862	-0.064306	0.010311	-0.026997	-0.17584	-0.17457	-0.17521
0.25600	-2.8576	-3.6790	-3.2683	-0.053153	0.086076	0.016461	0.12257	0.13450	0.12854	0.012946	0.0013370	0.0071415
0.25800	-2.9375	-3.7761	-3.3568	-0.053153	0.086076	0.016461	0.12257	0.24628	0.18442	-0.17584	0.064161	-0.055841
0.26000	-3.0093	-4.1061	-3.5577	-0.020936	-0.034487	-0.027711	-0.12660	0.010311	-0.058144	0.012946	-0.17457	-0.080812
0.26200	-3.1291	-3.9217	-3.5254	0.059609	0.16645	0.11303	-0.0020130	0.072407	0.035197	0.012946	-0.061487	-0.024271
0.26400	-3.2089	-4.1061	-3.6575	0.019336	0.12626	0.072799	-0.064306	0.010311	-0.026997	0.012946	0.0013370	0.0071415
0.26600	-3.3286	-4.4458	-3.8872	0.059609	-0.034487	0.012561	0.12257	-0.11388	0.0043460	0.012946	-0.11175	-0.049400
0.26800	-3.2887	-4.2031	-3.7459	0.019336	0.086076	0.052706	0.060280	0.072407	0.066344	0.075876	0.25263	0.16425
0.27000	-3.4803	-4.3972	-3.9388	-0.053153	0.12626	0.036555	0.060280	-0.23807	-0.088897	-0.049984	0.0013370	-0.024324
0.27200	-3.6000	-4.4458	-4.0229	-0.020936	0.086076	0.032570	-0.064306	-0.17598	-0.12014	0.012946	-0.23740	-0.11222
0.27400	-3.7517	-4.3002	-4.0259	0.019336	0.12626	0.072799	0.060280	0.010311	0.035296	0.012946	0.12698	0.069965
0.27600	-3.7916	-4.6787	-4.2352	0.059609	-0.11486	-0.027627	0.12257	-0.17598	-0.026702	-0.049984	0.064161	0.0070885
0.27800	-3.9912	-4.6787	-4.3349	0.019336	-0.034487	-0.0075755	0.12257	-0.051785	0.035394	0.012946	0.18981	0.10138
0.28000	-4.0231	-4.5331	-4.2781	0.019336	0.086076	0.052706	-0.0020130	0.13450	0.066245	0.075876	0.18981	0.13284
0.28200	-4.0630	-4.9601	-4.5116	0.059609	-0.074674	-0.0075325	-0.12660	0.010311	-0.058144	-0.049984	-0.061487	-0.055735
0.28400	-4.0231	-4.9601	-4.4916	-0.020936	-0.074674	-0.047805	0.060280	0.010311	0.035296	0.075876	0.12698	0.10143
0.28600	-4.2626	-5.1543	-4.7084	-0.093426	-0.11486	-0.10414	-0.0020130	-0.051785	-0.026899	-0.11291	0.0013370	-0.055789
0.28800	-4.4143	-5.6298	-5.0220	-0.053153	-0.22739	-0.14027	0.060280	-0.11388	-0.026801	0.012946	-0.36304	-0.17505
0.29000	-4.3744	-5.4842	-4.9293	0.099881	-0.034487	0.032697	0.18487	0.19660	0.19073	-0.049984	0.0013370	-0.024324
0.29200	-4.4941	-5.6783	-5.0862	-0.020936	-0.074674	-0.047805	-0.17643	0.010311	-0.083061	0.075876	-0.061487	0.0071945
0.29400	-4.6857	-5.9113	-5.2985	-0.020936	-0.14701	-0.083974	-0.12660	-0.17598	-0.15129	0.075876	-0.17457	-0.049347
0.29600	-4.7256	-5.7657	-5.2456	-0.020936	0.086076	0.032570	-0.0020130	0.19660	0.097293	0.20174	-0.061487	0.070124
0.29800	-4.8853	-6.0569	-5.4711	0.059609	0.045888	0.052749	0.18487	0.072407	0.12864	-0.049984	-0.17457	-0.11228
0.30000	-4.8453	-6.1442	-5.4948	-0.093426	0.045888	-0.023769	-0.0020130	0.010311	0.0041490	-0.049984	0.0013370	-0.024324
0.30200	-5.1168	-5.9598	-5.5383	-0.093426	0.086076	-0.0036750	-0.064306	0.072407	0.0040505	0.075876	0.18981	0.13284
0.30400	-5.2365	-6.3868	-5.8117	0.059609	-0.034487	0.012561	0.060280	-0.11388	-0.026801	-0.11291	-0.11175	-0.11233
0.30600	-5.2365	-6.4354	-5.8359	0.059609	0.045888	0.052749	0.12257	0.13450	0.12854	0.012946	0.0013370	0.0071415
0.30800	-5.3483	-6.4354	-5.8918	-0.093426	0.086076	-0.0036750	-0.0020130	0.010311	0.0041490	0.075876	0.12698	0.10143
0.31000	-5.4680	-6.7653	-6.1167	0.019336	-0.074674	-0.027669	-0.0020130	-0.30017	-0.15109	-0.049984	-0.061487	-0.055735
0.31200	-5.4680	-6.6683	-6.0681	0.059609	0.086076	0.072843	0.12257	0.072407	0.097490	0.13881	0.064161	0.10148
0.31400	-5.5877	-6.8624	-6.2251	-0.053153	0.0057010	-0.023726	-0.064306	0.072407	0.0040505	-0.049984	-0.061487	-0.055735
0.31600	-5.6995	-7.2409	-6.4702	-0.13370	-0.11486	-0.12428	0.060280	-0.23807	-0.088897	0.012946	-0.11175	-0.049400
0.31800	-5.8192	-7.0468	-6.4330	-0.020936	0.0057010	-0.0076175	0.12257	0.072407	0.097490	-0.049984	0.25263	0.10132
0.32000	-6.0108	-7.2894	-6.6501	-0.093426	-0.074674	-0.084050	0.060280	0.072407	0.066344	-0.049984	-0.11175	-0.080866
0.32200	-6.0907	-7.4253	-6.7580	-0.020936	0.0057010	-0.0076175	-0.064306	0.010311	-0.026997	0.012946	-0.23740	-0.11222
0.32400	-6.1705	-7.2894	-6.7300	0.019336	0.12626	0.072799	-0.17643	0.010311	-0.083061	0.13881	0.12698	0.13290
0.32600	-6.3621	-7.7068	-7.0344	-0.020936	-0.074674	-0.047805	-0.064306	-0.23807	-0.15119	-0.049984	0.0013370	-0.024324
0.32800	-6.4020	-7.7068	-7.0544	-0.020936	-0.074674	-0.047805	0.060280	0.072407	0.066344	0.012946	0.064161	0.038554
0.33000	-6.5217	-7.6194	-7.0706	-0.020936	0.086076	0.032570	0.060280	0.19660	0.12844	-0.049984	0.18981	0.069912
0.33200	-6.6016	-7.9979	-7.2997	-0.020936	-0.074674	-0.047805	0.060280	-0.17598	-0.057849	-0.049984	0.0013370	-0.024324
0.33400	-6.7532	-7.9979	-7.3756	0.059609	0.0057010	0.032655	-0.0020130	-0.051785	-0.026899	0.075876	0.12698	0.10143
0.33600	-6.9129	-8.1823	-7.5476	-0.020936	-0.11486	-0.067899	0.060280	0.010311	0.035296	-0.049984	0.064161	0.0070885
0.33800	-6.9847	-8.6579	-7.8213	0.14015	-0.18720	-0.023523	0.060280	-0.17598	-0.057849	0.012946	-0.11175	-0.049400
0.34000	-6.9847	-8.5609	-7.7728	0.019336	0.0057010	0.012518	0.12257	-0.051785	0.035394	0.075876	0.12698	0.10143
0.34200	-7.1444	-8.7064	-7.9254	-0.053153	-0.074674	-0.063914	-0.12660	-0.11388	-0.12024	-0.049984	0.12698	0.038500
0.34400	-7.2641	-8.9394	-8.1017	-0.020936	-0.11486	-0.067899	-0.0020130	-0.051785	-0.026899	0.012946	-0.11175	-0.049400
0.34600	-7.3360	-8.7550	-8.0455	0.059609	0.0057010	0.032655	0.060280	0.30837	0.18433	0.012946	0.0013370	0.0071415
0.34800	-7.5754	-9.0849	-8.3302	-0.093426	-0.034487	-0.063956	0.060280	0.072407	0.066344	-0.11291	-0.11175	-0.11233
0.35000	-7.7271	-9.2790	-8.5031	-0.020936	0.086076	0.032570	0.060280	0.072407	0.066344	0.012946	0.064161	0.038554
0.35200	-7.8069	-9.0849	-8.4459	0.059609	0.19860	0.12911	-0.0020130	0.37047	0.18423	0.012946	0.18981	0.10138
0.35400	-7.8868	-9.5120	-8.6994	0.14015	-0.034487	0.052833	-0.12660	0.13450	0.0039520	0.012946	-0.17457	-0.080812
0.35600	-7.9267	-9.5605	-8.7436	0.019336	0.086076	0.052706	-0.12660	0.13450	0.0039520	0.012946	0.064161	0.038554
0.35800	-8.1582	-9.6090	-8.8836	-0.053153	0.086076	0.016461	-0.0020130	0.13450	0.066245	0.075876	0.0013370	0.038606
0.36000	-8.2380	-9.9875	-9.1128	0.059609	-0.034487	0.012561	0.24716	-0.051785	0.097686	-0.11291	-0.11175	-0.11233
0.36200	-8.1981	-9.7449	-8.9715	0.059609	0.12626	0.092936	0.12257	0.19660	0.15959	0.012946	0.0013370	0.0071415
0.36400	-8.3897	-9.9875	-9.1886	-0.020936	0.12626	0.052663	-0.064306	-0.051785	-0.058045	0.012946	0.0013370	0.0071415
0.36600	-8.5493	-10.366	-9.4577	0.059609	0.0057010	0.032655	-0.0020130	-0.23807	-0.12004	0.012946	-0.11175	-0.049400
0.36800	-8.6611	-10.133	-9.3971	0.14015	0.086076	0.11311	0.24716	0.13450	0.19083	0.075876	0.31546	0.19567
0.37000	-8.7010	-10.463	-9.5821	0.019336	0.0057010	0.012518	-0.064306	-0.051785	-0.058045	-0.11291	0.064161	-0.024377
0.37200	-8.7808	-10.550	-9.6657	-0.093426	0.045888	-0.023769	-0.0020130	-0.11388	-0.057947	-0.11291	-0.11175	-0.11233
0.37400	-8.8607	-10.415	-9.6376	-0.020936	0.16645	0.072758	-0.064306	0.072407	0.0040505	0.012946	0.064161	0.038554
0.37600	-9.0523	-10.842	-9.9469	-0.020936	-0.034487	-0.027711	-0.064306	-0.17598	-0.12014	-0.17584	0.0013370	-0.087253
0.37800	-9.0523	-10.842	-9.9469	-0.053153	0.045888	-0.0036325	0.060280	0.19660	0.12844	-0.049984	0.12698	0.038500
