t	g1r1	g1r2	g1ave	g2r1	g4r1
3.1200	0.088103	0.43653	0.088103	-0.17117	-0.43960
3.1220	0.047940	0.47669	0.047940	-0.090904	-0.43960
3.1240	0.088103	0.47669	0.088103	-0.090904	-0.43960
3.1260	0.088103	0.51685	0.088103	-0.17117	-0.20075
3.1280	0.16843	0.47669	0.16843	-0.010638	-0.26360
3.1300	0.015810	0.47669	0.015810	-0.17117	-0.20075
3.1320	0.015810	0.51685	0.015810	-0.13104	-0.075035
3.1340	0.088103	0.47669	0.088103	-0.090904	-0.012179
3.1360	0.088103	0.43653	0.088103	-0.13104	-0.012179
3.1380	-0.024353	0.43653	-0.024353	-0.090904	-0.012179
3.1400	-0.024353	0.51685	-0.024353	-0.13104	0.050677
3.1420	0.088103	0.47669	0.088103	-0.090904	0.050677
3.1440	-0.024353	0.35620	-0.024353	-0.17117	0.22667
3.1460	0.047940	0.31604	0.047940	-0.17117	0.050677
3.1480	0.015810	0.35620	0.015810	-0.13104	0.11353
3.1500	-0.024353	0.39636	-0.024353	-0.17117	0.16382
3.1520	0.015810	0.39636	0.015810	-0.17117	0.28953
3.1540	-0.024353	0.31604	-0.024353	-0.13104	0.35238
3.1560	-0.064516	0.43653	-0.064516	-0.17117	0.35238
3.1580	-0.024353	0.43653	-0.024353	-0.17117	0.28953
3.1600	-0.024353	0.43653	-0.024353	-0.17117	0.54095
3.1620	0.047940	0.39636	0.047940	-0.090904	0.54095
3.1640	-0.18500	0.27588	-0.18500	-0.17117	0.35238
3.1660	-0.10468	0.31604	-0.10468	-0.13104	0.54095
3.1680	-0.024353	0.35620	-0.024353	-0.17117	0.47809
3.1700	-0.14484	0.31604	-0.14484	-0.13104	0.54095
3.1720	-0.10468	0.35620	-0.10468	-0.090904	0.60381
3.1740	-0.10468	0.35620	-0.10468	-0.13104	0.54095
3.1760	-0.024353	0.31604	-0.024353	-0.13104	0.60381
3.1780	-0.10468	0.39636	-0.10468	-0.13104	0.77980
3.1800	-0.14484	0.39636	-0.14484	-0.090904	0.71695
3.1820	-0.14484	0.35620	-0.14484	-0.090904	0.65409
3.1840	-0.14484	0.31604	-0.14484	-0.13104	0.65409
3.1860	-0.14484	0.35620	-0.14484	-0.090904	0.84266
3.1880	-0.14484	0.35620	-0.14484	-0.010638	0.84266
3.1900	-0.33762	0.43653	-0.33762	-0.090904	0.77980
3.1920	-0.14484	0.35620	-0.14484	-0.050771	0.71695
3.1940	-0.10468	0.31604	-0.10468	-0.050771	0.96837
3.1960	-0.10468	0.27588	-0.10468	0.029495	0.96837
3.1980	-0.30549	0.35620	-0.30549	-0.090904	0.84266
3.2000	-0.18500	0.31604	-0.18500	-0.090904	0.90551
3.2020	-0.10468	0.31604	-0.10468	-0.17117	0.84266
3.2040	-0.14484	0.27588	-0.14484	-0.050771	0.84266
3.2060	-0.18500	0.35620	-0.18500	-0.010638	0.96837
3.2080	-0.10468	0.35620	-0.10468	-0.090904	0.90551
3.2100	-0.18500	0.39636	-0.18500	-0.050771	0.96837
3.2120	-0.14484	0.35620	-0.14484	-0.050771	1.0941
3.2140	-0.18500	0.27588	-0.18500	-0.010638	0.84266
3.2160	-0.26533	0.31604	-0.26533	-0.090904	1.0312
3.2180	-0.22517	0.31604	-0.22517	-0.090904	0.96837
3.2200	-0.22517	0.31604	-0.22517	0.029495	1.0312
3.2220	-0.26533	0.35620	-0.26533	-0.050771	1.1569
3.2240	-0.30549	0.31604	-0.30549	-0.010638	1.0312
3.2260	-0.18500	0.35620	-0.18500	-0.010638	0.96837
3.2280	-0.14484	0.35620	-0.14484	-0.010638	1.2072
3.2300	-0.22517	0.27588	-0.22517	0.061601	1.0312
3.2320	-0.30549	0.27588	-0.30549	-0.050771	1.0312
3.2340	-0.22517	0.27588	-0.22517	-0.090904	1.0312
3.2360	-0.33762	0.31604	-0.33762	-0.090904	1.0941
3.2380	-0.30549	0.35620	-0.30549	-0.050771	1.0941
3.2400	-0.30549	0.35620	-0.30549	0.029495	1.0941
3.2420	-0.33762	0.31604	-0.33762	-0.13104	1.0941
3.2440	-0.33762	0.35620	-0.33762	-0.010638	1.1569
3.2460	-0.33762	0.35620	-0.33762	0.029495	1.0941
3.2480	-0.33762	0.35620	-0.33762	-0.010638	0.96837
3.2500	-0.37779	0.39636	-0.37779	-0.010638	1.0941
3.2520	-0.33762	0.31604	-0.33762	0.029495	1.0941
3.2540	-0.22517	0.31604	-0.22517	0.10173	1.1569
3.2560	-0.33762	0.31604	-0.33762	0.061601	1.1569
3.2580	-0.33762	0.35620	-0.33762	-0.010638	1.0941
3.2600	-0.14484	0.43653	-0.14484	0.061601	0.96837
3.2620	-0.26533	0.35620	-0.26533	0.029495	1.1569
3.2640	-0.26533	0.27588	-0.26533	0.061601	1.0941
3.2660	-0.33762	0.31604	-0.33762	0.029495	0.96837
3.2680	-0.33762	0.39636	-0.33762	-0.090904	1.0941
3.2700	-0.37779	0.39636	-0.37779	0.029495	1.0312
3.2720	-0.37779	0.35620	-0.37779	0.061601	1.1569
3.2740	-0.30549	0.35620	-0.30549	0.061601	1.1569
3.2760	-0.37779	0.43653	-0.37779	0.029495	1.0312
3.2780	-0.37779	0.47669	-0.37779	0.10173	1.1569
3.2800	-0.26533	0.35620	-0.26533	0.10173	1.0941
3.2820	-0.33762	0.27588	-0.33762	0.061601	0.96837
3.2840	-0.30549	0.31604	-0.30549	0.061601	1.1569
3.2860	-0.26533	0.35620	-0.26533	0.061601	0.96837
3.2880	-0.33762	0.27588	-0.33762	0.061601	1.1569
3.2900	-0.30549	0.31604	-0.30549	0.10173	1.0312
3.2920	-0.30549	0.31604	-0.30549	0.061601	0.96837
3.2940	-0.22517	0.31604	-0.22517	-0.010638	0.90551
3.2960	-0.33762	0.31604	-0.33762	0.029495	1.0941
3.2980	-0.26533	0.31604	-0.26533	0.14187	1.0312
3.3000	-0.33762	0.31604	-0.33762	0.061601	1.0312
3.3020	-0.37779	0.31604	-0.37779	-0.010638	1.0312
3.3040	-0.37779	0.27588	-0.37779	0.029495	1.0312
3.3060	-0.30549	0.27588	-0.30549	0.10173	0.96837
3.3080	-0.37779	0.31604	-0.37779	0.14187	1.0312
3.3100	-0.30549	0.31604	-0.30549	0.10173	1.0312
3.3120	-0.26533	0.20358	-0.26533	0.18200	0.90551
3.3140	-0.33762	0.20358	-0.33762	0.061601	1.0312
3.3160	-0.30549	0.27588	-0.30549	0.14187	0.90551
3.3180	-0.30549	0.27588	-0.30549	0.061601	0.84266
3.3200	-0.22517	0.23571	-0.22517	0.029495	0.90551
3.3220	-0.33762	0.20358	-0.33762	0.061601	0.90551
3.3240	-0.33762	0.27588	-0.33762	0.14187	0.90551
3.3260	-0.26533	0.35620	-0.26533	0.10173	0.90551
3.3280	-0.22517	0.35620	-0.22517	0.10173	0.71695
3.3300	-0.33762	0.27588	-0.33762	0.061601	0.84266
3.3320	-0.30549	0.27588	-0.30549	0.18200	0.71695
3.3340	-0.33762	0.27588	-0.33762	0.061601	0.77980
3.3360	-0.33762	0.27588	-0.33762	0.061601	0.84266
3.3380	-0.30549	0.27588	-0.30549	0.14187	0.71695
3.3400	-0.30549	0.27588	-0.30549	0.061601	0.65409
3.3420	-0.26533	0.27588	-0.26533	0.18200	0.71695
3.3440	-0.26533	0.23571	-0.26533	0.10173	0.84266
3.3460	-0.18500	0.27588	-0.18500	0.14187	0.71695
3.3480	-0.37779	0.27588	-0.37779	0.029495	0.65409
3.3500	-0.30549	0.27588	-0.30549	0.10173	0.60381
3.3520	-0.22517	0.27588	-0.22517	0.061601	0.65409
3.3540	-0.30549	0.20358	-0.30549	0.10173	0.65409
3.3560	-0.33762	0.27588	-0.33762	0.10173	0.65409
3.3580	-0.30549	0.31604	-0.30549	0.14187	0.54095
3.3600	-0.22517	0.27588	-0.22517	0.061601	0.60381
3.3620	-0.30549	0.20358	-0.30549	0.14187	0.47809
3.3640	-0.33762	0.16342	-0.33762	0.18200	0.41524
3.3660	-0.22517	0.23571	-0.22517	0.18200	0.35238
3.3680	-0.26533	0.23571	-0.26533	0.061601	0.28953
3.3700	-0.30549	0.23571	-0.30549	0.18200	0.47809
3.3720	-0.33762	0.20358	-0.33762	0.18200	0.22667
3.3740	-0.37779	0.27588	-0.37779	0.061601	0.28953
3.3760	-0.26533	0.31604	-0.26533	0.18200	0.41524
3.3780	-0.22517	0.35620	-0.22517	0.22213	0.41524
3.3800	-0.33762	0.31604	-0.33762	0.18200	0.35238
3.3820	-0.37779	0.27588	-0.37779	0.10173	0.28953
3.3840	-0.30549	0.27588	-0.30549	0.14187	0.16382
3.3860	-0.22517	0.27588	-0.22517	0.10173	0.28953
3.3880	-0.33762	0.23571	-0.33762	0.18200	0.16382
3.3900	-0.37779	0.23571	-0.37779	0.22213	0.16382
3.3920	-0.30549	0.23571	-0.30549	0.18200	0.16382
3.3940	-0.26533	0.23571	-0.26533	0.10173	0.11353
3.3960	-0.26533	0.23571	-0.26533	0.18200	0.11353
3.3980	-0.30549	0.20358	-0.30549	0.22213	-0.075035
3.4000	-0.33762	0.20358	-0.33762	0.14187	0.050677
3.4020	-0.33762	0.20358	-0.33762	0.10173	0.11353
3.4040	-0.26533	0.23571	-0.26533	0.26227	0.11353
3.4060	-0.33762	0.20358	-0.33762	0.14187	0.050677
3.4080	-0.37779	0.27588	-0.37779	0.10173	-0.012179
3.4100	-0.26533	0.23571	-0.26533	0.22213	0.050677
3.4120	-0.22517	0.20358	-0.22517	0.14187	0.11353
3.4140	-0.30549	0.20358	-0.30549	0.18200	-0.012179
3.4160	-0.41795	0.23571	-0.41795	0.18200	-0.012179
3.4180	-0.26533	0.20358	-0.26533	0.14187	-0.13789
3.4200	-0.30549	0.20358	-0.30549	0.10173	-0.13789
3.4220	-0.30549	0.20358	-0.30549	0.18200	-0.075035
3.4240	-0.30549	0.16342	-0.30549	0.26227	-0.26360
3.4260	-0.33762	0.23571	-0.33762	0.14187	-0.20075
3.4280	-0.30549	0.27588	-0.30549	0.18200	-0.075035
3.4300	-0.22517	0.23571	-0.22517	0.26227	-0.20075
3.4320	-0.26533	0.20358	-0.26533	0.18200	-0.13789
3.4340	-0.33762	0.23571	-0.33762	0.18200	-0.20075
3.4360	-0.33762	0.27588	-0.33762	0.18200	-0.26360
3.4380	-0.26533	0.31604	-0.26533	0.18200	-0.075035
3.4400	-0.33762	0.27588	-0.33762	0.18200	-0.20075
3.4420	-0.41795	0.27588	-0.41795	0.14187	-0.20075
3.4440	-0.18500	0.31604	-0.18500	0.22213	-0.26360
3.4460	-0.30549	0.35620	-0.30549	0.18200	-0.26360
3.4480	-0.26533	0.20358	-0.26533	0.22213	-0.13789
3.4500	-0.33762	0.23571	-0.33762	0.26227	-0.32646
3.4520	-0.30549	0.23571	-0.30549	0.10173	-0.38931
3.4540	-0.30549	0.27588	-0.30549	0.22213	-0.26360
3.4560	-0.30549	0.27588	-0.30549	0.26227	-0.26360
3.4580	-0.30549	0.31604	-0.30549	0.22213	-0.26360
3.4600	-0.30549	0.31604	-0.30549	0.10173	-0.26360
3.4620	-0.33762	0.31604	-0.33762	0.22213	-0.13789
3.4640	-0.26533	0.23571	-0.26533	0.22213	-0.20075
3.4660	-0.33762	0.31604	-0.33762	0.18200	-0.26360
3.4680	-0.33762	0.27588	-0.33762	0.14187	-0.26360
3.4700	-0.30549	0.27588	-0.30549	0.18200	-0.38931
3.4720	-0.30549	0.20358	-0.30549	0.22213	-0.075035
3.4740	-0.33762	0.23571	-0.33762	0.18200	-0.26360
3.4760	-0.33762	0.27588	-0.33762	0.22213	-0.38931
3.4780	-0.18500	0.31604	-0.18500	0.18200	-0.38931
3.4800	-0.26533	0.20358	-0.26533	0.18200	-0.26360
3.4820	-0.22517	0.16342	-0.22517	0.30240	-0.26360
3.4840	-0.33762	0.20358	-0.33762	0.18200	-0.32646
3.4860	-0.37779	0.23571	-0.37779	0.10173	-0.38931
3.4880	-0.33762	0.23571	-0.33762	0.18200	-0.20075
3.4900	-0.26533	0.27588	-0.26533	0.26227	-0.20075
3.4920	-0.37779	0.27588	-0.37779	0.22213	-0.20075
3.4940	-0.33762	0.23571	-0.33762	0.14187	-0.20075
3.4960	-0.26533	0.20358	-0.26533	0.22213	-0.26360
3.4980	-0.30549	0.23571	-0.30549	0.18200	-0.13789
3.5000	-0.30549	0.23571	-0.30549	0.22213	-0.20075
3.5020	-0.30549	0.23571	-0.30549	0.22213	-0.32646
3.5040	-0.26533	0.16342	-0.26533	0.14187	-0.38931
3.5060	-0.22517	0.20358	-0.22517	0.18200	-0.20075
3.5080	-0.26533	0.27588	-0.26533	0.26227	-0.26360
3.5100	-0.30549	0.31604	-0.30549	0.22213	-0.26360
3.5120	-0.18500	0.20358	-0.18500	0.18200	-0.38931
3.5140	-0.26533	0.16342	-0.26533	0.14187	-0.20075
3.5160	-0.22517	0.23571	-0.22517	0.30240	-0.26360
3.5180	-0.41795	0.27588	-0.41795	0.18200	-0.20075
3.5200	-0.30549	0.27588	-0.30549	0.10173	-0.20075
3.5220	-0.26533	0.20358	-0.26533	0.18200	-0.26360
3.5240	-0.30549	0.20358	-0.30549	0.18200	-0.13789
3.5260	-0.26533	0.31604	-0.26533	0.26227	-0.20075
3.5280	-0.26533	0.31604	-0.26533	0.18200	-0.075035
3.5300	-0.14484	0.20358	-0.14484	0.26227	-0.13789
3.5320	-0.26533	0.20358	-0.26533	0.18200	-0.13789
3.5340	-0.22517	0.23571	-0.22517	0.22213	-0.13789
3.5360	-0.14484	0.20358	-0.14484	0.18200	-0.26360
3.5380	-0.18500	0.20358	-0.18500	0.14187	-0.32646
3.5400	-0.14484	0.23571	-0.14484	0.14187	-0.075035
3.5420	-0.14484	0.27588	-0.14484	0.30240	-0.26360
3.5440	-0.22517	0.27588	-0.22517	0.10173	-0.075035
3.5460	-0.14484	0.23571	-0.14484	0.14187	-0.13789
3.5480	-0.22517	0.27588	-0.22517	0.22213	-0.075035
3.5500	-0.14484	0.27588	-0.14484	0.18200	-0.075035
3.5520	-0.22517	0.23571	-0.22517	0.18200	-0.13789
3.5540	-0.18500	0.16342	-0.18500	0.18200	-0.012179
3.5560	-0.10468	0.20358	-0.10468	0.22213	-0.012179
3.5580	-0.18500	0.23571	-0.18500	0.22213	-0.012179
3.5600	-0.064516	0.23571	-0.064516	0.30240	-0.012179
3.5620	-0.064516	0.16342	-0.064516	0.22213	0.11353
3.5640	-0.064516	0.16342	-0.064516	0.22213	-0.075035
3.5660	-0.14484	0.23571	-0.14484	0.14187	0.050677
3.5680	-0.10468	0.27588	-0.10468	0.26227	-0.075035
3.5700	-0.10468	0.23571	-0.10468	0.14187	-0.012179
3.5720	-0.14484	0.23571	-0.14484	0.10173	0.050677
3.5740	-0.10468	0.27588	-0.10468	0.22213	0.11353
3.5760	-0.10468	0.35620	-0.10468	0.22213	0.11353
3.5780	-0.10468	0.39636	-0.10468	0.18200	0.22667
3.5800	-0.10468	0.31604	-0.10468	0.14187	0.28953
3.5820	-0.064516	0.31604	-0.064516	0.22213	0.16382
3.5840	-0.18500	0.31604	-0.18500	0.18200	0.11353
3.5860	-0.064516	0.31604	-0.064516	0.14187	0.22667
3.5880	-0.024353	0.31604	-0.024353	0.22213	0.28953
3.5900	-0.064516	0.35620	-0.064516	0.18200	0.35238
3.5920	-0.10468	0.31604	-0.10468	0.18200	0.28953
3.5940	0.047940	0.27588	0.047940	0.26227	0.16382
3.5960	0.015810	0.31604	0.015810	0.14187	0.35238
3.5980	0.015810	0.35620	0.015810	0.18200	0.28953
3.6000	-0.14484	0.31604	-0.14484	0.18200	0.35238
3.6020	-0.064516	0.31604	-0.064516	0.10173	0.41524
3.6040	-0.064516	0.27588	-0.064516	0.14187	0.41524
3.6060	-0.064516	0.31604	-0.064516	0.18200	0.47809
3.6080	-0.064516	0.35620	-0.064516	0.26227	0.47809
3.6100	-0.14484	0.31604	-0.14484	0.18200	0.47809
3.6120	-0.024353	0.16342	-0.024353	0.18200	0.65409
3.6140	-0.024353	0.20358	-0.024353	0.22213	0.54095
3.6160	0.015810	0.23571	0.015810	0.22213	0.41524
3.6180	-0.064516	0.23571	-0.064516	0.18200	0.54095
3.6200	-0.024353	0.23571	-0.024353	0.18200	0.60381
3.6220	0.047940	0.27588	0.047940	0.26227	0.65409
3.6240	-0.064516	0.27588	-0.064516	0.18200	0.54095
3.6260	-0.064516	0.27588	-0.064516	0.14187	0.65409
3.6280	0.088103	0.31604	0.088103	0.26227	0.60381
3.6300	-0.024353	0.27588	-0.024353	0.18200	0.77980
3.6320	0.015810	0.27588	0.015810	0.18200	0.71695
3.6340	-0.10468	0.27588	-0.10468	0.18200	0.65409
3.6360	-0.064516	0.27588	-0.064516	0.10173	0.71695
3.6380	-0.024353	0.27588	-0.024353	0.18200	0.77980
3.6400	-0.024353	0.35620	-0.024353	0.18200	0.84266
3.6420	-0.064516	0.23571	-0.064516	0.22213	0.77980
3.6440	-0.024353	0.27588	-0.024353	0.22213	0.65409
3.6460	-0.024353	0.27588	-0.024353	0.22213	0.90551
3.6480	0.088103	0.27588	0.088103	0.22213	0.84266
3.6500	-0.024353	0.27588	-0.024353	0.18200	0.65409
3.6520	0.015810	0.31604	0.015810	0.14187	0.77980
3.6540	0.047940	0.23571	0.047940	0.18200	0.77980
3.6560	0.015810	0.35620	0.015810	0.18200	0.90551
3.6580	-0.024353	0.35620	-0.024353	0.14187	0.84266
3.6600	-0.064516	0.35620	-0.064516	0.18200	0.77980
3.6620	0.047940	0.27588	0.047940	0.14187	0.77980
3.6640	-0.024353	0.23571	-0.024353	0.14187	0.96837
3.6660	0.047940	0.23571	0.047940	0.26227	0.77980
3.6680	-0.10468	0.27588	-0.10468	0.14187	0.77980
3.6700	-0.064516	0.23571	-0.064516	0.14187	0.77980
3.6720	-0.024353	0.23571	-0.024353	0.26227	0.90551
3.6740	0.047940	0.20358	0.047940	0.22213	0.90551
3.6760	-0.064516	0.27588	-0.064516	0.26227	0.90551
3.6780	0.015810	0.31604	0.015810	0.18200	0.90551
3.6800	0.088103	0.27588	0.088103	0.22213	0.84266
3.6820	-0.024353	0.27588	-0.024353	0.14187	0.96837
3.6840	0.015810	0.27588	0.015810	0.18200	0.84266
3.6860	-0.024353	0.31604	-0.024353	0.18200	0.77980
3.6880	-0.024353	0.31604	-0.024353	0.14187	0.90551
3.6900	0.015810	0.35620	0.015810	0.14187	0.96837
3.6920	0.015810	0.35620	0.015810	0.22213	0.96837
3.6940	-0.064516	0.31604	-0.064516	0.14187	0.96837
3.6960	0.015810	0.23571	0.015810	0.22213	0.65409
3.6980	0.015810	0.31604	0.015810	0.18200	1.0312
3.7000	0.12827	0.31604	0.12827	0.26227	0.96837
3.7020	-0.10468	0.27588	-0.10468	0.22213	0.84266
3.7040	0.015810	0.27588	0.015810	0.14187	0.90551
3.7060	0.088103	0.31604	0.088103	0.18200	0.90551
3.7080	0.015810	0.35620	0.015810	0.14187	0.90551
3.7100	0.047940	0.39636	0.047940	0.26227	0.90551
3.7120	0.015810	0.31604	0.015810	0.14187	0.84266
3.7140	0.047940	0.23571	0.047940	0.14187	0.90551
3.7160	-0.024353	0.27588	-0.024353	0.14187	1.0312
3.7180	0.015810	0.31604	0.015810	0.22213	0.90551
3.7200	-0.024353	0.23571	-0.024353	0.10173	0.90551
3.7220	0.015810	0.23571	0.015810	0.14187	0.77980
3.7240	0.047940	0.20358	0.047940	0.22213	0.96837
3.7260	0.16843	0.27588	0.16843	0.26227	1.0312
3.7280	0.015810	0.35620	0.015810	0.22213	0.90551
3.7300	0.088103	0.23571	0.088103	0.18200	0.77980
3.7320	0.16843	0.23571	0.16843	0.22213	0.84266
3.7340	0.12827	0.27588	0.12827	0.22213	0.96837
3.7360	0.015810	0.31604	0.015810	0.18200	0.84266
3.7380	0.088103	0.27588	0.088103	0.18200	0.77980
3.7400	0.16843	0.35620	0.16843	0.10173	0.84266
3.7420	0.047940	0.35620	0.047940	0.14187	0.90551
3.7440	0.088103	0.31604	0.088103	0.26227	0.84266
3.7460	0.088103	0.23571	0.088103	0.061601	0.84266
3.7480	0.088103	0.27588	0.088103	0.14187	0.77980
3.7500	0.088103	0.27588	0.088103	0.18200	0.96837
3.7520	0.12827	0.31604	0.12827	0.26227	0.77980
3.7540	0.015810	0.20358	0.015810	0.18200	0.90551
3.7560	0.12827	0.27588	0.12827	0.18200	0.77980
3.7580	0.28892	0.35620	0.28892	0.26227	0.84266
3.7600	0.20859	0.35620	0.20859	0.22213	0.96837
3.7620	0.16843	0.23571	0.16843	0.26227	0.84266
3.7640	0.12827	0.23571	0.12827	0.14187	0.84266
3.7660	0.24875	0.27588	0.24875	0.10173	0.84266
3.7680	0.12827	0.31604	0.12827	0.18200	0.77980
3.7700	0.12827	0.27588	0.12827	0.14187	0.77980
3.7720	0.20859	0.27588	0.20859	0.14187	0.84266
3.7740	0.16843	0.27588	0.16843	0.10173	0.77980
3.7760	0.16843	0.31604	0.16843	0.14187	0.84266
3.7780	0.24875	0.27588	0.24875	0.22213	0.71695
3.7800	0.16843	0.27588	0.16843	0.10173	0.71695
3.7820	0.20859	0.31604	0.20859	0.18200	0.77980
3.7840	0.20859	0.27588	0.20859	0.22213	0.77980
3.7860	0.20859	0.27588	0.20859	0.18200	0.71695
3.7880	0.16843	0.31604	0.16843	0.14187	0.71695
3.7900	0.20859	0.39636	0.20859	0.14187	0.65409
3.7920	0.28892	0.43653	0.28892	0.26227	0.71695
3.7940	0.16843	0.27588	0.16843	0.18200	0.71695
3.7960	0.24875	0.31604	0.24875	0.18200	0.77980
3.7980	0.20859	0.35620	0.20859	0.10173	0.65409
3.8000	0.20859	0.39636	0.20859	0.14187	0.84266
3.8020	0.16843	0.35620	0.16843	0.18200	0.65409
3.8040	0.20859	0.35620	0.20859	0.18200	0.65409
3.8060	0.32908	0.31604	0.32908	0.14187	0.71695
3.8080	0.20859	0.35620	0.20859	0.18200	0.60381
3.8100	0.20859	0.35620	0.20859	0.22213	0.65409
3.8120	0.36121	0.31604	0.36121	0.10173	0.54095
3.8140	0.24875	0.27588	0.24875	0.18200	0.47809
3.8160	0.28892	0.31604	0.28892	0.18200	0.60381
3.8180	0.20859	0.27588	0.20859	0.26227	0.47809
3.8200	0.16843	0.27588	0.16843	0.14187	0.54095
3.8220	0.20859	0.35620	0.20859	0.14187	0.65409
3.8240	0.24875	0.35620	0.24875	0.14187	0.60381
3.8260	0.16843	0.23571	0.16843	0.22213	0.65409
3.8280	0.20859	0.20358	0.20859	0.18200	0.65409
3.8300	0.28892	0.23571	0.28892	0.22213	0.65409
3.8320	0.24875	0.27588	0.24875	0.10173	0.60381
3.8340	0.16843	0.27588	0.16843	0.14187	0.54095
3.8360	0.20859	0.23571	0.20859	0.14187	0.47809
3.8380	0.32908	0.27588	0.32908	0.18200	0.47809
3.8400	0.28892	0.31604	0.28892	0.14187	0.60381
3.8420	0.24875	0.31604	0.24875	0.18200	0.41524
3.8440	0.24875	0.27588	0.24875	0.22213	0.35238
3.8460	0.32908	0.31604	0.32908	0.10173	0.35238
3.8480	0.24875	0.31604	0.24875	0.18200	0.47809
3.8500	0.24875	0.31604	0.24875	0.22213	0.47809
3.8520	0.16843	0.31604	0.16843	0.14187	0.41524
3.8540	0.20859	0.35620	0.20859	0.14187	0.35238
3.8560	0.20859	0.35620	0.20859	0.18200	0.60381
3.8580	0.24875	0.27588	0.24875	0.14187	0.41524
3.8600	0.16843	0.20358	0.16843	0.18200	0.41524
3.8620	0.20859	0.31604	0.20859	0.14187	0.47809
3.8640	0.32908	0.31604	0.32908	0.22213	0.41524
3.8660	0.20859	0.31604	0.20859	0.10173	0.41524
3.8680	0.20859	0.27588	0.20859	0.18200	0.28953
3.8700	0.20859	0.27588	0.20859	0.18200	0.11353
3.8720	0.28892	0.31604	0.28892	0.10173	0.28953
3.8740	0.24875	0.35620	0.24875	0.14187	0.41524
3.8760	0.20859	0.27588	0.20859	0.22213	0.28953
3.8780	0.16843	0.27588	0.16843	0.10173	0.22667
3.8800	0.28892	0.27588	0.28892	0.14187	0.11353
3.8820	0.20859	0.27588	0.20859	0.18200	0.41524
3.8840	0.28892	0.27588	0.28892	0.22213	0.28953
3.8860	0.088103	0.31604	0.088103	0.10173	0.28953
3.8880	0.20859	0.31604	0.20859	0.14187	0.28953
3.8900	0.28892	0.23571	0.28892	0.22213	0.35238
3.8920	0.28892	0.23571	0.28892	0.14187	0.28953
3.8940	0.20859	0.31604	0.20859	0.22213	0.22667
3.8960	0.24875	0.31604	0.24875	0.18200	0.22667
3.8980	0.36121	0.27588	0.36121	0.18200	0.22667
3.9000	0.24875	0.23571	0.24875	0.10173	0.28953
3.9020	0.20859	0.27588	0.20859	0.22213	0.16382
3.9040	0.24875	0.39636	0.24875	0.14187	0.050677
3.9060	0.24875	0.35620	0.24875	0.14187	0.11353
3.9080	0.20859	0.12326	0.20859	0.18200	0.35238
3.9100	0.20859	0.20358	0.20859	0.26227	0.16382
3.9120	0.088103	0.27588	0.088103	0.10173	0.22667
3.9140	0.24875	0.27588	0.24875	0.14187	0.16382
3.9160	0.24875	0.27588	0.24875	0.18200	0.28953
3.9180	0.16843	0.27588	0.16843	0.22213	0.28953
3.9200	0.12827	0.23571	0.12827	0.14187	0.16382
3.9220	0.24875	0.27588	0.24875	0.18200	0.11353
3.9240	0.32908	0.27588	0.32908	0.14187	0.22667
3.9260	0.20859	0.27588	0.20859	0.18200	0.11353
3.9280	0.20859	0.35620	0.20859	0.22213	0.22667
3.9300	0.28892	0.31604	0.28892	0.18200	0.16382
3.9320	0.24875	0.35620	0.24875	0.18200	0.35238
3.9340	0.24875	0.39636	0.24875	0.18200	0.22667
3.9360	0.20859	0.47669	0.20859	0.18200	0.11353
3.9380	0.28892	0.47669	0.28892	0.061601	0.16382
3.9400	0.20859	0.39636	0.20859	0.14187	0.22667
3.9420	0.16843	0.31604	0.16843	0.22213	0.22667
3.9440	0.24875	0.43653	0.24875	0.18200	0.16382
3.9460	0.20859	0.43653	0.20859	0.10173	0.16382
3.9480	0.28892	0.39636	0.28892	0.22213	0.16382
3.9500	0.24875	0.39636	0.24875	0.26227	0.16382
3.9520	0.24875	0.39636	0.24875	0.22213	0.22667
3.9540	0.20859	0.35620	0.20859	0.14187	0.22667
3.9560	0.32908	0.39636	0.32908	0.22213	0.16382
3.9580	0.20859	0.39636	0.20859	0.18200	0.28953
3.9600	0.24875	0.39636	0.24875	0.18200	0.22667
3.9620	0.28892	0.35620	0.28892	0.22213	0.16382
3.9640	0.28892	0.35620	0.28892	0.029495	0.22667
3.9660	0.24875	0.39636	0.24875	0.18200	0.22667
3.9680	0.12827	0.43653	0.12827	0.18200	0.22667
3.9700	0.24875	0.39636	0.24875	0.061601	0.16382
3.9720	0.24875	0.31604	0.24875	0.14187	0.16382
3.9740	0.24875	0.23571	0.24875	0.14187	0.16382
3.9760	0.28892	0.31604	0.28892	0.34253	0.11353
3.9780	0.28892	0.31604	0.28892	0.26227	0.16382
3.9800	0.24875	0.31604	0.24875	0.18200	0.28953
3.9820	0.32908	0.35620	0.32908	0.34253	0.050677
3.9840	0.28892	0.35620	0.28892	0.30240	0.11353
3.9860	0.32908	0.39636	0.32908	0.22213	0.11353
3.9880	0.24875	0.39636	0.24875	0.26227	0.22667
3.9900	0.28892	0.35620	0.28892	0.26227	0.16382
3.9920	0.12827	0.35620	0.12827	0.18200	0.16382
3.9940	0.20859	0.31604	0.20859	0.22213	0.22667
3.9960	0.32908	0.31604	0.32908	0.30240	0.22667
3.9980	0.20859	0.35620	0.20859	0.18200	0.28953
4.0000	0.28892	0.39636	0.28892	0.22213	0.22667
4.0020	0.24875	0.35620	0.24875	0.22213	0.11353
4.0040	0.32908	0.31604	0.32908	0.10173	0.22667
