t	g1r1	g1r2	g1ave	g2r1	g4r1
8.3400	-0.41795	0.20358	-0.41795	0.029495	0.050677
8.3420	-0.45811	0.20358	-0.45811	-0.010638	0.16382
8.3440	-0.33762	0.23571	-0.33762	-0.010638	0.050677
8.3460	-0.45811	0.27588	-0.45811	-0.050771	-0.012179
8.3480	-0.45811	0.23571	-0.45811	-0.010638	0.11353
8.3500	-0.41795	0.23571	-0.41795	0.061601	-0.075035
8.3520	-0.45811	0.23571	-0.45811	-0.13104	-0.13789
8.3540	-0.45811	0.23571	-0.45811	-0.010638	0.16382
8.3560	-0.41795	0.23571	-0.41795	0.029495	0.11353
8.3580	-0.49828	0.27588	-0.49828	0.029495	0.11353
8.3600	-0.45811	0.31604	-0.45811	-0.13104	0.11353
8.3620	-0.37779	0.23571	-0.37779	-0.050771	-0.012179
8.3640	-0.45811	0.20358	-0.45811	-0.050771	-0.012179
8.3660	-0.45811	0.16342	-0.45811	-0.050771	0.11353
8.3680	-0.37779	0.20358	-0.37779	0.029495	-0.012179
8.3700	-0.41795	0.23571	-0.41795	-0.090904	0.050677
8.3720	-0.41795	0.27588	-0.41795	-0.050771	0.11353
8.3740	-0.37779	0.27588	-0.37779	-0.010638	-0.075035
8.3760	-0.37779	0.20358	-0.37779	-0.010638	0.050677
8.3780	-0.41795	0.20358	-0.41795	-0.090904	-0.13789
8.3800	-0.41795	0.16342	-0.41795	-0.050771	-0.012179
8.3820	-0.33762	0.20358	-0.33762	-0.010638	0.16382
8.3840	-0.45811	0.23571	-0.45811	-0.010638	-0.012179
8.3860	-0.49828	0.31604	-0.49828	-0.13104	-0.012179
8.3880	-0.37779	0.27588	-0.37779	-0.090904	-0.012179
8.3900	-0.41795	0.16342	-0.41795	-0.090904	-0.075035
8.3920	-0.37779	0.12326	-0.37779	-0.050771	0.11353
8.3940	-0.41795	0.20358	-0.41795	0.029495	-0.012179
8.3960	-0.45811	0.23571	-0.45811	-0.050771	0.050677
8.3980	-0.41795	0.20358	-0.41795	-0.010638	0.050677
8.4000	-0.37779	0.27588	-0.37779	0.029495	0.16382
8.4020	-0.33762	0.27588	-0.33762	0.029495	-0.012179
8.4040	-0.45811	0.23571	-0.45811	0.029495	0.050677
8.4060	-0.37779	0.20358	-0.37779	-0.010638	0.050677
8.4080	-0.37779	0.27588	-0.37779	-0.090904	-0.012179
8.4100	-0.41795	0.23571	-0.41795	-0.010638	0.050677
8.4120	-0.49828	0.23571	-0.49828	-0.010638	-0.075035
8.4140	-0.45811	0.23571	-0.45811	-0.17117	-0.075035
8.4160	-0.37779	0.20358	-0.37779	-0.090904	-0.13789
8.4180	-0.45811	0.23571	-0.45811	-0.050771	0.11353
8.4200	-0.37779	0.12326	-0.37779	0.029495	-0.012179
8.4220	-0.53844	0.16342	-0.53844	-0.090904	0.11353
8.4240	-0.41795	0.20358	-0.41795	-0.050771	0.050677
8.4260	-0.33762	0.20358	-0.33762	0.029495	0.050677
8.4280	-0.41795	0.20358	-0.41795	-0.050771	0.22667
8.4300	-0.37779	0.20358	-0.37779	0.029495	-0.075035
8.4320	-0.41795	0.20358	-0.41795	-0.010638	-0.075035
8.4340	-0.33762	0.20358	-0.33762	-0.13104	-0.012179
8.4360	-0.41795	0.23571	-0.41795	-0.090904	-0.012179
8.4380	-0.45811	0.23571	-0.45811	-0.010638	-0.075035
8.4400	-0.49828	0.23571	-0.49828	-0.090904	-0.075035
8.4420	-0.45811	0.23571	-0.45811	-0.13104	-0.075035
8.4440	-0.41795	0.23571	-0.41795	0.029495	0.11353
8.4460	-0.37779	0.20358	-0.37779	-0.050771	0.11353
8.4480	-0.41795	0.20358	-0.41795	-0.050771	0.050677
8.4500	-0.45811	0.23571	-0.45811	-0.090904	0.11353
8.4520	-0.33762	0.20358	-0.33762	-0.050771	-0.012179
8.4540	-0.37779	0.20358	-0.37779	-0.13104	0.050677
8.4560	-0.41795	0.20358	-0.41795	-0.050771	0.11353
8.4580	-0.37779	0.23571	-0.37779	0.061601	-0.13789
8.4600	-0.45811	0.20358	-0.45811	-0.090904	0.050677
8.4620	-0.37779	0.23571	-0.37779	-0.050771	0.11353
8.4640	-0.45811	0.23571	-0.45811	-0.050771	-0.012179
8.4660	-0.57860	0.23571	-0.57860	-0.090904	0.050677
8.4680	-0.49828	0.20358	-0.49828	-0.090904	-0.075035
8.4700	-0.45811	0.12326	-0.45811	-0.050771	-0.075035
8.4720	-0.37779	0.16342	-0.37779	-0.090904	0.11353
8.4740	-0.45811	0.20358	-0.45811	-0.090904	0.050677
8.4760	-0.45811	0.12326	-0.45811	-0.010638	0.050677
8.4780	-0.41795	0.16342	-0.41795	-0.13104	0.11353
8.4800	-0.37779	0.16342	-0.37779	-0.090904	-0.012179
8.4820	-0.45811	0.16342	-0.45811	-0.050771	0.16382
8.4840	-0.45811	0.16342	-0.45811	0.029495	-0.012179
8.4860	-0.49828	0.12326	-0.49828	-0.010638	-0.012179
8.4880	-0.45811	0.20358	-0.45811	-0.090904	0.050677
8.4900	-0.41795	0.23571	-0.41795	-0.010638	0.050677
8.4920	-0.41795	0.16342	-0.41795	-0.050771	-0.012179
8.4940	-0.45811	0.16342	-0.45811	-0.090904	-0.012179
8.4960	-0.41795	0.20358	-0.41795	-0.010638	0.050677
8.4980	-0.45811	0.16342	-0.45811	-0.13104	-0.012179
8.5000	-0.45811	0.16342	-0.45811	-0.090904	0.050677
8.5020	-0.49828	0.20358	-0.49828	-0.050771	-0.012179
8.5040	-0.45811	0.20358	-0.45811	-0.050771	-0.012179
8.5060	-0.41795	0.16342	-0.41795	-0.090904	-0.012179
8.5080	-0.45811	0.12326	-0.45811	-0.050771	0.11353
8.5100	-0.37779	0.083095	-0.37779	-0.010638	0.050677
8.5120	-0.49828	0.16342	-0.49828	-0.050771	0.050677
8.5140	-0.45811	0.16342	-0.45811	-0.050771	0.11353
8.5160	-0.37779	0.23571	-0.37779	-0.010638	-0.012179
8.5180	-0.49828	0.23571	-0.49828	-0.13104	0.050677
8.5200	-0.37779	0.16342	-0.37779	-0.090904	-0.13789
8.5220	-0.45811	0.16342	-0.45811	-0.010638	-0.13789
8.5240	-0.49828	0.083095	-0.49828	-0.090904	0.050677
8.5260	-0.45811	0.083095	-0.45811	-0.13104	-0.012179
8.5280	-0.41795	0.083095	-0.41795	-0.010638	-0.012179
8.5300	-0.45811	0.20358	-0.45811	-0.010638	0.16382
8.5320	-0.49828	0.16342	-0.49828	-0.010638	0.11353
8.5340	-0.41795	0.083095	-0.41795	-0.010638	-0.075035
8.5360	-0.41795	0.083095	-0.41795	-0.090904	-0.012179
8.5380	-0.37779	0.083095	-0.37779	-0.010638	-0.012179
8.5400	-0.45811	0.12326	-0.45811	-0.010638	0.11353
8.5420	-0.45811	0.12326	-0.45811	-0.050771	-0.012179
8.5440	-0.45811	0.23571	-0.45811	-0.050771	-0.13789
8.5460	-0.53844	0.23571	-0.53844	-0.050771	0.11353
8.5480	-0.37779	0.23571	-0.37779	0.029495	-0.012179
8.5500	-0.53844	0.16342	-0.53844	-0.010638	0.050677
8.5520	-0.45811	0.20358	-0.45811	-0.13104	0.050677
8.5540	-0.41795	0.23571	-0.41795	-0.050771	-0.012179
8.5560	-0.49828	0.20358	-0.49828	-0.050771	0.11353
8.5580	-0.49828	0.20358	-0.49828	-0.050771	0.11353
8.5600	-0.49828	0.23571	-0.49828	-0.090904	-0.012179
8.5620	-0.37779	0.16342	-0.37779	-0.090904	-0.012179
8.5640	-0.49828	0.12326	-0.49828	-0.050771	0.11353
8.5660	-0.37779	0.16342	-0.37779	0.029495	-0.012179
8.5680	-0.49828	0.16342	-0.49828	-0.090904	0.050677
8.5700	-0.53844	0.12326	-0.53844	-0.050771	-0.075035
8.5720	-0.49828	0.16342	-0.49828	-0.050771	-0.012179
8.5740	-0.41795	0.12326	-0.41795	-0.050771	0.16382
8.5760	-0.45811	0.12326	-0.45811	0.061601	0.050677
8.5780	-0.49828	0.12326	-0.49828	-0.090904	0.11353
8.5800	-0.37779	0.12326	-0.37779	-0.050771	0.050677
8.5820	-0.49828	0.12326	-0.49828	-0.13104	0.050677
8.5840	-0.45811	0.12326	-0.45811	-0.090904	-0.012179
8.5860	-0.49828	0.083095	-0.49828	-0.050771	-0.075035
8.5880	-0.49828	0.083095	-0.49828	-0.13104	-0.012179
8.5900	-0.41795	0.083095	-0.41795	-0.050771	0.11353
8.5920	-0.37779	0.083095	-0.37779	0.029495	0.16382
8.5940	-0.45811	0.16342	-0.45811	0.029495	0.16382
8.5960	-0.57860	0.16342	-0.57860	-0.050771	0.11353
8.5980	-0.45811	0.20358	-0.45811	-0.050771	-0.012179
8.6000	-0.37779	0.16342	-0.37779	-0.090904	-0.012179
8.6020	-0.45811	0.20358	-0.45811	-0.090904	0.050677
8.6040	-0.49828	0.20358	-0.49828	-0.010638	0.11353
8.6060	-0.45811	0.16342	-0.45811	-0.17117	-0.012179
8.6080	-0.41795	0.23571	-0.41795	-0.090904	-0.012179
8.6100	-0.49828	0.20358	-0.49828	-0.050771	0.16382
8.6120	-0.45811	0.20358	-0.45811	-0.010638	-0.012179
8.6140	-0.57860	0.16342	-0.57860	-0.090904	0.050677
8.6160	-0.45811	0.12326	-0.45811	-0.090904	0.050677
8.6180	-0.33762	0.16342	-0.33762	0.061601	0.11353
8.6200	-0.41795	0.12326	-0.41795	-0.010638	0.22667
8.6220	-0.45811	0.12326	-0.45811	0.029495	0.16382
8.6240	-0.45811	0.16342	-0.45811	-0.010638	-0.012179
8.6260	-0.33762	0.20358	-0.33762	-0.050771	0.050677
8.6280	-0.41795	0.12326	-0.41795	-0.050771	-0.012179
8.6300	-0.45811	0.16342	-0.45811	0.029495	0.11353
8.6320	-0.45811	0.20358	-0.45811	-0.010638	0.050677
8.6340	-0.41795	0.12326	-0.41795	-0.050771	-0.012179
8.6360	-0.49828	0.16342	-0.49828	-0.010638	0.16382
8.6380	-0.41795	0.12326	-0.41795	-0.090904	0.11353
8.6400	-0.49828	0.16342	-0.49828	-0.090904	-0.075035
8.6420	-0.49828	0.16342	-0.49828	-0.090904	0.050677
8.6440	-0.33762	0.16342	-0.33762	-0.050771	0.050677
8.6460	-0.37779	0.12326	-0.37779	-0.090904	0.050677
8.6480	-0.37779	0.16342	-0.37779	-0.050771	0.16382
8.6500	-0.41795	0.16342	-0.41795	0.061601	-0.012179
8.6520	-0.45811	0.16342	-0.45811	-0.090904	0.050677
8.6540	-0.41795	0.16342	-0.41795	-0.090904	0.11353
8.6560	-0.37779	0.16342	-0.37779	-0.010638	-0.012179
8.6580	-0.41795	0.20358	-0.41795	-0.050771	-0.012179
8.6600	-0.45811	0.16342	-0.45811	-0.050771	0.050677
8.6620	-0.41795	0.12326	-0.41795	-0.050771	-0.012179
8.6640	-0.45811	0.16342	-0.45811	-0.13104	0.050677
8.6660	-0.41795	0.16342	-0.41795	-0.13104	-0.075035
8.6680	-0.53844	0.16342	-0.53844	-0.050771	-0.012179
8.6700	-0.41795	0.042932	-0.41795	-0.13104	0.050677
8.6720	-0.45811	0.12326	-0.45811	-0.13104	0.050677
8.6740	-0.45811	0.16342	-0.45811	-0.050771	0.16382
8.6760	-0.45811	0.16342	-0.45811	0.061601	0.050677
8.6780	-0.53844	0.16342	-0.53844	-0.050771	0.050677
8.6800	-0.41795	0.12326	-0.41795	-0.050771	-0.012179
8.6820	-0.45811	0.20358	-0.45811	-0.010638	0.050677
8.6840	-0.41795	0.16342	-0.41795	-0.050771	-0.012179
8.6860	-0.53844	0.16342	-0.53844	-0.090904	-0.012179
8.6880	-0.45811	0.16342	-0.45811	-0.050771	-0.012179
8.6900	-0.49828	0.20358	-0.49828	-0.17117	-0.012179
8.6920	-0.49828	0.16342	-0.49828	-0.17117	-0.012179
8.6940	-0.33762	0.12326	-0.33762	0.029495	-0.075035
8.6960	-0.45811	0.16342	-0.45811	-0.090904	0.050677
8.6980	-0.41795	0.12326	-0.41795	-0.010638	0.050677
8.7000	-0.45811	0.12326	-0.45811	-0.090904	0.11353
8.7020	-0.33762	0.16342	-0.33762	-0.090904	0.050677
8.7040	-0.41795	0.20358	-0.41795	-0.010638	0.16382
8.7060	-0.45811	0.20358	-0.45811	-0.050771	0.11353
8.7080	-0.37779	0.16342	-0.37779	-0.010638	-0.075035
8.7100	-0.41795	0.16342	-0.41795	-0.050771	0.050677
8.7120	-0.33762	0.16342	-0.33762	-0.010638	0.050677
8.7140	-0.49828	0.20358	-0.49828	-0.010638	-0.012179
8.7160	-0.53844	0.23571	-0.53844	-0.090904	0.050677
8.7180	-0.49828	0.23571	-0.49828	-0.13104	-0.012179
8.7200	-0.41795	0.16342	-0.41795	-0.050771	-0.075035
8.7220	-0.45811	0.16342	-0.45811	-0.010638	0.16382
8.7240	-0.49828	0.12326	-0.49828	-0.050771	0.11353
8.7260	-0.41795	0.083095	-0.41795	-0.010638	0.11353
8.7280	-0.41795	0.12326	-0.41795	-0.13104	0.16382
8.7300	-0.41795	0.20358	-0.41795	-0.050771	0.11353
8.7320	-0.45811	0.20358	-0.45811	0.061601	0.11353
8.7340	-0.41795	0.12326	-0.41795	-0.090904	-0.012179
8.7360	-0.41795	0.16342	-0.41795	-0.050771	-0.13789
8.7380	-0.45811	0.12326	-0.45811	-0.050771	0.16382
8.7400	-0.37779	0.12326	-0.37779	0.029495	0.11353
8.7420	-0.57860	0.12326	-0.57860	-0.090904	0.050677
8.7440	-0.49828	0.23571	-0.49828	-0.090904	0.11353
8.7460	-0.41795	0.23571	-0.41795	-0.090904	-0.012179
8.7480	-0.45811	0.16342	-0.45811	-0.090904	0.16382
8.7500	-0.45811	0.12326	-0.45811	0.029495	0.11353
8.7520	-0.41795	0.12326	-0.41795	-0.090904	-0.012179
8.7540	-0.33762	0.16342	-0.33762	-0.090904	0.050677
8.7560	-0.45811	0.16342	-0.45811	-0.13104	0.16382
8.7580	-0.41795	0.20358	-0.41795	0.029495	-0.075035
8.7600	-0.45811	0.20358	-0.45811	-0.090904	0.050677
8.7620	-0.45811	0.23571	-0.45811	-0.050771	-0.012179
8.7640	-0.45811	0.12326	-0.45811	-0.010638	0.16382
8.7660	-0.33762	0.12326	-0.33762	-0.010638	0.16382
8.7680	-0.53844	0.16342	-0.53844	-0.010638	0.11353
8.7700	-0.49828	0.16342	-0.49828	-0.090904	-0.012179
8.7720	-0.41795	0.20358	-0.41795	-0.050771	0.050677
8.7740	-0.41795	0.20358	-0.41795	-0.13104	0.050677
8.7760	-0.45811	0.16342	-0.45811	-0.050771	0.11353
8.7780	-0.45811	0.083095	-0.45811	0.029495	0.050677
8.7800	-0.49828	0.083095	-0.49828	-0.090904	0.050677
8.7820	-0.45811	0.083095	-0.45811	-0.050771	0.16382
8.7840	-0.37779	0.12326	-0.37779	-0.010638	0.11353
8.7860	-0.53844	0.20358	-0.53844	-0.050771	0.11353
8.7880	-0.49828	0.20358	-0.49828	-0.050771	-0.012179
8.7900	-0.45811	0.12326	-0.45811	-0.010638	0.11353
8.7920	-0.33762	0.083095	-0.33762	-0.050771	0.11353
8.7940	-0.41795	0.12326	-0.41795	-0.050771	0.16382
8.7960	-0.53844	0.16342	-0.53844	0.029495	0.11353
8.7980	-0.41795	0.16342	-0.41795	-0.050771	-0.075035
8.8000	-0.41795	0.23571	-0.41795	-0.090904	0.050677
8.8020	-0.41795	0.27588	-0.41795	-0.010638	0.11353
8.8040	-0.41795	0.20358	-0.41795	-0.010638	0.050677
8.8060	-0.49828	0.12326	-0.49828	-0.050771	0.050677
8.8080	-0.41795	0.12326	-0.41795	-0.050771	0.11353
8.8100	-0.37779	0.16342	-0.37779	-0.010638	0.16382
8.8120	-0.33762	0.16342	-0.33762	-0.050771	0.11353
8.8140	-0.41795	0.23571	-0.41795	-0.010638	0.050677
8.8160	-0.41795	0.23571	-0.41795	0.10173	-0.012179
8.8180	-0.45811	0.083095	-0.45811	-0.010638	0.11353
8.8200	-0.41795	0.12326	-0.41795	-0.010638	0.11353
8.8220	-0.41795	0.12326	-0.41795	0.10173	0.11353
8.8240	-0.41795	0.16342	-0.41795	0.029495	0.11353
8.8260	-0.33762	0.16342	-0.33762	0.061601	0.050677
8.8280	-0.41795	0.23571	-0.41795	0.029495	0.11353
8.8300	-0.33762	0.20358	-0.33762	-0.010638	0.050677
8.8320	-0.45811	0.12326	-0.45811	-0.050771	-0.012179
8.8340	-0.45811	0.12326	-0.45811	0.029495	0.050677
8.8360	-0.45811	0.12326	-0.45811	0.029495	0.050677
8.8380	-0.45811	0.12326	-0.45811	-0.090904	0.050677
8.8400	-0.37779	0.12326	-0.37779	0.029495	0.16382
8.8420	-0.37779	0.23571	-0.37779	0.061601	0.11353
8.8440	-0.37779	0.27588	-0.37779	0.10173	0.11353
8.8460	-0.41795	0.083095	-0.41795	-0.010638	0.22667
8.8480	-0.37779	0.12326	-0.37779	0.029495	0.11353
8.8500	-0.49828	0.23571	-0.49828	-0.010638	0.050677
8.8520	-0.37779	0.23571	-0.37779	-0.050771	0.11353
8.8540	-0.33762	0.23571	-0.33762	0.061601	-0.012179
8.8560	-0.41795	0.31604	-0.41795	-0.090904	0.11353
8.8580	-0.37779	0.31604	-0.37779	-0.010638	0.050677
8.8600	-0.41795	0.16342	-0.41795	-0.010638	0.050677
8.8620	-0.37779	0.16342	-0.37779	-0.010638	0.16382
8.8640	-0.45811	0.20358	-0.45811	-0.010638	0.11353
8.8660	-0.37779	0.23571	-0.37779	-0.050771	0.11353
8.8680	-0.26533	0.20358	-0.26533	-0.010638	0.16382
8.8700	-0.33762	0.23571	-0.33762	0.029495	0.16382
8.8720	-0.33762	0.27588	-0.33762	0.061601	0.16382
8.8740	-0.41795	0.20358	-0.41795	-0.050771	0.11353
8.8760	-0.37779	0.16342	-0.37779	-0.050771	-0.012179
8.8780	-0.37779	0.20358	-0.37779	-0.050771	0.11353
8.8800	-0.37779	0.23571	-0.37779	0.029495	0.11353
8.8820	-0.45811	0.23571	-0.45811	0.029495	0.050677
8.8840	-0.37779	0.31604	-0.37779	-0.090904	0.050677
8.8860	-0.30549	0.23571	-0.30549	0.029495	0.16382
8.8880	-0.41795	0.20358	-0.41795	-0.050771	0.22667
8.8900	-0.41795	0.20358	-0.41795	-0.010638	0.050677
8.8920	-0.33762	0.20358	-0.33762	-0.010638	-0.075035
8.8940	-0.30549	0.20358	-0.30549	-0.090904	0.050677
8.8960	-0.33762	0.20358	-0.33762	0.029495	0.22667
8.8980	-0.30549	0.27588	-0.30549	0.061601	0.11353
8.9000	-0.33762	0.31604	-0.33762	0.061601	0.11353
8.9020	-0.41795	0.27588	-0.41795	-0.010638	0.11353
8.9040	-0.33762	0.16342	-0.33762	0.029495	0.11353
8.9060	-0.26533	0.23571	-0.26533	0.029495	0.11353
8.9080	-0.37779	0.27588	-0.37779	-0.010638	0.050677
8.9100	-0.37779	0.23571	-0.37779	0.029495	-0.012179
8.9120	-0.30549	0.31604	-0.30549	-0.050771	-0.012179
8.9140	-0.33762	0.31604	-0.33762	-0.050771	0.11353
8.9160	-0.33762	0.27588	-0.33762	-0.010638	0.050677
8.9180	-0.33762	0.16342	-0.33762	-0.010638	-0.075035
8.9200	-0.37779	0.16342	-0.37779	-0.050771	0.11353
8.9220	-0.30549	0.23571	-0.30549	-0.010638	0.16382
8.9240	-0.22517	0.20358	-0.22517	0.061601	0.11353
8.9260	-0.30549	0.23571	-0.30549	0.029495	0.22667
8.9280	-0.37779	0.27588	-0.37779	0.061601	0.11353
8.9300	-0.26533	0.20358	-0.26533	0.061601	0.050677
8.9320	-0.22517	0.20358	-0.22517	-0.010638	0.050677
8.9340	-0.26533	0.20358	-0.26533	-0.010638	0.050677
8.9360	-0.37779	0.20358	-0.37779	0.061601	-0.012179
8.9380	-0.30549	0.20358	-0.30549	0.061601	-0.012179
8.9400	-0.30549	0.23571	-0.30549	-0.050771	-0.012179
8.9420	-0.33762	0.20358	-0.33762	0.029495	0.16382
8.9440	-0.22517	0.16342	-0.22517	0.10173	-0.012179
8.9460	-0.37779	0.12326	-0.37779	0.029495	0.050677
8.9480	-0.22517	0.16342	-0.22517	0.029495	0.16382
8.9500	-0.22517	0.16342	-0.22517	0.029495	0.11353
8.9520	-0.26533	0.12326	-0.26533	-0.010638	0.11353
8.9540	-0.22517	0.23571	-0.22517	0.029495	0.11353
8.9560	-0.26533	0.23571	-0.26533	0.10173	-0.012179
8.9580	-0.26533	0.16342	-0.26533	0.061601	0.050677
8.9600	-0.26533	0.16342	-0.26533	0.029495	0.16382
8.9620	-0.22517	0.23571	-0.22517	0.14187	0.050677
8.9640	-0.41795	0.23571	-0.41795	0.029495	0.11353
8.9660	-0.30549	0.20358	-0.30549	0.061601	0.11353
8.9680	-0.26533	0.20358	-0.26533	0.061601	-0.012179
8.9700	-0.22517	0.16342	-0.22517	-0.050771	0.11353
8.9720	-0.18500	0.20358	-0.18500	0.10173	0.050677
8.9740	-0.22517	0.12326	-0.22517	0.061601	0.11353
8.9760	-0.14484	0.12326	-0.14484	0.14187	0.11353
8.9780	-0.26533	0.16342	-0.26533	-0.010638	0.050677
8.9800	-0.22517	0.16342	-0.22517	0.061601	0.16382
8.9820	-0.18500	0.12326	-0.18500	0.14187	0.22667
8.9840	-0.30549	0.20358	-0.30549	0.061601	0.050677
8.9860	-0.22517	0.20358	-0.22517	0.061601	0.11353
8.9880	-0.18500	0.16342	-0.18500	0.061601	0.11353
8.9900	-0.14484	0.20358	-0.14484	0.10173	0.050677
8.9920	-0.22517	0.16342	-0.22517	0.029495	0.16382
8.9940	-0.22517	0.16342	-0.22517	0.14187	-0.012179
8.9960	-0.26533	0.12326	-0.26533	0.029495	0.050677
8.9980	-0.18500	0.12326	-0.18500	-0.010638	0.11353
9.0000	-0.064516	0.12326	-0.064516	0.14187	0.11353
9.0020	-0.18500	0.12326	-0.18500	0.061601	0.16382
9.0040	-0.18500	0.20358	-0.18500	0.10173	0.16382
9.0060	-0.18500	0.12326	-0.18500	0.029495	0.16382
9.0080	-0.10468	0.16342	-0.10468	-0.010638	0.11353
9.0100	-0.14484	0.16342	-0.14484	0.10173	0.16382
9.0120	-0.22517	0.20358	-0.22517	0.10173	0.11353
9.0140	-0.18500	0.23571	-0.18500	0.10173	0.11353
9.0160	-0.18500	0.20358	-0.18500	0.061601	0.050677
9.0180	-0.14484	0.20358	-0.14484	0.14187	0.16382
9.0200	-0.14484	0.23571	-0.14484	0.061601	0.16382
9.0220	-0.22517	0.20358	-0.22517	0.10173	0.050677
9.0240	-0.18500	0.12326	-0.18500	0.10173	-0.012179
9.0260	-0.064516	0.16342	-0.064516	0.061601	0.16382
9.0280	-0.10468	0.16342	-0.10468	0.10173	0.16382
9.0300	-0.10468	0.12326	-0.10468	0.061601	0.11353
9.0320	-0.10468	0.16342	-0.10468	0.18200	0.11353
9.0340	-0.18500	0.20358	-0.18500	0.029495	0.11353
9.0360	-0.10468	0.20358	-0.10468	0.061601	0.050677
9.0380	-0.024353	0.20358	-0.024353	0.10173	0.11353
9.0400	-0.064516	0.20358	-0.064516	0.10173	0.16382
9.0420	-0.14484	0.20358	-0.14484	0.14187	0.11353
9.0440	-0.064516	0.23571	-0.064516	0.18200	0.16382
9.0460	-0.024353	0.20358	-0.024353	0.029495	0.16382
9.0480	-0.10468	0.16342	-0.10468	0.10173	0.11353
9.0500	-0.10468	0.20358	-0.10468	0.14187	0.11353
9.0520	-0.024353	0.20358	-0.024353	0.061601	-0.012179
9.0540	-0.10468	0.20358	-0.10468	0.029495	0.050677
9.0560	-0.10468	0.20358	-0.10468	0.10173	0.16382
9.0580	-0.024353	0.23571	-0.024353	0.14187	0.11353
9.0600	-0.10468	0.23571	-0.10468	0.061601	0.16382
9.0620	0.015810	0.20358	0.015810	0.14187	0.16382
9.0640	0.015810	0.23571	0.015810	0.10173	0.11353
9.0660	0.047940	0.23571	0.047940	0.10173	0.16382
9.0680	-0.024353	0.31604	-0.024353	0.10173	0.11353
9.0700	-0.024353	0.27588	-0.024353	0.18200	-0.012179
9.0720	-0.024353	0.23571	-0.024353	0.061601	0.16382
9.0740	-0.024353	0.27588	-0.024353	0.061601	0.11353
9.0760	0.047940	0.23571	0.047940	0.22213	-0.012179
9.0780	-0.024353	0.23571	-0.024353	0.10173	0.28953
9.0800	0.015810	0.16342	0.015810	0.14187	0.11353
9.0820	-0.064516	0.20358	-0.064516	0.10173	-0.012179
9.0840	0.047940	0.23571	0.047940	0.029495	0.050677
9.0860	-0.024353	0.20358	-0.024353	0.029495	0.050677
9.0880	-0.024353	0.20358	-0.024353	0.061601	0.11353
9.0900	0.047940	0.20358	0.047940	0.14187	0.050677
9.0920	0.047940	0.23571	0.047940	0.061601	0.11353
9.0940	0.047940	0.20358	0.047940	0.14187	0.28953
9.0960	0.047940	0.23571	0.047940	0.18200	0.22667
9.0980	-0.024353	0.23571	-0.024353	0.061601	0.050677
9.1000	0.015810	0.20358	0.015810	0.029495	0.16382
9.1020	0.047940	0.23571	0.047940	0.061601	-0.012179
9.1040	0.088103	0.23571	0.088103	0.14187	0.16382
9.1060	0.088103	0.23571	0.088103	0.029495	0.22667
9.1080	0.047940	0.23571	0.047940	0.18200	-0.075035
9.1100	-0.024353	0.23571	-0.024353	-0.010638	0.050677
9.1120	0.047940	0.20358	0.047940	0.029495	0.16382
9.1140	0.088103	0.20358	0.088103	0.14187	0.11353
9.1160	0.015810	0.23571	0.015810	0.061601	0.11353
9.1180	0.015810	0.23571	0.015810	0.14187	0.16382
9.1200	0.088103	0.23571	0.088103	0.10173	0.11353
9.1220	0.16843	0.27588	0.16843	0.14187	0.22667
9.1240	0.047940	0.27588	0.047940	0.061601	0.11353
9.1260	0.015810	0.23571	0.015810	0.18200	-0.012179
9.1280	0.015810	0.20358	0.015810	0.14187	0.050677
9.1300	0.088103	0.23571	0.088103	0.10173	-0.012179
9.1320	0.047940	0.27588	0.047940	0.10173	0.22667
9.1340	0.088103	0.23571	0.088103	0.14187	0.16382
9.1360	-0.024353	0.20358	-0.024353	0.10173	-0.012179
9.1380	0.047940	0.23571	0.047940	0.061601	-0.012179
9.1400	0.16843	0.23571	0.16843	0.061601	0.11353
9.1420	0.12827	0.12326	0.12827	0.061601	-0.012179
9.1440	0.088103	0.16342	0.088103	0.061601	0.11353
9.1460	0.12827	0.23571	0.12827	0.18200	0.11353
9.1480	0.047940	0.23571	0.047940	0.14187	0.11353
9.1500	0.047940	0.31604	0.047940	0.10173	0.22667
9.1520	0.16843	0.27588	0.16843	0.14187	0.050677
9.1540	0.047940	0.23571	0.047940	0.14187	0.11353
9.1560	0.088103	0.20358	0.088103	0.14187	0.11353
9.1580	0.047940	0.20358	0.047940	0.10173	-0.012179
9.1600	0.12827	0.23571	0.12827	0.029495	0.11353
9.1620	0.047940	0.27588	0.047940	0.061601	0.11353
9.1640	0.047940	0.31604	0.047940	0.14187	0.050677
9.1660	0.16843	0.31604	0.16843	0.10173	-0.012179
9.1680	0.047940	0.16342	0.047940	0.061601	-0.012179
9.1700	0.12827	0.16342	0.12827	0.10173	0.16382
9.1720	0.16843	0.23571	0.16843	0.14187	0.16382
9.1740	0.047940	0.23571	0.047940	0.10173	0.16382
9.1760	0.047940	0.20358	0.047940	0.14187	0.16382
9.1780	0.12827	0.31604	0.12827	0.10173	0.16382
9.1800	0.16843	0.35620	0.16843	0.10173	-0.012179
9.1820	0.088103	0.16342	0.088103	0.14187	0.11353
9.1840	0.088103	0.20358	0.088103	0.18200	0.050677
9.1860	-0.064516	0.23571	-0.064516	0.061601	-0.012179
9.1880	0.047940	0.23571	0.047940	0.10173	0.11353
9.1900	0.088103	0.20358	0.088103	0.14187	0.11353
9.1920	0.047940	0.27588	0.047940	0.10173	0.22667
9.1940	0.12827	0.27588	0.12827	0.18200	0.050677
