t	g1r1	g1r2	g1ave	g2r1	g2r2	g2ave	g4r1	g4r2	g4ave
3.1720	-0.32905	-0.16139	-0.24522	0.027965	-0.066529	-0.019282	-3.2349	-3.0892	-3.1621
3.1740	-0.17567	-0.088737	-0.13220	0.068208	0.013957	0.041083	-3.1721	-3.1520	-3.1621
3.1760	-0.36941	-0.16139	-0.26540	-0.044473	-0.066529	-0.055501	-3.2977	-3.0892	-3.1935
3.1780	-0.57122	-0.40356	-0.48739	-0.12496	-0.13897	-0.13196	-3.4736	-3.2149	-3.3442
3.1800	-0.13531	-0.12910	-0.13220	0.027965	0.013957	0.020961	-3.1093	-2.9761	-3.0427
3.1820	-0.21603	-0.16139	-0.18871	0.027965	0.013957	0.020961	-3.0464	-2.8505	-2.9485
3.1840	-0.094947	-0.32284	-0.20889	0.10845	-0.13897	-0.015258	-2.8077	-2.9133	-2.8605
3.1860	0.17952	-0.048375	0.065571	0.18894	0.054200	0.12157	-2.4936	-2.4861	-2.4899
3.1880	-0.054584	-0.32284	-0.18871	0.068208	-0.13897	-0.035380	-2.6193	-2.6620	-2.6406
3.1900	-0.17567	-0.24211	-0.20889	-0.0042300	-0.066529	-0.035379	-2.6193	-2.5992	-2.6092
3.1920	-0.054584	0.072711	0.0090635	0.068208	0.013957	0.041083	-2.6193	-2.3605	-2.4899
3.1940	-0.45013	-0.16139	-0.30576	-0.12496	0.013957	-0.055501	-2.8077	-2.5992	-2.7035
3.1960	-0.17567	-0.0080130	-0.091842	0.068208	0.17493	0.12157	-2.4308	-2.2977	-2.3642
3.1980	-0.25640	0.032349	-0.11202	0.027965	0.094443	0.061204	-2.6193	-2.2348	-2.4270
3.2000	-0.36941	-0.20175	-0.28558	-0.044473	-0.066529	-0.055501	-2.6193	-2.3605	-2.4899
3.2020	-0.054584	-0.0080130	-0.031298	0.14869	-0.066529	0.041082	-2.2549	-1.9333	-2.0941
3.2040	-0.13531	-0.12910	-0.13220	0.10845	-0.13897	-0.015258	-2.3805	-2.0464	-2.2135
3.2060	-0.28868	-0.40356	-0.34612	0.027965	-0.21945	-0.095744	-2.2549	-2.1720	-2.2135
3.2080	-0.094947	-0.088737	-0.091842	0.068208	0.013957	0.041083	-1.9408	-1.8705	-1.9056
3.2100	-0.36941	-0.36320	-0.36630	-0.084716	-0.13897	-0.11184	-2.1921	-1.9333	-2.0627
3.2120	-0.25640	-0.32284	-0.28962	-0.044473	-0.13897	-0.091720	-1.9408	-1.8076	-1.8742
3.2140	0.026140	-0.048375	-0.011117	0.068208	0.054200	0.061204	-1.6392	-1.5564	-1.5978
3.2160	-0.094947	-0.20175	-0.14835	-0.0042300	-0.066529	-0.035379	-1.8780	-1.3805	-1.6292
3.2180	0.058429	0.072711	0.065570	0.18894	0.013957	0.10145	-1.3880	-1.1292	-1.2586
3.2200	0.026140	0.30681	0.16648	0.068208	0.13469	0.10145	-1.4508	-1.0035	-1.2272
3.2220	-0.28868	-0.048375	-0.16853	-0.084716	0.013957	-0.035379	-1.7021	-1.0664	-1.3842
3.2240	-0.28868	-0.088737	-0.18871	-0.044473	-0.026286	-0.035379	-1.5136	-0.94071	-1.2272
3.2260	-0.45013	-0.088737	-0.26943	-0.20545	0.054200	-0.075622	-1.7021	-1.0035	-1.3528
3.2280	-0.57122	-0.44392	-0.50757	-0.12496	-0.17921	-0.15208	-1.5764	-1.3176	-1.4470
3.2300	-0.17567	-0.16139	-0.16853	0.027965	-0.066529	-0.019282	-1.2121	-0.89045	-1.0513
3.2320	-0.28868	-0.24211	-0.26540	-0.084716	-0.13897	-0.11184	-1.2121	-0.89045	-1.0513
3.2340	-0.094947	-0.28247	-0.18871	0.027965	-0.10677	-0.039403	-0.89794	-0.76481	-0.83138
3.2360	0.098791	-0.0080130	0.045389	0.18894	-0.026286	0.081325	-0.59640	-0.40044	-0.49842
3.2380	0.026140	-0.20175	-0.087805	0.068208	-0.17921	-0.055501	-0.65922	-0.51352	-0.58637
3.2400	0.026140	-0.16139	-0.067624	0.068208	-0.066529	0.00083950	-0.65922	-0.40044	-0.52983
3.2420	-0.13531	-0.0080130	-0.071661	-0.0042300	0.094443	0.045107	-0.53358	-0.086333	-0.30996
3.2440	-0.40977	-0.16139	-0.28558	-0.24569	-0.066529	-0.15611	-0.78486	-0.33762	-0.56124
3.2460	-0.25640	0.032349	-0.11202	-0.12496	0.054200	-0.035379	-0.53358	-0.086333	-0.30996
3.2480	-0.32905	0.072711	-0.12817	-0.16520	0.13469	-0.015258	-0.47076	0.15239	-0.15918
3.2500	-0.32905	-0.20175	-0.26540	-0.12496	-0.10677	-0.11587	-0.40793	-0.023511	-0.21572
3.2520	-0.054584	0.072711	0.0090635	0.027965	0.054200	0.041083	-0.10639	0.34086	0.11723
3.2540	-0.28868	-0.12910	-0.20889	-0.0042300	-0.066529	-0.035379	-0.10639	0.21521	0.054412
3.2560	-0.28868	-0.44392	-0.36630	-0.16520	-0.25970	-0.21245	-0.10639	0.10213	-0.0021280
3.2580	-0.13531	-0.20175	-0.16853	-0.0042300	-0.13897	-0.071599	0.14490	0.34086	0.24288
3.2600	-0.36941	-0.36320	-0.36630	-0.16520	-0.17921	-0.17221	-0.043567	0.15239	0.054412
3.2620	-0.21603	-0.40356	-0.30980	-0.084716	-0.13897	-0.11184	0.082077	0.34086	0.21147
3.2640	0.098791	0.032349	0.065570	0.10845	0.013957	0.061204	0.50927	0.76804	0.63865
3.2660	-0.17567	-0.12910	-0.15238	-0.084716	-0.026286	-0.055501	0.50927	0.70522	0.60724
3.2680	0.098791	-0.0080130	0.045389	0.027965	0.013957	0.020961	0.81081	1.0822	0.94648
3.2700	0.026140	0.22609	0.12611	-0.044473	0.094443	0.024985	0.87363	1.3209	1.0973
3.2720	-0.28868	-0.048375	-0.16853	-0.20545	-0.066529	-0.13599	0.63491	1.0193	0.82712
3.2740	-0.21603	0.072711	-0.071661	-0.12496	0.094443	-0.015258	0.69773	1.1952	0.94648
3.2760	-0.40977	-0.16139	-0.28558	-0.20545	-0.066529	-0.13599	0.63491	1.2581	0.94648
3.2780	-0.64387	-0.32284	-0.48335	-0.32617	-0.17921	-0.25269	0.57209	1.0822	0.82712
3.2800	-0.25640	-0.16139	-0.20889	-0.0042300	-0.066529	-0.035379	0.93645	1.1952	1.0658
3.2820	-0.28868	-0.24211	-0.26540	-0.084716	-0.13897	-0.11184	0.99927	1.2581	1.1287
3.2840	-0.094947	-0.28247	-0.18871	-0.0042300	-0.13897	-0.071599	1.3008	1.2581	1.2794
3.2860	0.21988	0.032349	0.12611	0.26942	0.054200	0.16181	1.5521	1.6350	1.5935
3.2880	-0.054584	-0.24211	-0.14835	0.068208	-0.10677	-0.019282	1.4893	1.6350	1.5621
3.2900	-0.094947	-0.20175	-0.14835	-0.0042300	-0.10677	-0.055501	1.4893	1.7481	1.6187
3.2920	-0.014222	0.032349	0.0090635	-0.0042300	0.094443	0.045107	1.5521	2.0622	1.8071
3.2940	-0.45013	-0.28247	-0.36630	-0.32617	-0.10677	-0.21647	1.3636	1.8109	1.5873
3.2960	-0.17567	-0.048375	-0.11202	-0.20545	0.054200	-0.075622	1.5521	1.9993	1.7757
3.2980	-0.21603	0.072711	-0.071661	-0.16520	0.094443	-0.035380	1.5521	1.9993	1.7757
3.3000	-0.32905	-0.16139	-0.24522	-0.20545	-0.026286	-0.11587	1.6777	1.8109	1.7443
3.3020	-0.054584	-0.088737	-0.071661	-0.044473	0.013957	-0.015258	2.0421	2.1878	2.1150
3.3040	-0.25640	-0.16139	-0.20889	-0.12496	-0.066529	-0.095744	1.7406	2.1250	1.9328
3.3060	-0.40977	-0.36320	-0.38648	-0.16520	-0.17921	-0.17221	1.9165	1.8737	1.8951
3.3080	-0.13531	-0.16139	-0.14835	-0.0042300	-0.10677	-0.055501	2.1678	2.1878	2.1778
3.3100	-0.28868	-0.24211	-0.26540	-0.12496	-0.13897	-0.13196	1.9165	2.0622	1.9893
3.3120	-0.25640	-0.32284	-0.28962	-0.0042300	-0.066529	-0.035379	2.2934	1.9993	2.1464
3.3140	0.098791	-0.0080130	0.045389	0.068208	0.13469	0.10145	2.4065	2.4265	2.4165
3.3160	-0.17567	-0.16139	-0.16853	-0.044473	-0.10677	-0.075622	2.3437	2.3637	2.3537
3.3180	-0.014222	-0.0080130	-0.011117	0.10845	0.013957	0.061204	2.5949	2.6150	2.6050
3.3200	0.026140	0.15344	0.089788	0.068208	0.054200	0.061204	2.4065	2.7909	2.5987
3.3220	-0.13531	-0.12910	-0.13220	-0.0042300	-0.066529	-0.035379	2.3437	2.6150	2.4793
3.3240	-0.21603	-0.0080130	-0.11202	-0.044473	-0.026286	-0.035379	2.4693	2.7406	2.6050
3.3260	-0.45013	-0.12910	-0.28962	-0.28593	0.013957	-0.13599	2.2934	2.5522	2.4228
3.3280	-0.61158	-0.44392	-0.52775	-0.35837	-0.10677	-0.23257	2.2934	2.3637	2.3286
3.3300	-0.32905	-0.16139	-0.24522	-0.16520	-0.026286	-0.095744	2.5321	2.7406	2.6364
3.3320	-0.25640	-0.24211	-0.24925	-0.12496	-0.10677	-0.11587	2.6578	2.6150	2.6364
3.3340	0.026140	-0.32284	-0.14835	0.10845	-0.13897	-0.015258	3.0221	2.6778	2.8500
3.3360	0.13915	0.032349	0.085752	0.14869	0.013957	0.081325	3.2734	2.9794	3.1264
3.3380	-0.13531	-0.16139	-0.14835	0.027965	-0.10677	-0.039403	2.8965	2.7909	2.8437
3.3400	-0.13531	-0.12910	-0.13220	-0.0042300	0.013957	0.0048635	3.0221	2.8537	2.9379
3.3420	-0.17567	0.032349	-0.071661	-0.0042300	0.13469	0.065228	2.9593	3.0422	3.0008
3.3440	-0.36941	-0.24211	-0.30576	-0.12496	-0.026286	-0.075622	2.5949	2.7406	2.6678
3.3460	-0.21603	-0.16139	-0.18871	-0.0042300	-0.026286	-0.015258	2.8965	3.0422	2.9693
3.3480	-0.21603	-0.048375	-0.13220	-0.084716	0.054200	-0.015258	2.9593	3.1050	3.0322
3.3500	-0.32905	-0.20175	-0.26540	-0.12496	-0.066529	-0.095744	2.7834	2.7909	2.7872
3.3520	-0.054584	0.072711	0.0090635	-0.044473	0.013957	-0.015258	3.1478	3.0422	3.0950
3.3540	-0.13531	-0.12910	-0.13220	-0.044473	0.013957	-0.015258	3.0850	3.0422	3.0636
3.3560	-0.21603	-0.40356	-0.30980	-0.044473	-0.13897	-0.091720	2.8965	2.7909	2.8437
3.3580	-0.094947	-0.16139	-0.12817	0.027965	0.094443	0.061204	3.2734	2.9165	3.0950
3.3600	-0.36941	-0.40356	-0.38648	-0.16520	-0.10677	-0.13599	3.0221	2.7909	2.9065
3.3620	-0.32905	-0.32284	-0.32594	-0.12496	-0.066529	-0.095744	3.0221	2.7909	2.9065
3.3640	-0.094947	0.032349	-0.031299	0.068208	0.094443	0.081326	3.3865	3.1050	3.2458
3.3660	-0.17567	-0.12910	-0.15238	-0.0042300	0.054200	0.024985	3.2106	2.9794	3.0950
3.3680	-0.014222	-0.0080130	-0.011117	0.18894	0.094443	0.14169	3.5121	3.2307	3.3714
3.3700	-0.054584	0.11307	0.029245	0.068208	0.13469	0.10145	3.4493	3.2809	3.3651
3.3720	-0.28868	-0.24211	-0.26540	-0.084716	-0.026286	-0.055501	3.0221	2.8537	2.9379
3.3740	-0.21603	-0.16139	-0.18871	-0.084716	0.013957	-0.035379	3.1478	3.0422	3.0950
3.3760	-0.40977	-0.16139	-0.28558	-0.12496	-0.066529	-0.095744	3.0221	2.9165	2.9693
3.3780	-0.49049	-0.36320	-0.42685	-0.20545	-0.10677	-0.15611	2.7834	2.6150	2.6992
3.3800	-0.17567	-0.12910	-0.15238	-0.0042300	0.094443	0.045107	3.0850	2.9794	3.0322
3.3820	-0.28868	-0.28247	-0.28558	-0.084716	-0.026286	-0.055501	3.1478	2.8537	3.0008
3.3840	-0.054584	-0.28247	-0.16853	0.068208	-0.026286	0.020961	3.2734	2.9165	3.0950
3.3860	0.21988	-0.048375	0.085752	0.22918	0.094443	0.16181	3.6378	3.0422	3.3400
3.3880	-0.13531	-0.28247	-0.20889	-0.0042300	-0.066529	-0.035379	3.2106	2.8537	3.0322
3.3900	-0.094947	-0.20175	-0.14835	0.068208	-0.026286	0.020961	3.2734	2.9794	3.1264
3.3920	-0.094947	0.072711	-0.011118	0.068208	0.17493	0.12157	3.2106	3.1050	3.1578
3.3940	-0.57122	-0.24211	-0.40667	-0.20545	-0.026286	-0.11587	2.9593	2.7909	2.8751
3.3960	-0.25640	-0.048375	-0.15239	0.068208	0.054200	0.061204	3.0850	2.8537	2.9693
3.3980	-0.28868	-0.0080130	-0.14835	0.027965	0.094443	0.061204	3.1478	2.8537	3.0008
3.4000	-0.45013	-0.28247	-0.36630	-0.084716	-0.066529	-0.075622	2.9593	2.8537	2.9065
3.4020	-0.014222	-0.0080130	-0.011117	0.18894	0.054200	0.12157	3.2734	2.9165	3.0950
3.4040	-0.21603	-0.088737	-0.15238	0.027965	0.013957	0.020961	3.0850	2.7909	2.9379
3.4060	-0.21603	-0.36320	-0.28962	-0.0042300	-0.10677	-0.055501	3.1478	2.7406	2.9442
3.4080	-0.094947	-0.20175	-0.14835	0.027965	-0.026286	0.00083950	3.2106	2.7909	3.0008
3.4100	-0.32905	-0.32284	-0.32594	-0.12496	-0.026286	-0.075622	2.9593	2.5522	2.7557
3.4120	-0.21603	-0.36320	-0.28962	-0.084716	-0.066529	-0.075622	3.0221	2.4265	2.7243
3.4140	0.098791	-0.088737	0.0050270	0.14869	0.13469	0.14169	3.2106	2.7909	3.0008
3.4160	-0.17567	-0.16139	-0.16853	0.027965	0.054200	0.041083	3.0221	2.5522	2.7872
3.4180	0.098791	0.032349	0.065570	0.18894	0.21517	0.20205	3.3362	2.6150	2.9756
3.4200	-0.054584	0.11307	0.029245	0.10845	0.21517	0.16181	3.0850	2.7909	2.9379
3.4220	-0.45013	-0.12910	-0.28962	-0.084716	-0.026286	-0.055501	2.7834	2.4894	2.6364
3.4240	-0.25640	-0.048375	-0.15239	-0.044473	0.094443	0.024985	2.8965	2.3637	2.6301
3.4260	-0.45013	-0.32284	-0.38648	-0.044473	-0.066529	-0.055501	2.7206	2.3009	2.5107
3.4280	-0.57122	-0.44392	-0.50757	-0.12496	-0.13897	-0.13196	2.6578	1.9365	2.2971
3.4300	-0.25640	-0.20175	-0.22907	0.027965	0.054200	0.041083	2.6578	2.1250	2.3914
3.4320	-0.25640	-0.28247	-0.26943	0.027965	0.013957	0.020961	2.7834	2.0622	2.4228
3.4340	-0.054584	-0.40356	-0.22907	0.18894	-0.10677	0.041082	2.8462	2.0622	2.4542
3.4360	0.30060	-0.0080130	0.14629	0.34186	0.13469	0.23827	2.8965	2.3637	2.6301
3.4380	-0.014222	-0.20175	-0.10799	0.18894	-0.026286	0.081325	2.6578	1.9993	2.3286
3.4400	-0.014222	-0.20175	-0.10799	0.10845	-0.026286	0.041083	2.5949	1.9993	2.2971
3.4420	-0.21603	0.072711	-0.071661	0.027965	0.094443	0.061204	2.4065	2.0622	2.2343
3.4440	-0.49049	-0.28247	-0.38648	-0.16520	0.054200	-0.055501	2.1678	1.7481	1.9579
3.4460	-0.36941	-0.088737	-0.22907	-0.12496	0.094443	-0.015258	2.2934	1.8737	2.0836
3.4480	-0.17567	-0.0080130	-0.091842	0.027965	0.054200	0.041083	2.2934	1.6978	1.9956
3.4500	-0.32905	-0.24211	-0.28558	-0.044473	-0.026286	-0.035379	2.1678	1.4465	1.8071
3.4520	-0.094947	-0.048375	-0.071661	0.14869	0.054200	0.10145	2.4065	1.7481	2.0773
3.4540	-0.25640	-0.088737	-0.17257	0.068208	-0.026286	0.020961	2.0421	1.5093	1.7757
3.4560	-0.32905	-0.32284	-0.32594	0.027965	-0.13897	-0.055501	1.9793	1.1952	1.5873
3.4580	-0.21603	-0.12910	-0.17257	0.068208	0.054200	0.061204	2.1049	1.3209	1.7129
3.4600	-0.25640	-0.47621	-0.36630	0.10845	-0.13897	-0.015258	1.8034	1.1952	1.4993
3.4620	-0.21603	-0.36320	-0.28962	0.068208	-0.10677	-0.019282	1.8537	1.1450	1.4993
3.4640	-0.014222	-0.088737	-0.051480	0.14869	0.054200	0.10145	1.9793	1.1952	1.5873
3.4660	-0.17567	-0.16139	-0.16853	0.027965	-0.026286	0.00083950	1.7406	1.1450	1.4428
3.4680	0.058429	0.11307	0.085751	0.18894	0.13469	0.16181	1.9165	1.2581	1.5873
3.4700	0.026140	0.19380	0.10997	0.14869	0.17493	0.16181	1.7406	1.2581	1.4993
3.4720	-0.25640	-0.16139	-0.20889	-0.0042300	0.054200	0.024985	1.3636	0.95651	1.1601
3.4740	-0.21603	-0.088737	-0.15238	0.027965	0.054200	0.041083	1.4893	1.0193	1.2543
3.4760	-0.49049	-0.20175	-0.34612	-0.12496	0.013957	-0.055501	1.1249	0.76804	0.94648
3.4780	-0.61158	-0.55694	-0.58426	-0.12496	-0.17921	-0.15208	0.93645	0.40368	0.67006
3.4800	-0.32905	-0.20175	-0.26540	-0.0042300	-0.026286	-0.015258	1.1877	0.65496	0.92135
3.4820	-0.21603	-0.24211	-0.22907	0.027965	-0.066529	-0.019282	1.1877	0.34086	0.76430
3.4840	-0.054584	-0.28247	-0.16853	0.14869	-0.10677	0.020961	1.1877	0.27803	0.73289
3.4860	0.21988	-0.12910	0.045390	0.30967	-0.026286	0.14169	1.4265	0.65496	1.0407
3.4880	-0.13531	-0.28247	-0.20889	0.027965	-0.10677	-0.039403	0.93645	0.46650	0.70148
3.4900	-0.054584	-0.24211	-0.14835	0.10845	0.013957	0.061204	0.99927	0.34086	0.67006
3.4920	-0.094947	0.032349	-0.031299	0.027965	0.094443	0.061204	0.76055	0.52932	0.64494
3.4940	-0.40977	-0.12910	-0.26943	-0.16520	0.013957	-0.075623	0.32080	0.21521	0.26801
3.4960	-0.13531	-0.048375	-0.091842	0.027965	0.17493	0.10145	0.63491	0.21521	0.42506
3.4980	-0.25640	-0.0080130	-0.13220	-0.0042300	0.13469	0.065228	0.50927	0.27803	0.39365
3.5000	-0.40977	-0.28247	-0.34612	-0.16520	-0.066529	-0.11587	0.32080	0.039311	0.18005
3.5020	-0.014222	-0.0080130	-0.011117	0.10845	0.094443	0.10145	0.63491	0.039311	0.33711
3.5040	-0.28868	-0.20175	-0.24522	-0.0042300	-0.066529	-0.035379	0.38362	-0.023511	0.18006
3.5060	-0.32905	-0.40356	-0.36630	-0.12496	-0.13897	-0.13196	0.20772	-0.21198	-0.0021280
3.5080	-0.13531	-0.16139	-0.14835	0.14869	0.013957	0.081325	0.38362	-0.21198	0.085823
3.5100	-0.45013	-0.36320	-0.40667	-0.084716	-0.10677	-0.095744	0.019255	-0.45070	-0.21572
3.5120	-0.17567	-0.40356	-0.28962	0.027965	-0.10677	-0.039403	0.082077	-0.40044	-0.15918
3.5140	0.026140	-0.088737	-0.031299	0.14869	0.054200	0.10145	0.14490	-0.14915	-0.0021280
3.5160	-0.21603	-0.20175	-0.20889	0.027965	0.013957	0.020961	-0.043567	-0.51352	-0.27854
3.5180	0.13915	-0.048375	0.045390	0.14869	0.13469	0.14169	-0.043567	-0.21198	-0.12777
3.5200	0.058429	0.26645	0.16244	0.14869	0.21517	0.18193	-0.043567	-0.086333	-0.064950
3.5220	-0.32905	-0.088737	-0.20889	-0.12496	0.054200	-0.035379	-0.34511	-0.57634	-0.46073
3.5240	-0.13531	0.032349	-0.051480	-0.0042300	0.13469	0.065228	-0.23203	-0.45070	-0.34137
3.5260	-0.49049	-0.16139	-0.32594	-0.24569	-0.026286	-0.13599	-0.59640	-0.70199	-0.64919
3.5280	-0.61158	-0.47621	-0.54390	-0.28593	-0.10677	-0.19635	-0.72204	-1.0664	-0.89420
3.5300	-0.28868	-0.36320	-0.32594	-0.044473	-0.026286	-0.035379	-0.47076	-0.82763	-0.64919
3.5320	-0.25640	-0.40356	-0.32998	0.027965	0.013957	0.020961	-0.53358	-1.0035	-0.76855
3.5340	-0.094947	-0.32284	-0.20889	0.14869	0.013957	0.081325	-0.29485	-1.1920	-0.74343
3.5360	0.13915	0.032349	0.085752	0.26942	0.13469	0.20205	-0.34511	-0.82763	-0.58637
3.5380	-0.13531	-0.20175	-0.16853	0.10845	-0.026286	0.041083	-0.53358	-1.0664	-0.79996
3.5400	-0.054584	-0.16139	-0.10799	0.068208	-0.066529	0.00083950	-0.65922	-1.0035	-0.83138
3.5420	-0.094947	-0.0080130	-0.051480	0.10845	0.054200	0.081326	-0.96077	-0.94071	-0.95074
3.5440	-0.40977	-0.36320	-0.38648	-0.044473	-0.13897	-0.091720	-1.0864	-1.1920	-1.1392
3.5460	-0.17567	-0.048375	-0.11202	0.027965	0.013957	0.020961	-0.89794	-1.0664	-0.98215
3.5480	-0.25640	-0.048375	-0.15239	-0.044473	0.13469	0.045106	-1.0864	-1.2548	-1.1706
3.5500	-0.32905	-0.20175	-0.26540	-0.12496	0.094443	-0.015258	-1.0864	-1.3176	-1.2020
3.5520	-0.13531	-0.048375	-0.091842	-0.044473	0.094443	0.024985	-0.89794	-1.1920	-1.0450
3.5540	-0.094947	-0.16139	-0.12817	-0.0042300	-0.026286	-0.015258	-1.0864	-1.3805	-1.2334
3.5560	-0.28868	-0.44392	-0.36630	-0.044473	-0.21945	-0.13196	-1.1492	-1.6192	-1.3842
3.5580	-0.13531	-0.28247	-0.20889	-0.0042300	-0.10677	-0.055501	-1.0236	-1.3805	-1.2020
3.5600	-0.45013	-0.40356	-0.42685	-0.084716	-0.17921	-0.13196	-1.3377	-1.6820	-1.5099
3.5620	-0.32905	-0.28247	-0.30576	-0.0042300	-0.066529	-0.035379	-1.2121	-1.7448	-1.4784
3.5640	-0.054584	-0.0080130	-0.031298	0.068208	0.17493	0.12157	-1.0864	-1.4433	-1.2648
3.5660	-0.094947	-0.20175	-0.14835	0.10845	-0.066529	0.020961	-1.2121	-1.4935	-1.3528
3.5680	0.098791	0.072711	0.085751	0.22918	0.13469	0.18193	-0.96077	-1.3805	-1.1706
3.5700	-0.014222	0.11307	0.049426	0.068208	0.13469	0.10145	-1.2121	-1.2548	-1.2334
3.5720	-0.25640	-0.12910	-0.19275	-0.084716	-0.10677	-0.095744	-1.5136	-1.4935	-1.5036
3.5740	-0.25640	-0.088737	-0.17257	-0.0042300	-0.026286	-0.015258	-1.5764	-1.4433	-1.5099
3.5760	-0.32905	-0.16139	-0.24522	-0.12496	-0.026286	-0.075622	-1.7649	-1.5564	-1.6606
3.5780	-0.40977	-0.47621	-0.44299	-0.12496	-0.21945	-0.17221	-1.8780	-1.8705	-1.8742
3.5800	-0.25640	-0.24211	-0.24925	-0.044473	-0.066529	-0.055501	-1.4508	-1.6820	-1.5664
3.5820	-0.32905	-0.28247	-0.30576	-0.084716	-0.066529	-0.075622	-1.5136	-1.8705	-1.6920
3.5840	-0.094947	-0.36320	-0.22907	0.027965	-0.10677	-0.039403	-1.4508	-1.8076	-1.6292
3.5860	0.026140	0.032349	0.029245	0.18894	0.094443	0.14169	-1.1492	-1.4433	-1.2963
3.5880	-0.094947	-0.12910	-0.11202	0.068208	0.013957	0.041083	-1.3880	-1.6192	-1.5036
3.5900	-0.094947	-0.12910	-0.11202	0.10845	0.054200	0.081326	-1.3880	-1.4935	-1.4407
3.5920	-0.17567	0.032349	-0.071661	0.027965	0.054200	0.041083	-1.4508	-1.4433	-1.4470
3.5940	-0.45013	-0.24211	-0.34612	-0.24569	-0.066529	-0.15611	-1.8277	-1.8076	-1.8177
3.5960	-0.17567	-0.16139	-0.16853	0.027965	-0.026286	0.00083950	-1.5764	-1.6820	-1.6292
3.5980	-0.25640	-0.048375	-0.15239	-0.044473	-0.066529	-0.055501	-1.7021	-1.6820	-1.6920
3.6000	-0.28868	-0.28247	-0.28558	-0.12496	-0.10677	-0.11587	-1.8780	-1.8705	-1.8742
3.6020	0.098791	-0.048375	0.025208	0.068208	0.094443	0.081326	-1.4508	-1.6820	-1.5664
3.6040	-0.21603	-0.20175	-0.20889	-0.044473	0.013957	-0.015258	-1.6392	-1.6192	-1.6292
3.6060	-0.28868	-0.32284	-0.30576	-0.16520	-0.13897	-0.15208	-1.8780	-1.8705	-1.8742
3.6080	-0.13531	-0.12910	-0.13220	-0.0042300	0.013957	0.0048635	-1.4508	-1.6820	-1.5664
3.6100	-0.40977	-0.47621	-0.44299	-0.16520	-0.17921	-0.17221	-1.7649	-1.8705	-1.8177
3.6120	-0.25640	-0.32284	-0.28962	-0.084716	-0.10677	-0.095744	-1.7649	-1.8076	-1.7863
3.6140	-0.014222	-0.048375	-0.031298	0.10845	0.094443	0.10145	-1.3880	-1.6820	-1.5350
3.6160	-0.25640	-0.20175	-0.22907	-0.044473	0.013957	-0.015258	-1.6392	-1.6820	-1.6606
3.6180	0.098791	-0.0080130	0.045389	0.22918	0.054200	0.14169	-1.3377	-1.4433	-1.3905
3.6200	-0.014222	0.11307	0.049426	0.10845	0.17493	0.14169	-1.4508	-1.3805	-1.4156
3.6220	-0.32905	-0.16139	-0.24522	-0.044473	-0.026286	-0.035379	-1.7649	-1.5564	-1.6606
3.6240	-0.13531	-0.048375	-0.091842	-0.0042300	-0.066529	-0.035379	-1.7021	-1.6192	-1.6606
3.6260	-0.36941	-0.16139	-0.26540	-0.084716	-0.10677	-0.095744	-1.8277	-1.7448	-1.7863
3.6280	-0.53086	-0.47621	-0.50354	-0.24569	-0.21945	-0.23257	-1.8780	-1.9333	-1.9056
3.6300	-0.13531	-0.24211	-0.18871	-0.044473	-0.10677	-0.075622	-1.6392	-1.7448	-1.6920
3.6320	-0.25640	-0.28247	-0.26943	-0.12496	-0.10677	-0.11587	-1.6392	-1.8076	-1.7234
3.6340	-0.094947	-0.28247	-0.18871	-0.044473	-0.026286	-0.035379	-1.4508	-1.7448	-1.5978
3.6360	0.21988	-0.0080130	0.10593	0.14869	0.094443	0.12157	-1.2749	-1.3805	-1.3277
3.6380	-0.094947	-0.048375	-0.071661	0.027965	0.013957	0.020961	-1.4508	-1.5564	-1.5036
3.6400	-0.13531	-0.048375	-0.091842	0.068208	0.013957	0.041083	-1.4508	-1.6192	-1.5350
3.6420	-0.17567	0.072711	-0.051480	-0.0042300	0.13469	0.065228	-1.7021	-1.2548	-1.4784
3.6440	-0.49049	-0.28247	-0.38648	-0.16520	-0.13897	-0.15208	-1.8277	-1.5564	-1.6920
3.6460	-0.32905	-0.16139	-0.24522	-0.0042300	0.054200	0.024985	-1.6392	-1.4935	-1.5664
3.6480	-0.21603	-0.20175	-0.20889	0.068208	-0.026286	0.020961	-1.6392	-1.5564	-1.5978
3.6500	-0.28868	-0.28247	-0.28558	-0.044473	-0.10677	-0.075622	-1.6392	-1.7448	-1.6920
3.6520	0.026140	0.032349	0.029245	0.14869	0.094443	0.12157	-1.2749	-1.5564	-1.4156
3.6540	-0.21603	-0.12910	-0.17257	-0.044473	-0.026286	-0.035379	-1.5764	-1.4935	-1.5350
3.6560	-0.25640	-0.36320	-0.30980	-0.084716	-0.13897	-0.11184	-1.4508	-1.4935	-1.4722
3.6580	-0.054584	-0.16139	-0.10799	-0.0042300	-0.066529	-0.035379	-1.4508	-1.2548	-1.3528
3.6600	-0.17567	-0.32284	-0.24925	-0.0042300	-0.17921	-0.091720	-1.5764	-1.4935	-1.5350
3.6620	-0.17567	-0.40356	-0.28962	-0.0042300	-0.10677	-0.055501	-1.3377	-1.3805	-1.3591
3.6640	-0.014222	-0.0080130	-0.011117	-0.0042300	0.094443	0.045107	-1.2121	-1.0664	-1.1392
3.6660	-0.21603	-0.12910	-0.17257	-0.084716	0.094443	0.0048635	-1.3377	-1.3176	-1.3277
3.6680	0.026140	0.032349	0.029245	0.10845	0.13469	0.12157	-1.0864	-1.0035	-1.0450
