t	g1r1	g1r2	g1ave	g2r1	g2r2	g2ave	g4r1	g4r2	g4ave
2.9300	0.010117	0.31166	0.16089	-0.092828	0.47398	0.19058	5.4719	5.2721	5.3720
2.9320	-0.18356	0.19061	0.0035280	-0.092828	0.19231	0.049742	5.2831	5.1462	5.2147
2.9340	0.13116	-0.083758	0.023702	-0.092828	0.079645	-0.0065915	5.4089	5.1462	5.2776
2.9360	-0.030231	0.23096	0.10036	-0.29402	0.19231	-0.050854	5.2202	5.2721	5.2461
2.9380	-0.062510	-0.0030610	-0.032785	-0.25378	-0.041070	-0.14743	5.1572	4.7813	4.9693
2.9400	0.28449	-0.083758	0.10036	-0.17330	-0.081309	-0.12731	5.3460	4.7183	5.0322
2.9420	-0.062510	0.15026	0.043876	-0.41473	-0.00083200	-0.20778	4.9181	5.0204	4.9693
2.9440	0.010117	-0.043409	-0.016646	-0.41473	-0.19398	-0.30436	4.9181	4.4667	4.6924
2.9460	0.28449	0.31166	0.29807	-0.37450	-0.00083200	-0.18766	5.0943	4.7183	4.9063
2.9480	-0.10286	0.23096	0.064050	-0.68836	-0.041070	-0.36471	4.7294	4.7183	4.7239
2.9500	0.25221	-0.0030610	0.12457	-0.72860	-0.27445	-0.50152	4.9181	4.4667	4.6924
2.9520	0.13116	0.38428	0.25772	-0.72860	-0.12155	-0.42507	4.6035	4.5296	4.5665
2.9540	-0.26425	0.10991	-0.077168	-1.0827	-0.35493	-0.71881	4.3015	4.4163	4.3589
2.9560	0.17151	-0.28550	-0.056994	-0.88150	-0.58831	-0.73491	4.4777	3.9255	4.2016
2.9580	-0.14321	0.069566	-0.036820	-1.0827	-0.50784	-0.79526	4.2386	4.1017	4.1701
2.9600	-0.26425	-0.083758	-0.17400	-1.2356	-0.62855	-0.93208	3.9869	3.9255	3.9562
2.9620	0.25221	-0.16445	0.043877	-1.1149	-0.70903	-0.91196	4.2386	3.8626	4.0506
2.9640	-0.26425	0.31166	0.023703	-1.2758	-0.58831	-0.93207	3.8107	4.1017	3.9562
2.9660	0.050466	0.15026	0.10036	-1.1954	-0.70903	-0.95219	3.7478	3.7367	3.7422
2.9680	0.25221	0.34394	0.29807	-1.2356	-0.62855	-0.93208	4.0498	3.9255	3.9876
2.9700	-0.10286	0.34394	0.12054	-1.3966	-0.66879	-1.0327	3.5590	3.7997	3.6793
2.9720	0.28449	-0.043409	0.12054	-1.3966	-0.98265	-1.1896	3.6848	3.3718	3.5283
2.9740	0.17151	0.10991	0.14071	-1.3966	-0.86193	-1.1292	3.4331	3.4221	3.4276
2.9760	-0.10286	-0.043409	-0.073133	-1.5495	-1.1758	-1.3626	3.0682	2.9313	2.9997
2.9780	0.13116	-0.24515	-0.056994	-1.4690	-1.2965	-1.3827	3.1940	2.8810	3.0375
2.9800	-0.10286	0.10991	0.0035280	-1.5495	-1.1034	-1.3264	2.9423	2.9313	2.9368
2.9820	-0.18356	0.10991	-0.036821	-1.7507	-1.2563	-1.5035	2.6403	2.8181	2.7292
2.9840	0.050466	0.10991	0.080190	-1.6702	-1.2965	-1.4833	2.7032	2.6293	2.6663
2.9860	-0.10286	0.38428	0.14071	-1.7104	-1.1436	-1.4270	2.3383	2.8810	2.6096
2.9880	-0.14321	-0.0030610	-0.073133	-1.8231	-1.3367	-1.5799	2.3383	2.3776	2.3579
2.9900	0.090814	-0.0030610	0.043877	-1.6299	-1.5701	-1.6000	2.5144	2.3273	2.4209
2.9920	-0.10286	0.23096	0.064050	-1.8633	-1.4575	-1.6604	2.1495	2.3273	2.2384
2.9940	-0.062510	-0.12411	-0.093308	-1.8231	-1.6506	-1.7368	2.0236	1.9497	1.9867
2.9960	0.17151	0.27131	0.22141	-1.7104	-1.6104	-1.6604	2.0236	1.9497	1.9867
2.9980	-0.18356	0.27131	0.043876	-1.9036	-1.6506	-1.7771	1.6587	1.8868	1.7727
3.0000	0.010117	0.029218	0.019667	-1.7828	-1.7713	-1.7771	1.7216	1.6477	1.6846
3.0020	-0.10286	0.31166	0.10440	-1.9036	-1.5701	-1.7368	1.5328	1.7106	1.6217
3.0040	-0.34495	0.10991	-0.11752	-2.1369	-1.8840	-2.0105	0.97911	1.2827	1.1309
3.0060	-0.062510	-0.12411	-0.093308	-1.9840	-1.9242	-1.9541	1.1679	0.96811	1.0680
3.0080	-0.18356	0.10991	-0.036821	-2.0645	-1.6908	-1.8777	0.74000	1.2198	0.97990
3.0100	-0.30460	-0.12411	-0.21435	-2.2577	-1.9645	-2.1111	0.67708	0.72900	0.70304
3.0120	0.010117	-0.083758	-0.036820	-1.9840	-1.9645	-1.9743	0.97911	0.79192	0.88552
3.0140	-0.18356	0.31166	0.064050	-2.1369	-1.6908	-1.9139	0.55123	1.1569	0.85406
3.0160	0.010117	0.069566	0.039841	-2.0645	-1.9242	-1.9944	0.48831	0.54023	0.51427
3.0180	0.17151	0.34394	0.25772	-1.8633	-1.8438	-1.8535	0.55123	0.84226	0.69675
3.0200	-0.18356	0.31166	0.064050	-2.0967	-1.8116	-1.9541	0.060430	0.72900	0.39471
3.0220	-0.030231	-0.0030610	-0.016646	-1.9840	-2.0449	-2.0145	0.18628	0.17527	0.18077
3.0240	-0.030231	0.23096	0.10036	-1.9036	-1.8438	-1.8737	0.060430	0.17527	0.11785
3.0260	-0.30460	-0.043409	-0.17400	-2.1772	-2.0449	-2.1111	-0.61914	-0.013501	-0.31632
3.0280	-0.10286	-0.32585	-0.21435	-1.9840	-2.1576	-2.0708	-0.43037	-0.20227	-0.31632
3.0300	-0.18356	0.15026	-0.016646	-2.1369	-1.9242	-2.0306	-0.68207	-0.013501	-0.34778
3.0320	-0.45792	0.10991	-0.17401	-2.2979	-2.0047	-2.1513	-0.92118	-0.13935	-0.53026
3.0340	-0.10286	-0.083758	-0.093308	-2.0967	-2.0449	-2.0708	-0.68207	-0.20227	-0.44217
3.0360	-0.26425	0.34394	0.039842	-2.2174	-1.9242	-2.0708	-1.0470	0.049423	-0.49880
3.0380	-0.30460	0.029218	-0.13769	-2.1369	-2.0047	-2.0708	-1.2358	-0.44138	-0.83859
3.0400	0.050466	0.069566	0.060016	-1.9840	-2.0449	-2.0145	-0.98410	-0.44138	-0.71274
3.0420	-0.30460	0.19061	-0.056994	-2.2174	-1.8840	-2.0507	-1.4749	-0.37846	-0.92668
3.0440	-0.26425	-0.043409	-0.15383	-2.0645	-2.1254	-2.0950	-1.4749	-0.86926	-1.1721
3.0460	0.010117	0.27131	0.14071	-1.9438	-1.8116	-1.8777	-1.6008	-0.63015	-1.1155
3.0480	-0.26425	0.23096	-0.016646	-2.1772	-1.8840	-2.0306	-1.9028	-0.86926	-1.3860
3.0500	-0.030231	-0.043409	-0.036820	-1.9036	-2.0852	-1.9944	-1.8399	-1.1839	-1.5119
3.0520	-0.030231	0.27131	0.12054	-2.0645	-1.8840	-1.9743	-2.0286	-1.1210	-1.5748
3.0540	-0.41758	0.069566	-0.17400	-2.1369	-2.0449	-2.0909	-2.3936	-1.4230	-1.9083
3.0560	-0.062510	-0.24515	-0.15383	-1.9438	-2.2381	-2.0909	-2.3307	-2.0396	-2.1852
3.0580	-0.22390	0.069566	-0.077169	-2.0645	-2.0047	-2.0346	-2.6453	-1.7376	-2.1914
3.0600	-0.38530	-0.16445	-0.27488	-1.9840	-2.0852	-2.0346	-2.8341	-2.2284	-2.5312
3.0620	0.010117	0.069566	0.039841	-1.8633	-2.0449	-1.9541	-2.5824	-2.2913	-2.4368
3.0640	-0.26425	0.34394	0.039842	-1.9840	-1.6908	-1.8374	-3.1361	-2.1655	-2.6508
3.0660	-0.14321	0.069566	-0.036820	-1.8231	-1.8438	-1.8334	-2.8341	-2.4675	-2.6508
3.0680	0.13116	0.34394	0.23755	-1.7828	-1.7713	-1.7771	-2.8341	-2.3417	-2.5879
3.0700	-0.22390	0.31166	0.043876	-1.8633	-1.7713	-1.8173	-3.2619	-2.5934	-2.9276
3.0720	0.010117	-0.043409	-0.016646	-1.7507	-1.9645	-1.8576	-3.0732	-2.8954	-2.9843
3.0740	0.010117	0.10991	0.060015	-1.7104	-1.8116	-1.7610	-3.2619	-3.0842	-3.1731
3.0760	-0.34495	0.069566	-0.13769	-1.8633	-2.0047	-1.9340	-3.6898	-3.3359	-3.5128
3.0780	-0.030231	-0.32585	-0.17804	-1.6702	-1.9645	-1.8173	-3.5010	-3.4491	-3.4751
3.0800	-0.26425	0.069566	-0.097342	-1.6702	-1.7713	-1.7207	-3.8786	-3.3359	-3.6072
3.0820	-0.49827	0.069566	-0.21435	-1.7507	-1.8116	-1.7811	-4.1177	-3.5750	-3.8463
3.0840	-0.062510	0.029218	-0.016646	-1.4690	-1.7311	-1.6000	-3.9289	-3.7637	-3.8463
3.0860	-0.34495	0.31166	-0.016646	-1.6702	-1.4897	-1.5799	-4.2435	-3.3862	-3.8149
3.0880	-0.22390	-0.083758	-0.15383	-1.5092	-1.6104	-1.5598	-4.3065	-4.1287	-4.2176
3.0900	0.17151	0.069566	0.12054	-1.3563	-1.6104	-1.4833	-4.1177	-3.9399	-4.0288
3.0920	-0.26425	0.10991	-0.077168	-1.3966	-1.4575	-1.4270	-4.3694	-3.8896	-4.1295
3.0940	0.010117	-0.083758	-0.036820	-1.2758	-1.6104	-1.4431	-4.4827	-4.3175	-4.4001
3.0960	0.17151	0.23096	0.20123	-1.1954	-1.2965	-1.2459	-4.3065	-4.1916	-4.2490
3.0980	-0.18356	0.19061	0.0035280	-1.1954	-1.2965	-1.2459	-4.6714	-4.1287	-4.4001
3.1000	0.13116	-0.043409	0.043876	-1.0022	-1.3770	-1.1896	-4.6085	-4.4937	-4.5511
3.1020	-0.062510	0.31166	0.12457	-1.0022	-1.1034	-1.0528	-4.7973	-4.3175	-4.5574
3.1040	-0.38530	0.029218	-0.17804	-1.0425	-1.2160	-1.1292	-5.1622	-4.7454	-4.9538
3.1060	-0.10286	-0.39847	-0.25067	-0.88150	-1.3367	-1.1091	-4.9231	-4.9341	-4.9286
3.1080	-0.30460	-0.0030610	-0.15383	-0.96198	-1.1758	-1.0689	-5.2251	-4.6824	-4.9538
3.1100	-0.30460	-0.24515	-0.27488	-0.96198	-1.1436	-1.0528	-5.2881	-5.1103	-5.1992
3.1120	-0.030231	-0.083758	-0.056994	-0.72860	-1.0631	-0.89586	-5.0364	-4.9341	-4.9852
3.1140	-0.22390	0.27131	0.023703	-0.72860	-0.82170	-0.77515	-5.3510	-4.7454	-5.0482
3.1160	-0.14321	0.069566	-0.036820	-0.64812	-0.90217	-0.77515	-5.1622	-5.1103	-5.1363
3.1180	0.050466	0.31166	0.18106	-0.41473	-0.54807	-0.48140	-5.0993	-4.8083	-4.9538
3.1200	-0.18356	0.31166	0.064050	-0.60788	-0.58831	-0.59810	-5.4768	-4.9845	-5.2307
3.1220	0.050466	-0.12411	-0.036820	-0.41473	-0.82170	-0.61822	-5.2881	-5.3620	-5.3250
3.1240	-0.030231	0.069566	0.019667	-0.33426	-0.50784	-0.42105	-5.4768	-5.2991	-5.3880
3.1260	-0.30460	-0.083758	-0.19418	-0.44693	-0.62855	-0.53774	-5.7789	-5.4879	-5.6334
3.1280	-0.062510	-0.32585	-0.19418	-0.25378	-0.66879	-0.46129	-5.4768	-5.7899	-5.6334
3.1300	-0.22390	0.069566	-0.077169	-0.25378	-0.39517	-0.32447	-5.7160	-5.1732	-5.4446
3.1320	-0.30460	-0.043409	-0.17400	-0.37450	-0.31469	-0.34459	-5.9676	-5.5382	-5.7529
3.1340	0.010117	-0.043409	-0.016646	0.019840	-0.43541	-0.20778	-5.7160	-5.6640	-5.6900
3.1360	-0.26425	0.19061	-0.036820	-0.020398	-0.081309	-0.050853	-5.9676	-5.4249	-5.6963
3.1380	-0.18356	-0.24515	-0.21435	0.060078	-0.23422	-0.087069	-5.9047	-5.7270	-5.8158
3.1400	0.010117	-0.0030610	0.0035280	0.25322	-0.15374	0.049742	-5.6530	-5.9157	-5.7844
3.1420	-0.26425	0.15026	-0.056994	0.14055	0.16012	0.15034	-6.0809	-5.7270	-5.9039
3.1440	-0.10286	-0.24515	-0.17400	0.25322	-0.00083200	0.12620	-6.0809	-6.0290	-6.0550
3.1460	0.050466	0.029218	0.039842	0.45441	0.23255	0.34348	-5.9047	-5.8528	-5.8788
3.1480	-0.26425	0.23096	-0.016646	0.25322	0.23255	0.24289	-6.0809	-5.7270	-5.9039
3.1500	-0.030231	-0.16445	-0.097342	0.37394	0.16012	0.26703	-5.9676	-6.0290	-5.9983
3.1520	-0.030231	0.15026	0.060016	0.45441	0.35327	0.40384	-5.8418	-5.8528	-5.8473
3.1540	-0.38530	-0.0030610	-0.19418	0.22103	0.23255	0.22679	-6.3955	-6.1548	-6.2752
3.1560	-0.14321	-0.32585	-0.23453	0.53489	0.16012	0.34751	-6.0809	-6.3436	-6.2123
3.1580	-0.30460	-0.16445	-0.23453	0.45441	0.35327	0.40384	-6.2068	-5.9787	-6.0927
3.1600	-0.49827	-0.39847	-0.44837	0.41418	0.19231	0.30324	-6.3955	-6.3436	-6.3696
3.1620	-0.14321	-0.16445	-0.15383	0.68780	0.31303	0.50041	-5.8418	-6.1548	-5.9983
3.1640	-0.30460	0.10991	-0.097343	0.57513	0.58665	0.58089	-6.3326	-5.7899	-6.0612
3.1660	-0.18356	-0.083758	-0.13366	0.68780	0.47398	0.58089	-6.1438	-6.0290	-6.0864
3.1680	0.050466	0.15026	0.10036	0.92118	0.66713	0.79415	-5.9676	-5.8528	-5.9102
3.1700	-0.26425	0.15026	-0.056994	0.60732	0.66713	0.63722	-6.2697	-5.7270	-5.9983
3.1720	-0.030231	-0.24515	-0.13769	0.88899	0.47398	0.68149	-5.8418	-6.2807	-6.0612
3.1740	0.010117	-0.043409	-0.016646	0.80851	0.62689	0.71770	-6.0809	-6.2178	-6.1493
3.1760	-0.26425	-0.20480	-0.23453	0.68780	0.54641	0.61710	-6.3955	-6.3436	-6.3696
3.1780	-0.030231	-0.55987	-0.29505	1.0017	0.43374	0.71770	-6.0180	-6.4695	-6.2437
3.1800	-0.26425	0.029218	-0.11752	0.76828	0.62689	0.69758	-6.3326	-5.9787	-6.1556
3.1820	-0.41758	-0.083758	-0.25067	0.76828	0.78784	0.77806	-6.3326	-6.2807	-6.3066
3.1840	-0.14321	-0.12411	-0.13366	1.0017	0.70736	0.85451	-6.0180	-6.0290	-6.0235
3.1860	-0.34495	0.10991	-0.11752	0.88899	0.82808	0.85853	-6.3326	-5.7899	-6.0612
3.1880	-0.26425	-0.20480	-0.23453	0.96142	0.62689	0.79415	-6.2068	-6.1548	-6.1808
3.1900	0.010117	-0.12411	-0.056994	1.0821	0.74760	0.91487	-5.9047	-6.0919	-5.9983
3.1920	-0.34495	-0.0030610	-0.17400	0.92118	0.78784	0.85451	-6.1438	-6.0290	-6.0864
3.1940	-0.18356	-0.28550	-0.23453	1.0419	0.58665	0.81427	-5.9676	-6.2178	-6.0927
3.1960	0.010117	0.029218	0.019667	1.1224	0.94075	1.0316	-5.7160	-5.9157	-5.8158
3.1980	-0.30460	0.10991	-0.097343	1.0017	0.82808	0.91487	-6.1438	-5.8528	-5.9983
3.2000	-0.10286	-0.16445	-0.13366	1.0017	0.62689	0.81427	-5.7789	-6.1548	-5.9669
3.2020	-0.14321	0.23096	0.043876	1.0419	0.94075	0.99132	-5.8418	-5.8528	-5.8473
3.2040	-0.53862	-0.083758	-0.31119	0.80851	0.90051	0.85451	-6.0809	-5.9787	-6.0298
3.2060	-0.14321	-0.35813	-0.25067	1.0017	0.62689	0.81427	-5.7789	-6.2178	-5.9983
3.2080	-0.34495	-0.043409	-0.19418	0.92118	0.74760	0.83439	-5.8418	-5.7270	-5.7844
3.2100	-0.41758	-0.39847	-0.40802	0.84875	0.66713	0.75794	-5.9676	-6.0919	-6.0298
3.2120	0.050466	-0.12411	-0.036820	1.0821	0.58665	0.83439	-5.4139	-5.9157	-5.6648
3.2140	-0.38530	0.15026	-0.11752	0.96142	0.90051	0.93096	-5.5272	-5.5382	-5.5327
3.2160	-0.14321	-0.16445	-0.15383	1.0419	0.70736	0.87463	-5.4139	-5.6640	-5.5390
3.2180	0.13116	0.15026	0.14071	1.2028	0.94075	1.0718	-5.2251	-5.4249	-5.3250
3.2200	-0.30460	0.31166	0.0035280	1.0419	0.90051	0.97120	-5.4139	-5.3620	-5.3880
3.2220	-0.030231	-0.24515	-0.13769	1.1626	0.74760	0.95511	-5.1622	-5.7270	-5.4446
3.2240	-0.062510	-0.043409	-0.052960	1.1224	0.82808	0.97523	-5.2251	-5.4879	-5.3565
3.2260	-0.38530	-0.16445	-0.27488	0.92118	0.66713	0.79415	-5.2881	-5.5382	-5.4131
3.2280	-0.10286	-0.39847	-0.25067	1.1224	0.58665	0.85451	-5.0364	-5.7270	-5.3817
3.2300	-0.38530	-0.0030610	-0.19418	0.92118	0.82808	0.87463	-4.9735	-5.1732	-5.0733
3.2320	-0.38530	-0.12411	-0.25470	0.88899	0.78784	0.83842	-4.9735	-5.3620	-5.1677
3.2340	-0.14321	-0.043409	-0.093308	0.96142	0.70736	0.83439	-4.6085	-5.1103	-4.8594
3.2360	-0.34495	0.069566	-0.13769	0.84875	0.98098	0.91487	-4.6714	-4.6824	-4.6769
3.2380	-0.22390	-0.24515	-0.23453	0.96142	0.66713	0.81427	-4.4323	-4.9341	-4.6832
3.2400	-0.062510	-0.12411	-0.093308	1.1224	0.70736	0.91487	-4.1806	-4.8083	-4.4944
3.2420	-0.30460	0.10991	-0.097343	0.96142	0.90051	0.93096	-4.3065	-4.4937	-4.4001
3.2440	-0.14321	-0.32585	-0.23453	0.92118	0.66713	0.79415	-4.1177	-4.6824	-4.4001
3.2460	-0.10286	-0.0030610	-0.052959	1.0017	0.82808	0.91487	-3.9289	-4.4433	-4.1861
3.2480	-0.30460	0.10991	-0.097343	0.84875	0.82808	0.83842	-4.1806	-4.1287	-4.1547
3.2500	-0.10286	-0.28550	-0.19418	0.88899	0.58665	0.73782	-3.8157	-4.3804	-4.0980
3.2520	-0.14321	0.10991	-0.016646	0.96142	0.74760	0.85451	-3.7527	-4.0029	-3.8778
3.2540	-0.38530	-0.16445	-0.27488	0.64756	0.70736	0.67746	-3.9289	-4.1916	-4.0603
3.2560	-0.10286	-0.47917	-0.29101	0.80851	0.47398	0.64125	-3.3752	-4.2545	-3.8149
3.2580	-0.22390	-0.083758	-0.15383	0.76828	0.62689	0.69758	-3.5640	-3.8896	-3.7268
3.2600	-0.38530	-0.28550	-0.33540	0.57513	0.58665	0.58089	-3.5010	-4.0029	-3.7519
3.2620	0.010117	-0.20480	-0.097343	0.96142	0.70736	0.83439	-2.9473	-3.7637	-3.3555
3.2640	-0.30460	0.029218	-0.13769	0.68780	0.78784	0.73782	-3.0102	-3.2100	-3.1101
3.2660	-0.26425	-0.083758	-0.17400	0.72804	0.54641	0.63722	-2.9473	-3.2729	-3.1101
3.2680	0.090814	0.19061	0.14071	0.84875	0.82808	0.83842	-2.4565	-3.0212	-2.7389
3.2700	-0.34495	0.19061	-0.077168	0.60732	0.70736	0.65734	-2.8341	-2.8954	-2.8647
3.2720	-0.030231	-0.28550	-0.15787	0.76828	0.43374	0.60101	-2.3307	-3.1471	-2.7389
3.2740	-0.10286	-0.043409	-0.073133	0.68780	0.54641	0.61710	-2.1545	-2.7821	-2.4683
3.2760	-0.45792	-0.28550	-0.37171	0.41418	0.47398	0.44408	-2.3936	-2.8954	-2.6445
3.2780	-0.18356	-0.43882	-0.31119	0.60732	0.19231	0.39982	-2.0286	-3.0212	-2.5249
3.2800	-0.38530	-0.0030610	-0.19418	0.41418	0.47398	0.44408	-2.0916	-2.3417	-2.2166
3.2820	-0.41758	-0.12411	-0.27084	0.33370	0.47398	0.40384	-2.0916	-2.5934	-2.3425
3.2840	-0.26425	-0.043409	-0.15383	0.49465	0.39351	0.44408	-1.6637	-2.2913	-1.9775
3.2860	-0.38530	0.10991	-0.13769	0.29346	0.54641	0.41994	-1.7266	-1.9767	-1.8517
3.2880	-0.26425	-0.24515	-0.25470	0.29346	0.27279	0.28312	-1.4120	-2.0396	-1.7258
3.2900	0.010117	-0.16445	-0.077169	0.45441	0.31303	0.38372	-0.98410	-1.9138	-1.4489
3.2920	-0.22390	0.10991	-0.056995	0.14055	0.31303	0.22679	-1.2861	-1.6118	-1.4489
3.2940	-0.18356	-0.39847	-0.29101	0.25322	0.16012	0.20667	-0.79533	-1.8005	-1.2979
3.2960	-0.030231	-0.083758	-0.056994	0.33370	0.31303	0.32336	-0.68207	-1.2468	-0.96443
3.2980	-0.34495	0.15026	-0.097342	0.060078	0.31303	0.18655	-0.85825	-1.1839	-1.0211
3.3000	-0.14321	-0.20480	-0.17400	0.29346	0.23255	0.26301	-0.36745	-1.2971	-0.83230
3.3020	-0.10286	0.029218	-0.036820	0.18079	0.35327	0.26703	-0.49330	-0.93218	-0.71274
3.3040	-0.57897	-0.24515	-0.41206	-0.020398	0.16012	0.069862	-0.74499	-0.99511	-0.87005
3.3060	-0.26425	-0.35813	-0.31119	0.22103	-0.081309	0.069862	-0.065417	-1.0580	-0.56172
3.3080	-0.49827	-0.16445	-0.33136	-0.020398	0.079645	0.029624	-0.24160	-0.50430	-0.37295
3.3100	-0.57897	-0.39847	-0.48872	-0.13307	-0.041070	-0.087068	-0.065417	-0.80634	-0.43588
3.3120	-0.062510	-0.16445	-0.11348	0.060078	0.039406	0.049742	0.42539	-0.44138	-0.0079975
3.3140	-0.38530	0.10991	-0.13769	-0.17330	0.31303	0.069862	0.24920	0.17527	0.21224
3.3160	-0.30460	-0.20480	-0.25470	-0.060637	0.079645	0.0095040	0.67708	-0.013501	0.33179
3.3180	-0.030231	0.069566	0.019667	-0.020398	0.27279	0.12620	0.97911	0.35146	0.66528
3.3200	-0.45792	0.19061	-0.13366	-0.29402	0.23255	-0.030735	0.85327	0.66607	0.75967
3.3220	-0.18356	-0.32585	-0.25470	-0.092828	-0.041070	-0.066949	1.1050	0.17527	0.64012
3.3240	-0.14321	-0.12411	-0.13366	-0.21354	-0.00083200	-0.10719	1.1679	0.60315	0.88552
3.3260	-0.57897	-0.32585	-0.45241	-0.37450	-0.12155	-0.24802	0.85327	0.54023	0.69675
3.3280	-0.26425	-0.51952	-0.39189	-0.25378	-0.31469	-0.28424	1.3441	0.54023	0.94215
3.3300	-0.45792	-0.12411	-0.29101	-0.44693	-0.12155	-0.28424	1.2937	0.84226	1.0680
3.3320	-0.57897	-0.20480	-0.39189	-0.44693	-0.15374	-0.30033	1.4699	0.96811	1.2190
3.3340	-0.18356	-0.28550	-0.23453	-0.25378	-0.12155	-0.18766	1.7845	1.0310	1.4078
3.3360	-0.41758	0.10991	-0.15383	-0.52740	-0.12155	-0.32447	1.5958	1.4589	1.5273
3.3380	-0.41758	-0.20480	-0.31119	-0.33426	-0.19398	-0.26412	1.9607	1.2827	1.6217
3.3400	-0.062510	-0.28550	-0.17401	-0.29402	-0.081309	-0.18766	2.3383	1.3331	1.8357
3.3420	-0.41758	0.029218	-0.19418	-0.44693	-0.12155	-0.28424	2.1495	1.6477	1.8986
3.3440	-0.26425	-0.35813	-0.31119	-0.41473	-0.35493	-0.38483	2.4515	1.5218	1.9867
3.3460	-0.18356	-0.043409	-0.11348	-0.37450	-0.15374	-0.26412	2.5144	1.9497	2.2321
3.3480	-0.53862	0.029218	-0.25470	-0.60788	-0.15374	-0.38081	2.4515	2.0126	2.2321
3.3500	-0.26425	-0.20480	-0.23453	-0.48716	-0.35493	-0.42105	2.9423	1.8868	2.4146
3.3520	-0.38530	-0.043409	-0.21435	-0.60788	-0.19398	-0.40093	2.8291	2.4405	2.6348
3.3540	-0.65966	-0.32585	-0.49276	-0.72860	-0.35493	-0.54176	2.8920	2.2643	2.5782
3.3560	-0.30460	-0.43882	-0.37171	-0.52740	-0.54807	-0.53774	3.0682	2.1385	2.6033
3.3580	-0.61932	-0.16445	-0.39189	-0.68836	-0.31469	-0.50152	3.0682	2.4405	2.7543
3.3600	-0.65966	-0.43882	-0.54924	-0.72860	-0.50784	-0.61822	3.1311	2.4405	2.7858
3.3620	-0.26425	-0.28550	-0.27488	-0.56764	-0.43541	-0.50152	3.4961	2.4405	2.9683
3.3640	-0.61932	0.10991	-0.25470	-0.68836	-0.19398	-0.44117	3.4331	3.1201	3.2766
3.3660	-0.38530	-0.28550	-0.33540	-0.64812	-0.43541	-0.54176	3.4961	2.9313	3.2137
3.3680	-0.22390	0.029218	-0.097342	-0.56764	-0.31469	-0.44117	3.9365	3.3089	3.6227
3.3700	-0.41758	0.15026	-0.13366	-0.72860	-0.27445	-0.50152	3.6848	3.2459	3.4654
3.3720	-0.14321	-0.35813	-0.25067	-0.64812	-0.50784	-0.57798	4.1127	3.0572	3.5849
3.3740	-0.22390	-0.28550	-0.25470	-0.64812	-0.43541	-0.54176	4.2386	3.3089	3.7737
3.3760	-0.57897	-0.39847	-0.48872	-0.76078	-0.58831	-0.67455	3.8107	3.2459	3.5283
3.3780	-0.30460	-0.43882	-0.37171	-0.72860	-0.58831	-0.65845	4.1756	3.1830	3.6793
3.3800	-0.53862	-0.24515	-0.39189	-0.68836	-0.43541	-0.56188	4.1756	3.6109	3.8933
3.3820	-0.70001	-0.28550	-0.49276	-0.84126	-0.54807	-0.69467	3.9869	3.5480	3.7674
3.3840	-0.34495	-0.28550	-0.31522	-0.60788	-0.47565	-0.54176	4.4777	3.8626	4.1701
3.3860	-0.61932	-0.0030610	-0.31119	-0.68836	-0.39517	-0.54176	4.1756	4.1646	4.1701
3.3880	-0.57897	-0.35813	-0.46855	-0.72860	-0.62855	-0.67857	4.4273	3.7367	4.0820
3.3900	-0.30460	-0.28550	-0.29505	-0.48716	-0.54807	-0.51762	4.7923	3.8626	4.3274
3.3920	-0.57897	-0.083758	-0.33136	-0.80102	-0.35493	-0.57798	4.6035	4.2275	4.4155
3.3940	-0.41758	-0.43882	-0.42820	-0.72860	-0.62855	-0.67857	4.7923	3.8626	4.3274
3.3960	-0.30460	-0.12411	-0.21435	-0.60788	-0.47565	-0.54176	4.9181	4.2905	4.6043
3.3980	-0.61932	-0.043409	-0.33136	-0.84126	-0.35493	-0.59810	4.7294	4.2905	4.5099
3.4000	-0.41758	-0.24515	-0.33136	-0.64812	-0.54807	-0.59810	5.0314	4.2275	4.6295
3.4020	-0.57897	0.029218	-0.27488	-0.72860	-0.39517	-0.56188	5.0314	4.4163	4.7239
3.4040	-0.73229	-0.32585	-0.52907	-0.96198	-0.54807	-0.75503	4.7294	4.3534	4.5414
3.4060	-0.53862	-0.55987	-0.54924	-0.68836	-0.66879	-0.67857	5.0943	4.1017	4.5980
3.4080	-0.70001	-0.24515	-0.47258	-0.88150	-0.62855	-0.75503	4.8552	4.5296	4.6924
3.4100	-0.77264	-0.55987	-0.66625	-0.88150	-0.70903	-0.79526	4.9811	4.2275	4.6043
3.4120	-0.41758	-0.47917	-0.44837	-0.60788	-0.58831	-0.59810	5.3460	4.4163	4.8812
3.4140	-0.61932	-0.0030610	-0.31119	-0.80102	-0.39517	-0.59810	5.0314	4.7813	4.9063
3.4160	-0.45792	-0.24515	-0.35154	-0.72860	-0.58831	-0.65845	5.2831	4.5925	4.9378
3.4180	-0.30460	0.029218	-0.13769	-0.48716	-0.31469	-0.40093	5.4089	4.7813	5.0951
3.4200	-0.53862	0.029218	-0.25470	-0.72860	-0.31469	-0.52164	5.0943	4.7813	4.9378
3.4220	-0.38530	-0.35813	-0.37171	-0.48716	-0.70903	-0.59810	5.4089	4.4163	4.9126
3.4240	-0.41758	-0.24515	-0.33136	-0.60788	-0.50784	-0.55786	5.3460	4.7183	5.0322
3.4260	-0.77264	-0.39847	-0.58556	-0.88150	-0.58831	-0.73491	4.9811	4.4163	4.6987
