  -1.758621E+000   1.086000E-003  -8.900000E-005  -1.510000E-004  -1.159000E-003  -5.990000E-004  -7.510000E-004   1.558000E-003   3.370000E-004  -2.800000E-005   1.840000E-004
  -1.724138E+000   1.460000E-003  -2.990000E-004  -1.980000E-004  -4.390000E-004  -2.110000E-004  -3.260000E-004   9.330000E-004   9.920000E-004   8.300000E-004   1.051000E-003
  -1.689655E+000   1.573000E-003   6.970000E-004   1.460000E-004  -1.025000E-003  -3.840000E-004   2.700000E-005   8.600000E-004   1.234000E-003   4.130000E-004   1.043000E-003
  -1.655172E+000   7.630000E-004   1.830000E-004  -7.400000E-005  -3.830000E-004  -5.090000E-004  -1.310000E-003   6.650000E-004  -4.090000E-004  -3.100000E-004   4.460000E-004
  -1.620690E+000   1.703000E-003   3.890000E-004   4.500000E-005  -8.010000E-004  -5.760000E-004  -1.131000E-003   7.320000E-004  -3.630000E-004  -3.210000E-004   9.600000E-005
  -1.586207E+000   1.671000E-003   4.980000E-004  -4.500000E-004  -6.020000E-004  -4.560000E-004  -9.670000E-004   4.640000E-004  -1.430000E-004   5.460000E-004   2.390000E-004
  -1.551724E+000   1.695000E-003   7.150000E-004   5.300000E-005  -9.930000E-004  -3.350000E-004  -1.735000E-003   1.180000E-004  -1.630000E-004   1.740000E-004   7.000000E-006
  -1.517241E+000   1.268000E-003   7.230000E-004  -2.780000E-004  -5.550000E-004  -7.250000E-004  -1.536000E-003  -2.000000E-005   1.210000E-004  -1.880000E-004   2.200000E-004
  -1.482759E+000   1.495000E-003   5.620000E-004  -9.000000E-006  -4.740000E-004  -5.740000E-004  -1.421000E-003   2.990000E-004   3.410000E-004   2.610000E-004   3.070000E-004
  -1.448276E+000   1.189000E-003   7.540000E-004   9.600000E-005  -8.060000E-004  -1.750000E-004  -9.700000E-004   3.910000E-004   4.540000E-004   4.510000E-004   7.810000E-004
  -1.413793E+000   1.551000E-003   3.400000E-004  -5.670000E-004  -8.370000E-004  -9.610000E-004  -1.162000E-003   5.220000E-004   5.030000E-004   6.900000E-005   6.620000E-004
