 -2.5000   0.3589   0.2873 
 -2.4500  -0.0675  -0.0734 
 -2.4000  -0.0675   0.2358 
 -2.3500  -0.0675   0.1327 
 -2.3000  -0.0675  -0.1250 
 -2.2500  -0.2096  -0.0219 
 -2.2000  -0.3518  -0.0219 
 -2.1500  -0.4939  -0.0734 
 -2.1000  -0.3518  -0.0219 
 -2.0500  -0.2096  -0.0219 
 -2.0000  -0.2096   0.0296 
 -1.9500  -0.4939  -0.1765 
 -1.9000  -0.0675   0.1327 
 -1.8500  -0.0675  -0.0734 
 -1.8000  -0.2096  -0.2281 
 -1.7500  -0.2096  -0.1765 
 -1.7000  -0.7782  -0.1765 
 -1.6500  -0.4939  -0.1765 
 -1.6000  -0.3518  -0.1250 
 -1.5500  -0.0675  -0.1250 
 -1.5000  -0.0675   0.0296 
 -1.4500  -0.2096  -0.1250 
 -1.4000   0.3589   0.0296 
 -1.3500   0.5010   0.0812 
 -1.3000   0.0746   0.1843 
 -1.2500   0.0746   0.1327 
 -1.2000   0.2167   0.1843 
 -1.1500   0.0746   0.1327 
 -1.1000   0.0746  -0.0219 
 -1.0500   0.0746  -0.0219 
 -1.0000   0.0746   0.1843 
 -0.9500  -0.0675   0.1843 
 -0.9000   0.2167   0.0296 
 -0.8500  -0.2096   0.1843 
 -0.8000   0.6431   0.2358 
 -0.7500   0.6431   0.0296 
 -0.7000   0.0746   0.3904 
 -0.6500   0.7853  -0.3312 
 -0.6000   0.6431  -0.2796 
 -0.5500   0.5010  -0.4342 
 -0.5000   0.2167  -0.5373 
 -0.4500   0.3589  -0.4858 
 -0.4000   0.3589  -0.3827 
 -0.3500  -0.2096  -0.5889 
 -0.3000   0.6431  -0.4342 
 -0.2500   0.9274  -0.4342 
 -0.2000   0.2167  -0.3312 
 -0.1500   0.3589  -0.4858 
 -0.1000   0.5010  -0.7435 
 -0.0500   0.2167  -0.5889 
  0.0000   0.0746  -0.5373 
  0.0500   0.2167  -0.3827 
  0.1000   0.2167  -0.4342 
  0.1500  -0.4939  -0.5373 
  0.2000  -1.0624  -0.5373 
  0.2500  -1.9152  -0.4342 
  0.3000  -3.9050   0.4420 
  0.3500  -3.9050   1.5243 
  0.4000  -3.6208   3.1736 
  0.4500  -2.4837   5.4414 
  0.5000  -0.6360   6.7815 
  0.5500  -0.0675   6.7300 
  0.6000   0.3589   5.5961 
  0.6500   0.0746   1.3182 
  0.7000  -0.2096  -3.2174 
  0.7500   0.5010  -7.3407 
  0.8000   0.0746  -9.8662 
  0.8500   0.7853 -11.1548 
  0.9000   1.3538 -11.2063 
  0.9500   1.6380  -9.6601 
  1.0000   1.9223  -6.7222 
  1.0500   1.9223  -3.0628 
  1.1000   1.3538   0.6481 
  1.1500   1.2117   5.0291 
  1.2000   0.6431   7.0908 
  1.2500   0.3589   6.6784 
  1.3000   0.6431   3.7921 
  1.3500   0.2167  -0.2796 
  1.4000  -0.0675  -3.2174 
  1.4500   0.7853  -4.5575 
  1.5000  -0.0675  -4.2998 
  1.5500   0.3589  -2.5474 
  1.6000   0.2167  -0.8981 
  1.6500  -0.0675   0.5966 
  1.7000   0.0746   1.7305 
  1.7500   0.3589   1.2666 
  1.8000   1.3538   0.2358 
  1.8500   0.3589  -1.0527 
  1.9000   0.3589  -1.8774 
  1.9500  -0.0675  -1.7228 
  2.0000   0.0746  -1.3620 
  2.0500  -0.0675  -0.2281 
  2.1000   0.0746   0.3389 
  2.1500   0.2167   0.0296 
  2.2000   0.5010  -0.1765 
  2.2500  -0.2096  -0.6919 
  2.3000   0.2167  -1.3104 
  2.3500   0.6431  -0.7950 
  2.4000   0.0746  -0.5889 
  2.4500   0.0746  -0.7950 
  2.5000  -0.2096  -0.6919 
  2.5500  -0.0675  -0.9496 
  2.6000  -0.3518  -0.7950 
  2.6500  -0.4939  -0.7435 
  2.7000  -0.0675  -0.8466 
  2.7500  -0.0675  -0.6919 
  2.8000  -0.2096  -0.0219 
  2.8500  -0.4939  -0.1250 
  2.9000  -0.2096  -0.0734 
  2.9500  -0.2096  -0.1250 
  3.0000   0.2167  -0.0734 
  3.0500  -0.0675  -0.0734 
  3.1000  -0.0675  -0.0734 
  3.1500  -0.3518   0.0296 
  3.2000  -0.7782   0.2873 
  3.2500   0.0746   0.4420 
  3.3000  -0.4939   0.5966 
  3.3500  -0.2096   0.0296 
  3.4000   0.3589   0.0812 
  3.4500   0.5010  -0.0734 
  3.5000   0.6431  -0.0734 
  3.5500   0.3589   0.1327 
  3.6000   0.5010   0.0296 
  3.6500   0.6431   0.3389 
  3.7000   1.0695   0.3904 
  3.7500   0.6431   0.5966 
  3.8000   1.0695   0.5450 
  3.8500   1.2117   0.3904 
  3.9000   0.9274   0.4935 
  3.9500   0.2167   0.1843 
  4.0000   0.6431   0.2873 
  4.0500   1.2117   0.4935 
  4.1000   0.7853   0.4935 
  4.1500   0.3589   0.5966 
  4.2000   0.6431   0.6481 
  4.2500   0.7853  -0.1250 
  4.3000   0.9274  -0.3827 
  4.3500   0.3589  -1.0527 
  4.4000   0.9274  -1.6197 
  4.4500   0.9274  -2.1351 
  4.5000   0.6431  -2.4959 
  4.5500   0.0746  -2.6505 
  4.6000  -0.6360  -2.7020 
  4.6500   0.0746  -3.3205 
  4.7000  -0.3518  -3.4236 
  4.7500  -0.4939  -3.5782 
  4.8000  -0.7782  -3.7329 
  4.8500  -1.0624  -3.2690 
  4.9000  -1.4888  -2.8567 
  4.9500  -1.4888  -2.6505 
  5.0000  -2.0573  -1.8258 
  5.0500  -1.9152  -1.3104 
  5.1000  -1.3467  -0.8981 
  5.1500  -2.4837  -0.3312 
  5.2000  -2.0573   0.1843 
  5.2500  -1.6309   0.8543 
  5.3000  -1.0624   1.4728 
  5.3500  -1.0624   2.0397 
  5.4000  -1.0624   1.9367 
  5.4500  -0.9203   2.0397 
  5.5000   0.0746   1.8336 
  5.5500  -0.0675   1.6274 
  5.6000   0.5010   1.1120 
  5.6500   1.2117   0.8543 
  5.7000   1.4959  -0.2281 
  5.7500   2.3487  -0.6404 
  5.8000   1.9223  -1.6197 
  5.8500   1.4959  -2.2382 
  5.9000   1.4959  -2.5474 
  5.9500   1.2117  -3.0113 
  6.0000   0.7853  -3.1144 
  6.0500   1.0695  -2.8567 
  6.1000   0.2167  -2.7020 
  6.1500  -0.3518  -2.2382 
  6.2000  -0.0675  -1.7228 
  6.2500  -1.0624  -0.1765 
  6.3000  -1.3467   0.6481 
  6.3500  -1.6309   1.1635 
  6.4000  -2.1995   1.8336 
  6.4500  -1.7731   1.8851 
  6.5000  -1.7731   2.0397 
  6.5500  -1.3467   1.5243 
  6.6000  -0.3518   1.1635 
  6.6500  -0.4939   0.7512 
  6.7000   0.2167   0.5966 
  6.7500   0.6431  -0.2796 
  6.8000   1.0695  -1.3620 
  6.8500   1.4959  -1.8774 
  6.9000   1.2117  -2.2897 
  6.9500   1.2117  -2.2382 
  7.0000   1.0695  -2.2897 
  7.0500   0.3589  -2.0835 
  7.1000   0.3589  -1.8774 
  7.1500   0.0746  -1.3620 
  7.2000  -0.6360  -0.2796 
  7.2500  -1.6309   0.5450 
  7.3000  -1.4888   1.0089 
  7.3500  -1.7731   1.6274 
  7.4000  -1.4888   1.7305 
  7.4500  -1.6309   1.5759 
